gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,act,at,bkvlps,capx,ceql,csho,dltt,dt,dvp,ebitda,emp,lct,lt,ni,ppegt,pstkl,revt,seq,teq,xad,xrd,cik,costat,dvpsp_f,mkvalt,prcc_f,gsector,naics,ipodate
011506,2014-12-31,2014,INDL,C,D,STD,WMB,969457100,WILLIAMS COS INC,USD,12,1890.0000,50563.0000,11.7497,4031.0000,8777.0000,747.0000,20888.0000,20892.0000,0.0000,2502.0000,6.7420,2567.0000,30391.0000,2114.0000,36435.0000,0.0000,7637.0000,8777.0000,20172.0000,,,0000107263,A,1.9575,33570.1800,44.9400,10,486210,
011506,2015-12-31,2015,INDL,C,D,STD,WMB,969457100,WILLIAMS COS INC,USD,12,1527.0000,49020.0000,8.2083,3167.0000,6148.0000,749.0000,23812.0000,23988.0000,0.0000,3294.0000,6.5780,2497.0000,32795.0000,-571.0000,39039.0000,0.0000,7360.0000,6148.0000,16225.0000,,,0000107263,A,2.4500,19249.3000,25.7000,10,486210,
011506,2016-12-31,2016,INDL,C,D,STD,WMB,969457100,WILLIAMS COS INC,USD,12,1462.0000,46835.0000,6.1907,2051.0000,4643.0000,750.0000,22624.0000,23409.0000,0.0000,3547.0000,5.6040,2949.0000,32789.0000,-424.0000,38912.0000,0.0000,7499.0000,4643.0000,14046.0000,,,0000107263,A,1.6800,23355.0000,31.1400,10,486210,
011506,2017-12-31,2017,INDL,C,D,STD,WMB,969457100,WILLIAMS COS INC,USD,12,2179.0000,46352.0000,11.6901,2399.0000,9656.0000,826.0000,20434.0000,20935.0000,0.0000,3582.0000,5.4250,2646.0000,30177.0000,2174.0000,39513.0000,0.0000,8031.0000,9656.0000,16175.0000,,,0000107263,A,1.2000,25184.7400,30.4900,10,486210,
011506,2018-12-31,2018,INDL,C,D,STD,WMB,969457100,WILLIAMS COS INC,USD,12,1464.0000,45302.0000,12.0868,3256.0000,14625.0000,1210.0000,22367.0000,22414.0000,1.0000,3821.0000,5.3220,1811.0000,29305.0000,-155.0000,38661.0000,35.0000,8686.0000,14660.0000,15997.0000,,,0000107263,A,1.3600,26680.5000,22.0500,10,486210,
011506,2019-12-31,2019,INDL,C,D,STD,WMB,969457100,WILLIAMS COS INC,USD,12,1580.0000,46040.0000,10.9967,2109.0000,13328.0000,1212.0000,20336.0000,22497.0000,3.0000,4119.0000,4.8120,3968.0000,29676.0000,850.0000,41717.0000,35.0000,8201.0000,13363.0000,16364.0000,,,0000107263,A,1.5200,28748.6400,23.7200,10,486210,
011550,2010-12-31,2010,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,12,1331.1000,13059.8000,32.5283,798.2000,3802.1000,116.8860,3932.0000,,0.0000,917.6000,4.5960,1721.1000,9227.3000,456.5000,13225.5000,30.4000,4202.5000,3832.5000,3832.5000,,,0000783325,A,1.6000,6879.9100,58.8600,55,2211,
011550,2011-12-31,2011,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,12,1426.2000,13862.1000,17.1953,830.8000,3963.3000,230.4870,4614.3000,,0.0000,1217.5000,4.5950,1364.5000,9868.4000,526.2000,13958.2000,30.4000,4486.4000,3993.7000,3993.7000,,,0000783325,A,1.0400,8057.8255,34.9600,55,2211,
011550,2012-12-31,2012,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,12,1313.9000,14285.0000,18.0541,707.0000,4135.1000,229.0390,4453.8000,,0.0000,1364.5000,4.5040,1443.3000,10119.5000,546.3000,14608.2000,30.4000,4246.4000,4165.5000,4165.5000,,,0000783325,A,1.2000,8440.0872,36.8500,55,2211,
011550,2013-12-31,2013,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,12,1551.1000,14769.4000,18.7332,687.4000,4233.0000,225.9630,4363.2000,,0.0000,1420.2000,4.3030,1496.4000,10506.0000,577.4000,15163.7000,30.4000,4519.0000,4263.4000,4263.4000,,,0000783325,A,1.4450,9341.3104,41.3400,55,2211,
011550,2014-12-31,2014,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,12,1535.4000,15163.4000,19.5981,736.1000,4419.7000,225.5170,4186.4000,,0.0000,1518.1000,4.2480,1668.7000,10713.3000,588.3000,15742.8000,30.4000,4997.1000,4450.1000,4450.1000,,,0000783325,A,1.5600,11893.7666,52.7400,55,2211,
011550,2015-12-31,2015,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,12,2206.8000,29355.2000,27.4161,1223.9000,8654.8000,315.6830,9124.1000,,1.8000,1919.9000,8.4430,2709.0000,20670.0000,640.3000,27108.8000,30.4000,5926.1000,8685.2000,8685.2000,,,0000783325,A,1.7429,16197.6947,51.3100,55,2211,
011550,2016-12-31,2016,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,12,2168.7000,30123.2000,28.2933,1423.7000,8929.8000,315.6150,9158.2000,,1.2000,2433.8000,8.1640,2431.6000,21163.0000,940.2000,28130.1000,30.4000,7472.3000,8960.2000,8960.2000,,,0000783325,A,1.9800,18510.8198,58.6500,55,2211,
011550,2017-12-31,2017,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,12,2213.5000,31590.5000,29.9815,1959.5000,9461.4000,315.5750,8746.6000,,1.2000,2583.8000,8.1290,3869.3000,22098.7000,1204.9000,29965.5000,30.4000,7648.5000,9491.8000,9491.8000,,,0000783325,A,2.0800,20963.6473,66.4300,55,2211,
011550,2018-12-31,2018,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,12,2247.6000,33475.8000,31.0244,2115.7000,9788.9000,315.5230,9994.0000,,1.2000,2314.2000,7.8780,3331.7000,23633.1000,1060.5000,30516.8000,30.4000,7679.5000,9819.3000,9842.7000,,,0000783325,A,2.2100,21853.1230,69.2600,55,2211,
011550,2019-12-31,2019,INDL,C,D,STD,WEC,92939U106,WEC ENERGY GROUP INC,USD,12,2093.6000,34951.8000,32.0618,2260.8000,10113.4000,315.4350,11248.0000,,1.2000,2457.7000,7.5090,3182.7000,24697.2000,1135.2000,32540.2000,30.4000,7523.1000,10143.8000,10254.6000,,,0000783325,A,2.3600,29092.5701,92.2300,55,2211,
011554,2010-12-31,2010,INDL,C,D,STD,LNT,018802108,ALLIANT ENERGY CORP,USD,12,1092.7000,9282.9000,26.0934,866.9000,2893.6000,110.8940,2703.4000,,18.7000,859.4000,4.7040,866.7000,6143.5000,306.3000,9448.5000,243.8000,3416.1000,3137.4000,3139.4000,,,0000352541,A,1.5800,4077.5724,36.7700,55,22111,
011554,2011-12-31,2011,INDL,C,D,STD,LNT,018802108,ALLIANT ENERGY CORP,USD,12,866.5000,9687.9000,27.1395,673.4000,3013.0000,111.0190,2703.1000,,18.3000,821.4000,4.2620,855.0000,6468.0000,321.9000,9825.8000,205.1000,3665.3000,3218.1000,3219.9000,,,0000352541,A,1.7000,4897.0481,44.1100,55,22111,
011554,2012-12-31,2012,INDL,C,D,STD,LNT,018802108,ALLIANT ENERGY CORP,USD,12,994.3000,10785.5000,28.2457,1158.1000,3134.9000,110.9870,3136.6000,,15.9000,852.1000,4.0550,1020.0000,7443.7000,335.7000,10900.9000,205.1000,3094.5000,3340.0000,3341.8000,,,0000352541,A,1.8000,4873.4392,43.9100,55,22111,
011554,2013-12-31,2013,INDL,C,D,STD,LNT,018802108,ALLIANT ENERGY CORP,USD,12,1011.2000,11112.4000,29.5771,798.3000,3281.4000,110.9440,2977.8000,,17.9000,904.8000,3.9450,1433.3000,7629.2000,376.2000,11579.3000,200.0000,3276.8000,3481.4000,3483.2000,,,0000352541,A,1.8800,5724.7104,51.6000,55,22111,
011554,2014-12-31,2014,INDL,C,D,STD,LNT,018802108,ALLIANT ENERGY CORP,USD,12,1043.1000,12085.9000,30.9972,902.8000,3438.7000,110.9360,3606.7000,,10.2000,931.7000,4.2120,1214.7000,8445.4000,393.3000,12352.0000,200.0000,3350.3000,3638.7000,3640.5000,,,0000352541,A,2.0400,7368.3691,66.4200,55,22111,
011554,2015-12-31,2015,INDL,C,D,STD,LNT,018802108,ALLIANT ENERGY CORP,USD,12,826.8000,12495.2000,32.8233,1034.3000,3724.1000,113.4590,3522.2000,,10.2000,1000.5000,4.0700,1359.3000,8571.1000,388.4000,12909.8000,200.0000,3253.6000,3924.1000,3924.1000,,,0000352541,A,2.2000,7085.5146,62.4500,55,22111,
011554,2016-12-31,2016,INDL,C,D,STD,LNT,018802108,ALLIANT ENERGY CORP,USD,12,877.1000,13373.8000,16.9629,1196.8000,3862.0000,227.6740,4315.6000,,10.2000,1035.0000,3.9780,1162.0000,9311.8000,381.7000,13945.6000,200.0000,3320.0000,4062.0000,4062.0000,,,0000352541,A,1.1750,8626.5679,37.8900,55,22111,
011554,2017-12-31,2017,INDL,C,D,STD,LNT,018802108,ALLIANT ENERGY CORP,USD,12,905.1000,14187.8000,18.0775,1466.9000,4182.2000,231.3490,4010.6000,,10.2000,1115.2000,3.9890,2149.0000,9805.6000,467.5000,15081.0000,200.0000,3382.2000,4382.2000,4382.2000,,,0000352541,A,1.2600,9857.7809,42.6100,55,22111,
011554,2018-12-31,2018,INDL,C,D,STD,LNT,018802108,ALLIANT ENERGY CORP,USD,12,785.1000,15426.0000,19.4257,1633.9000,4585.7000,236.0630,5246.3000,,10.2000,1201.3000,3.8850,1644.1000,10640.3000,522.3000,16345.3000,200.0000,3534.5000,4785.7000,4785.7000,,,0000352541,A,1.3405,9973.6618,42.2500,55,22111,
011554,2019-12-31,2019,INDL,C,D,STD,LNT,018802108,ALLIANT ENERGY CORP,USD,12,875.5000,16700.7000,21.2433,1640.1000,5205.1000,245.0230,5547.0000,,10.2000,1344.9000,3.5970,2054.1000,11295.6000,567.4000,17688.1000,200.0000,3647.7000,5405.1000,5405.1000,,,0000352541,A,1.4200,13407.6586,54.7200,55,22111,
011672,2010-01-31,2009,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,4803.8560,7463.9770,7.0576,429.2820,2889.2760,409.3860,790.1690,792.5240,0.0000,2430.8710,154.0000,2894.9860,4574.7010,1213.5720,5332.4950,0.0000,20288.4440,2889.2760,2889.2760,227.5000,0.0000,0000109198,A,0.4700,15560.7619,38.0100,25,458110,
011672,2011-01-31,2010,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,5099.5270,7971.7630,7.9555,707.1340,3099.8990,389.6570,787.5170,790.2440,0.0000,2653.1790,166.0000,3133.1210,4871.8640,1343.1410,5721.8020,0.0000,21942.1930,3099.8990,3099.8990,249.8000,0.0000,0000109198,A,0.5700,18465.8452,47.3900,25,458110,
011672,2012-01-31,2011,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,5132.6320,8281.6050,8.5959,803.3300,3209.2900,373.3510,784.6230,787.5930,0.0000,2937.6620,168.0000,3063.4230,5072.3150,1496.0900,6121.1290,0.0000,23191.4550,3209.2900,3209.2900,271.6000,0.0000,0000109198,A,0.7200,25440.1371,68.1400,25,458110,
011672,2013-01-31,2012,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,5711.5430,9511.8550,5.0641,978.2280,3665.9370,723.9020,774.5520,774.5520,0.0000,3622.4260,179.0000,3760.5960,5845.9180,1906.6870,6894.7560,0.0000,25878.3720,3665.9370,3665.9370,298.6000,0.0000,0000109198,A,0.4400,32705.8924,45.1800,25,458110,
011672,2014-01-31,2013,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,6067.9980,10201.0220,5.9997,946.6780,4229.8930,705.0170,1274.2160,1274.2160,0.0000,3906.3700,191.0000,3517.8430,5971.1290,2137.3960,7698.2460,0.0000,27422.6960,4229.8930,4229.8930,333.5000,0.0000,0000109198,A,0.5500,40439.7751,57.3600,25,458110,
011672,2015-01-31,2014,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,6715.0610,11128.3810,6.2276,911.5220,4264.2300,684.7330,1684.5970,1684.5970,0.0000,4202.1010,198.0000,3929.6340,6864.1510,2215.1280,8340.5410,0.0000,29078.4070,4264.2300,4264.2300,371.3000,0.0000,0000109198,A,0.6700,45151.2940,65.9400,25,458110,
011672,2016-01-31,2015,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,6772.5600,11499.4820,6.4915,889.3800,4307.0750,663.4960,1709.2680,1709.2680,0.0000,4326.7000,216.0000,4402.2300,7192.4070,2277.6580,9068.6670,0.0000,30944.9380,4307.0750,4307.0750,382.9000,0.0000,0000109198,A,0.8050,47267.4550,71.2400,25,458110,
011672,2017-01-31,2016,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,7750.7740,12883.8080,6.9789,1024.7470,4510.5990,646.3190,2403.8310,2403.8310,0.0000,4514.0230,235.0000,4757.6560,8373.2090,2298.2340,9003.4030,0.0000,33183.7440,4510.5990,4510.5990,402.6000,0.0000,0000109198,A,0.9900,48422.2195,74.9200,25,458110,
011672,2018-01-31,2017,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,8485.7270,14058.0150,8.1978,1057.6170,5148.3090,628.0090,2452.5240,2452.5240,0.0000,4814.6260,249.0000,5125.5370,8909.7060,2607.9480,9968.3080,0.0000,35864.6640,5148.3090,5148.3090,412.4000,0.0000,0000109198,A,1.1975,50441.6829,80.3200,25,458110,
011672,2019-01-31,2018,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,8469.2220,14326.0290,4.1478,1125.1390,5048.6060,1217.1830,2476.8740,2476.8740,0.0000,5037.0930,270.0000,5531.3740,9277.4230,3059.7980,10729.1190,0.0000,38972.9340,5048.6060,5048.6060,446.3000,0.0000,0000109198,A,0.7413,60530.5106,49.7300,25,458110,
011672,2020-01-31,2019,INDL,C,D,STD,TJX,872540109,TJX COS INC (THE),USD,1,8890.6220,24145.0030,4.9606,1223.1160,5948.2120,1199.1000,10053.2580,11464.4740,0.0000,5283.5120,286.0000,7150.2470,18196.7910,3272.1930,20432.6100,0.0000,41716.9770,5948.2120,5948.2120,452.0000,0.0000,0000109198,A,0.8850,70794.8640,59.0400,25,458110,
011687,2010-12-31,2010,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,51034.8860,,,,,1985.1700,,119.7770,,10.5240,,44387.6720,,,,2745.8360,6648.2790,6647.2140,,,0000109380,A,0.0400,4428.8563,24.2300,40,522110,
011687,2010-12-31,2010,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,51034.8860,25.1204,79.0710,4591.6070,182.7840,1985.1700,,119.7770,261.2780,10.5240,,44387.6720,-292.7280,,2056.6720,2745.8360,6648.2790,6647.2140,24.8200,,0000109380,A,0.0400,4428.8563,24.2300,40,522110,
011687,2011-12-31,2011,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,53149.1090,,,,,1998.9480,,170.4140,,10.6060,,46165.8810,,,,2686.7650,6985.3080,6983.2280,,,0000109380,A,0.0400,2997.7178,16.2800,40,522110,
011687,2011-12-31,2011,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,53149.1090,25.0237,77.6690,4607.7480,184.1350,1998.9480,,170.4140,1087.4290,10.6060,,46165.8810,323.8040,,2377.5600,2686.7650,6985.3080,6983.2280,27.1640,,0000109380,A,0.0400,2997.7178,16.2800,40,522110,
011687,2012-12-31,2012,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,55511.9180,,,,,2363.8480,,170.8850,,10.3680,,49463.2770,,,,2458.5920,6052.0690,6048.6410,,,0000109380,A,0.0400,3941.8586,21.4000,40,522110,
011687,2012-12-31,2012,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,55511.9180,26.7307,68.8940,4923.7670,184.1990,2363.8480,,170.8850,1029.9850,10.3680,,49463.2770,349.5160,,1128.3020,2458.5920,6052.0690,6048.6410,25.7200,,0000109380,A,0.0400,3941.8586,21.4000,40,522110,
011687,2013-12-31,2013,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,56031.1270,,,,,2347.1810,,95.5120,,10.4520,,49566.5640,,,,2278.8120,6464.5630,6464.5630,,,0000109380,A,0.1300,5532.9529,29.9600,40,522110,
011687,2013-12-31,2013,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,56031.1270,29.5682,88.5800,5460.5930,184.6780,2347.1810,,95.5120,989.0210,10.4520,,49566.5640,263.7910,,1003.9700,2278.8120,6464.5630,6464.5630,23.3620,,0000109380,A,0.1300,5532.9529,29.9600,40,522110,
011687,2014-12-31,2014,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,57208.8740,,,,,1092.2820,,71.8940,,10.4620,,49839.3440,,,,2361.6310,7369.5300,7369.5300,,,0000109380,A,0.1600,5787.9577,28.5100,40,522110,
011687,2014-12-31,2014,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,57208.8740,31.3549,175.7990,6365.5190,203.0150,1092.2820,,71.8940,1099.2740,10.4620,,49839.3440,398.4620,,1004.0110,2361.6310,7369.5300,7369.5300,25.1000,,0000109380,A,0.1600,5787.9577,28.5100,40,522110,
011687,2015-12-31,2015,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,59669.5250,,,,,728.9660,,62.8570,,10.2000,,52162.0060,,,,2210.5910,7507.5190,7507.5190,,,0000109380,A,0.2200,5580.5841,27.3000,40,522110,
011687,2015-12-31,2015,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,59669.5250,32.6735,157.3610,6679.0290,204.4170,728.9660,,62.8570,836.9080,10.2000,,52162.0060,309.4710,,828.4900,2210.5910,7507.5190,7507.5190,25.3140,,0000109380,A,0.2200,5580.5841,27.3000,40,522110,
011687,2016-12-31,2016,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,63239.1650,,,,,382.2420,,57.7410,,10.0570,,55604.8590,,,,2469.9230,7634.3060,7634.3060,,,0000109380,A,0.2800,8740.7784,43.0400,40,522110,
011687,2016-12-31,2016,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,63239.1650,34.0976,195.6630,6924.7020,203.0850,382.2420,,57.7410,1057.7010,10.0570,,55604.8590,469.0500,,709.6040,2469.9230,7634.3060,7634.3060,22.1430,,0000109380,A,0.2800,8740.7784,43.0400,40,522110,
011687,2017-12-31,2017,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,66288.0000,,,,,383.0000,,42.0000,,10.0830,,58609.0000,,,,2736.0000,7679.0000,7679.0000,,,0000109380,A,0.4400,10040.5516,50.8300,40,522110,
011687,2017-12-31,2017,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,66288.0000,36.0094,169.0000,7113.0000,197.5320,383.0000,,42.0000,1315.0000,10.0830,,58609.0000,592.0000,,566.0000,2736.0000,7679.0000,7679.0000,22.0000,,0000109380,A,0.4400,10040.5516,50.8300,40,522110,
011687,2018-12-31,2018,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,68746.0000,,,,,724.0000,,34.0000,,10.2010,,61168.0000,,,,3033.0000,7578.0000,7578.0000,,,0000109380,A,1.0400,7640.9500,40.7400,40,522110,
011687,2018-12-31,2018,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,68746.0000,37.3866,129.0000,7012.0000,187.5540,724.0000,,34.0000,1493.0000,10.2010,,61168.0000,884.0000,,566.0000,3033.0000,7578.0000,7578.0000,26.0000,,0000109380,A,1.0400,7640.9500,40.7400,40,522110,
011687,2019-12-31,2019,FS,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,69172.0000,,,,,1969.0000,,34.0000,,10.1880,,61819.0000,,,,3245.0000,7353.0000,7353.0000,,,0000109380,A,1.2800,8569.7594,51.9200,40,522110,
011687,2019-12-31,2019,INDL,C,D,STD,ZION,989701107,ZIONS BANCORPORATION NA,USD,12,,69172.0000,41.1191,117.0000,6787.0000,165.0570,1969.0000,,34.0000,1386.0000,10.1880,,61819.0000,816.0000,,566.0000,3245.0000,7353.0000,7353.0000,19.0000,,0000109380,A,1.2800,8569.7594,51.9200,40,522110,
011811,2010-06-30,2010,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,6,393.1020,1564.1460,8.7864,54.5090,750.3720,85.4020,272.7320,277.9330,0.0000,257.9980,4.5280,446.9850,813.7740,117.8700,474.9910,0.0000,836.5860,750.3720,750.3720,,50.8200,0000779152,A,0.3600,2039.3998,23.8800,40,541512,
011811,2011-06-30,2011,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,6,353.9500,1505.7970,10.1873,32.0850,879.7760,86.3600,127.9390,154.0310,0.0000,306.8310,4.6670,380.5110,626.0210,137.4710,493.8360,0.0000,966.8970,879.7760,879.7760,,63.3950,0000779152,A,0.4000,2591.6636,30.0100,40,541512,
011811,2012-06-30,2012,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,6,468.6490,1619.4920,11.4269,41.4410,983.0560,86.0300,106.1660,131.6690,0.0000,330.8540,4.8720,402.2430,636.4360,154.9840,518.1590,0.0000,1027.1090,983.0560,983.0560,,60.8760,0000779152,A,0.4400,2969.7556,34.5200,40,541512,
011811,2013-06-30,2013,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,6,447.8850,1629.1550,12.5782,46.2560,1072.1690,85.2400,7.3660,15.2950,0.0000,378.3630,5.1390,412.2580,556.9860,176.6450,573.0970,0.0000,1129.3860,1072.1690,1072.1690,,63.2020,0000779152,A,0.5600,4017.3612,47.1300,40,541512,
011811,2014-06-30,2014,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,6,390.5060,1680.7030,11.7067,33.1850,967.3870,82.6350,3.7290,9.1360,0.0000,393.1990,5.4990,446.8090,713.3160,186.7150,578.6020,0.0000,1173.1730,967.3870,967.3870,,66.7480,0000779152,A,0.8400,4910.9981,59.4300,40,541512,
011811,2015-06-30,2015,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,6,493.4990,1836.8350,12.2636,54.4090,991.5340,80.8520,50.1020,52.6970,0.0000,436.8610,5.8220,443.6110,845.3010,211.2210,616.2050,0.0000,1256.1900,991.5340,991.5340,,71.4950,0000779152,A,0.9400,5231.1244,64.7000,40,541512,
011811,2016-06-30,2016,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,6,431.9290,1815.5120,12.6591,56.3250,996.2100,78.6950,0.0000,0.2000,0.0000,471.8710,5.8610,443.7320,819.3020,248.8670,626.7230,0.0000,1354.6460,996.2100,996.2100,,81.2340,0000779152,A,1.0600,6867.7127,87.2700,40,541512,
011811,2017-06-30,2017,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,6,520.0310,1908.9450,13.3300,41.9470,1032.0510,77.4230,50.0000,50.0000,0.0000,507.4930,5.9720,471.1920,876.8940,245.7930,627.9480,0.0000,1431.1170,1032.0510,1032.0510,,84.7530,0000779152,A,1.1800,8041.9270,103.8700,40,541512,
011811,2018-06-30,2018,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,6,468.5360,2050.3030,16.4159,40.1350,1266.8280,77.1710,0.0000,0.0000,0.0000,546.5820,6.3070,487.8960,783.4750,376.6600,651.0030,0.0000,1536.6030,1266.8280,1266.8280,,90.3400,0000779152,A,1.3600,10060.0116,130.3600,40,541512,
011811,2019-06-30,2019,INDL,C,D,STD,JKHY,426281101,HENRY (JACK) & ASSOCIATES,USD,6,569.4480,2184.8290,18.5615,53.5980,1429.0130,76.9880,0.0000,0.0000,0.0000,507.9770,6.4020,469.9620,755.8160,271.8850,660.9550,0.0000,1552.6910,1429.0130,1429.0130,,96.3780,0000779152,A,1.5400,10310.2330,133.9200,40,541512,
011856,2010-12-31,2010,FS,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,157081.0000,,,,,19587.0000,,0.0000,,31.4000,,140583.0000,,,,11072.0000,16436.0000,16498.0000,,,0000092230,A,0.6000,18255.2765,26.2900,40,522110,
011856,2010-12-31,2010,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,157081.0000,23.6700,428.0000,16436.0000,694.3810,19587.0000,,0.0000,3415.0000,31.4000,,140583.0000,816.0000,,0.0000,11072.0000,16436.0000,16498.0000,93.0000,,0000092230,A,0.6000,18255.2765,26.2900,40,522110,
011856,2011-12-31,2011,FS,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,174579.0000,,,,,20281.0000,,0.0000,,31.8000,,157099.0000,,,,9998.0000,17418.0000,17480.0000,,,0000092230,A,0.6400,17547.0893,25.1700,40,522110,
011856,2011-12-31,2011,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,174579.0000,24.9848,224.0000,17418.0000,697.1430,20281.0000,,0.0000,4087.0000,31.8000,,157099.0000,1289.0000,,0.0000,9998.0000,17418.0000,17480.0000,,,0000092230,A,0.6400,17547.0893,25.1700,40,522110,
011856,2012-12-31,2012,FS,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,183872.0000,,,,,17459.0000,,63.0000,,34.0000,,162649.0000,,,,10779.0000,21158.0000,21223.0000,,,0000092230,A,0.7600,20369.0821,29.1100,40,522110,
011856,2012-12-31,2012,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,183872.0000,27.1291,145.0000,18983.0000,699.7280,17459.0000,,63.0000,4887.0000,34.0000,,162649.0000,1979.0000,,2175.0000,10779.0000,21158.0000,21223.0000,,,0000092230,A,0.7600,20369.0821,29.1100,40,522110,
011856,2013-12-31,2013,FS,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,183010.0000,,,,,19350.0000,,117.0000,,33.7000,,160201.0000,,,,10413.0000,22759.0000,22809.0000,,,0000092230,A,1.1200,26371.0584,37.3200,40,522110,
011856,2013-12-31,2013,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,183010.0000,28.4226,,20084.0000,706.6200,19350.0000,,117.0000,4945.0000,33.7000,,160201.0000,1679.0000,,2675.0000,10413.0000,22759.0000,22809.0000,,,0000092230,A,1.1200,26371.0584,37.3200,40,522110,
011856,2014-12-31,2014,FS,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,186814.0000,,,,,22197.0000,,148.0000,,33.4000,,162388.0000,,,,9926.0000,24338.0000,24426.0000,,,0000092230,A,0.9500,28027.9452,38.8900,40,522110,
011856,2014-12-31,2014,INDL,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,186814.0000,30.0584,,21663.0000,720.6980,22197.0000,,148.0000,5045.0000,33.4000,,162388.0000,2151.0000,,2675.0000,9926.0000,24338.0000,24426.0000,,,0000092230,A,0.9500,28027.9452,38.8900,40,522110,
011856,2015-12-31,2015,FS,C,D,STD,TFC,89832Q109,TRUIST FINANCIAL CORP,USD,12,,209947.0000,,,,,18298.0000,,148.0000,,37.2000,,182607.0000,,,,10372.0000,27306.0000,27340.0000,,,0000092230,A,1.0500,29504.5420,37.8100,40,522110,
