gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,act,at,bkvlps,capx,ceql,csho,dltt,dt,dvp,ebitda,emp,lct,lt,ni,ppegt,pstkl,revt,seq,teq,xad,xrd,cik,costat,dvpsp_f,mkvalt,prcc_f,gsector,naics,ipodate
001045,2010-12-31,2010,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,12,6838.0000,25088.0000,-11.8309,1962.0000,-3945.0000,333.4500,9253.0000,11136.0000,0.0000,1303.0000,78.2500,8780.0000,29033.0000,-471.0000,26717.0000,0.0000,22170.0000,-3945.0000,-3945.0000,165.0000,,0000006201,A,0.0000,2597.5755,7.7900,20,481111,
001045,2011-12-31,2011,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,12,6757.0000,23848.0000,-21.2099,1610.0000,-7111.0000,335.2680,6702.0000,8220.0000,0.0000,695.0000,80.1000,8630.0000,30959.0000,-1979.0000,24854.0000,0.0000,24022.0000,-7111.0000,-7111.0000,186.0000,,0000006201,A,0.0000,117.3438,0.3500,20,481111,
001045,2012-12-31,2012,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,12,7072.0000,23510.0000,-23.8210,1888.0000,-7987.0000,335.2920,7116.0000,8535.0000,0.0000,1434.0000,77.7500,9304.0000,31497.0000,-1876.0000,24233.0000,0.0000,24855.0000,-7987.0000,-7987.0000,153.0000,,0000006201,A,0.0000,266.5571,0.7950,20,481111,
001045,2013-12-31,2013,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,12,14323.0000,42278.0000,-10.4608,3114.0000,-2731.0000,261.0690,15353.0000,16799.0000,0.0000,2956.0000,110.4000,13806.0000,45009.0000,-1834.0000,30392.0000,0.0000,26712.0000,-2731.0000,-2731.0000,166.0000,,0000006201,A,0.0000,6591.9923,25.2500,20,481111,
001045,2014-12-31,2014,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,12,12112.0000,43771.0000,2.8976,5311.0000,2021.0000,697.4750,16196.0000,17904.0000,0.0000,6585.0000,113.3000,13435.0000,41750.0000,2882.0000,35343.0000,0.0000,42650.0000,2021.0000,2021.0000,100.0000,,0000006201,A,0.2000,37405.5843,53.6300,20,481111,
001045,2015-12-31,2015,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,12,9985.0000,48415.0000,9.0215,6151.0000,5635.0000,624.6220,18330.0000,20561.0000,0.0000,8891.0000,118.5000,13605.0000,42780.0000,7610.0000,40654.0000,0.0000,40990.0000,5635.0000,5635.0000,110.0000,,0000006201,A,0.4000,26452.7417,42.3500,20,481111,
001045,2016-12-31,2016,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,12,10324.0000,51274.0000,7.4612,5731.0000,3785.0000,507.2940,22489.0000,24344.0000,0.0000,7833.0000,122.3000,13872.0000,47489.0000,2676.0000,45353.0000,0.0000,40180.0000,3785.0000,3785.0000,116.0000,,0000006201,A,0.4000,23685.5569,46.6900,20,481111,
001045,2017-12-31,2017,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,12,9146.0000,51396.0000,8.2564,5971.0000,3926.0000,475.5080,22511.0000,25065.0000,0.0000,6809.0000,126.6000,14964.0000,47470.0000,1919.0000,49802.0000,0.0000,42207.0000,3926.0000,3926.0000,135.0000,,0000006201,A,0.4000,24740.6812,52.0300,20,481111,
001045,2018-12-31,2018,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,12,8637.0000,60580.0000,-0.3669,3745.0000,-169.0000,460.6110,29081.0000,34029.0000,0.0000,5606.0000,128.9000,18096.0000,60749.0000,1412.0000,60692.0000,0.0000,44541.0000,-169.0000,-169.0000,128.0000,,0000006201,A,0.4000,14790.2192,32.1100,20,481111,
001045,2019-12-31,2019,INDL,C,D,STD,AAL,02376R102,AMERICAN AIRLINES GROUP INC,USD,12,8206.0000,59995.0000,-0.2756,4268.0000,-118.0000,428.2030,28875.0000,33444.0000,0.0000,6024.0000,133.7000,18311.0000,60113.0000,1686.0000,62391.0000,0.0000,45768.0000,-118.0000,-118.0000,129.0000,,0000006201,A,0.4000,12280.8620,28.6800,20,481111,
001075,2010-12-31,2010,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,12,931.9300,12362.7030,33.8634,765.1520,3683.3270,108.7700,3045.7940,,0.0000,1138.4390,6.7400,1310.7360,8587.4770,350.0530,14206.4350,0.0000,3263.6450,3683.3270,3775.2260,,,0000764622,A,2.1000,4508.5165,41.4500,55,2211,
001075,2011-12-31,2011,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,12,956.4700,13111.0180,34.9839,902.7080,3821.8500,109.2460,3019.0540,,0.0000,1173.5620,6.6630,1342.7050,9180.4320,339.4730,14833.2390,0.0000,3241.3790,3821.8500,3930.5860,,,0000764622,A,2.1000,5263.4723,48.1800,55,2211,
001075,2012-12-31,2012,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,12,1005.7260,13379.6150,36.2010,904.5220,3972.8060,109.7430,3199.0880,,0.0000,1256.0910,6.6130,1083.5420,9277.3260,381.5420,15682.0110,0.0000,3301.8040,3972.8060,4102.2890,,,0000764622,A,2.1200,5594.6981,50.9800,55,2211,
001075,2013-12-31,2013,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,12,1043.6090,13508.6860,38.0686,1031.1830,4194.4700,110.1820,2796.4650,,0.0000,1262.0310,6.4330,1618.6440,9168.2260,406.0740,16561.1860,0.0000,3454.6280,4194.4700,4340.4600,,,0000764622,A,2.2025,5830.8314,52.9200,55,2211,
001075,2014-12-31,2014,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,12,973.4350,14313.5320,39.4994,926.0910,4367.4930,110.5710,3031.2150,,0.0000,1228.6000,6.3660,1559.1430,9794.4300,397.5950,16965.4300,0.0000,3491.6320,4367.4930,4519.1020,,,0000764622,A,2.2975,7553.1050,68.3100,55,2211,
001075,2015-12-31,2015,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,12,890.5160,15028.2580,41.3040,1092.3460,4583.9170,110.9800,3462.3910,,0.0000,1349.0240,6.4070,1442.3170,10308.8010,437.2570,17782.9310,0.0000,3495.4430,4583.9170,4719.4570,,,0000764622,A,2.4100,7155.9904,64.4800,55,2211,
001075,2016-12-31,2016,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,12,822.2190,16004.2530,43.1449,1295.4420,4803.6220,111.3370,4021.7850,,0.0000,1341.8130,6.3390,1292.9460,11068.3410,442.0340,18979.0910,0.0000,3498.6820,4803.6220,4935.9120,,,0000764622,A,2.5300,8687.6261,78.0300,55,2211,
001075,2017-12-31,2017,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,12,1016.2880,17019.0820,44.8018,1430.8860,5006.6900,111.7520,4789.7130,,0.0000,1468.5450,6.2920,1197.8520,11883.3520,488.4560,19702.0870,0.0000,3565.2960,5006.6900,5135.7300,,,0000764622,A,2.6600,9519.0354,85.1800,55,2211,
001075,2018-12-31,2018,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,12,924.9910,17664.2020,46.5907,1203.3490,5222.9150,112.1020,4638.2320,,0.0000,1356.0410,6.2590,1648.9640,12315.4970,511.0470,20515.8070,0.0000,3691.2470,5222.9150,5348.7050,,,0000764622,A,2.8225,9551.0904,85.2000,55,2211,
001075,2019-12-31,2019,INDL,C,D,STD,PNW,723484101,PINNACLE WEST CAPITAL CORP,USD,12,1030.0300,18479.2470,48.2999,1209.9750,5430.6480,112.4360,4884.4300,,0.0000,1262.8890,6.2100,2078.3650,12926.0590,538.3200,21402.1180,0.0000,3471.2090,5430.6480,5553.1880,,,0000764622,A,2.9950,10111.3695,89.9300,55,2211,
001078,2010-12-31,2010,INDL,C,D,STD,ABT,002824100,ABBOTT LABORATORIES,USD,12,22317.5290,59462.2660,14.4721,1015.0750,22388.1350,1546.9840,12523.5170,14568.4870,0.0000,10663.0860,90.0000,17262.4340,36985.8020,4626.1720,17374.3020,0.0000,35166.7210,22388.1350,22476.4640,,4037.6240,0000001800,A,1.7200,74116.0034,47.9100,35,334510,
001078,2011-12-31,2011,INDL,C,D,STD,ABT,002824100,ABBOTT LABORATORIES,USD,12,23768.7740,60276.8930,15.5630,1491.5000,24439.8330,1570.3790,12039.8220,13066.7180,0.0000,12040.3420,91.0000,15480.2280,35750.7480,4728.4490,18016.5650,0.0000,38851.2590,24439.8330,24526.1450,,4801.9140,0000001800,A,1.8800,88302.4112,56.2300,35,334510,
001078,2012-12-31,2012,INDL,C,D,STD,ABT,002824100,ABBOTT LABORATORIES,USD,12,31322.5830,67234.9440,16.9478,1795.2890,26720.9610,1576.6670,18085.3020,18394.1250,0.0000,12566.7220,91.0000,13280.1760,40421.7120,5962.9200,18928.8870,0.0000,39873.9100,26720.9610,26813.2320,,4610.1820,0000001800,A,2.0100,103271.6885,65.5000,35,334510,
001078,2013-12-31,2013,INDL,C,D,STD,ABT,002824100,ABBOTT LABORATORIES,USD,12,19247.0000,42953.0000,16.2593,1145.0000,25171.0000,1548.0980,3388.0000,3397.0000,0.0000,4393.0000,69.0000,9507.0000,17686.0000,2576.0000,12870.0000,0.0000,21848.0000,25171.0000,25267.0000,,1452.0000,0000001800,A,0.5600,59338.5963,38.3300,35,334510,
001078,2014-12-31,2014,INDL,C,D,STD,ABT,002824100,ABBOTT LABORATORIES,USD,12,15261.0000,41275.0000,14.2742,1077.0000,21526.0000,1508.0350,3408.0000,3463.0000,0.0000,4475.0000,77.0000,10532.0000,19636.0000,2284.0000,12632.0000,0.0000,20247.0000,21526.0000,21639.0000,,1345.0000,0000001800,A,0.8800,67891.7357,45.0200,35,334510,
001078,2015-12-31,2015,INDL,C,D,STD,ABT,002824100,ABBOTT LABORATORIES,USD,12,14155.0000,41247.0000,14.4031,1110.0000,21211.0000,1472.6650,5871.0000,5874.0000,0.0000,4844.0000,74.0000,9186.0000,19921.0000,4423.0000,12383.0000,0.0000,20405.0000,21211.0000,21326.0000,,1405.0000,0000001800,A,0.9600,66137.3852,44.9100,35,334510,
001078,2016-12-31,2016,INDL,C,D,STD,ABT,002824100,ABBOTT LABORATORIES,USD,12,26776.0000,52666.0000,13.9442,1121.0000,20538.0000,1472.8690,20681.0000,20684.0000,0.0000,4975.0000,75.0000,6660.0000,31949.0000,1400.0000,12366.0000,0.0000,20853.0000,20538.0000,20717.0000,,1422.0000,0000001800,A,1.0400,56572.8983,38.4100,35,334510,
001078,2017-12-31,2017,INDL,C,D,STD,ABT,002824100,ABBOTT LABORATORIES,USD,12,20147.0000,76250.0000,17.7202,1135.0000,30897.0000,1743.6020,27210.0000,27718.0000,0.0000,7017.0000,99.0000,8912.0000,45152.0000,477.0000,15265.0000,0.0000,27390.0000,30897.0000,31098.0000,,2235.0000,0000001800,A,1.0600,99507.3661,57.0700,35,334510,
001078,2018-12-31,2018,INDL,C,D,STD,ABT,002824100,ABBOTT LABORATORIES,USD,12,14632.0000,67173.0000,17.3865,1394.0000,30524.0000,1755.6190,19359.0000,19366.0000,0.0000,7562.0000,103.0000,9012.0000,36451.0000,2368.0000,15706.0000,0.0000,30578.0000,30524.0000,30722.0000,,2300.0000,0000001800,A,1.1200,126983.9223,72.3300,35,334510,
001078,2019-12-31,2019,INDL,C,D,STD,ABT,002824100,ABBOTT LABORATORIES,USD,12,15667.0000,67887.0000,17.6386,1638.0000,31088.0000,1762.5030,17416.0000,18898.0000,0.0000,8055.0000,107.0000,10863.0000,36586.0000,3687.0000,17733.0000,0.0000,31904.0000,31088.0000,31301.0000,,2440.0000,0000001800,A,1.2800,153091.0106,86.8600,35,334510,
001161,2010-12-31,2010,INDL,C,D,STD,AMD,007903107,ADVANCED MICRO DEVICES,USD,12,3594.0000,4964.0000,1.4832,148.0000,1013.0000,683.0000,2188.0000,2192.0000,0.0000,809.0000,11.1000,1674.0000,3951.0000,471.0000,2079.0000,0.0000,6494.0000,1013.0000,1013.0000,,1405.0000,0000002488,A,0.0000,5586.9400,8.1800,45,334413,
001161,2011-12-31,2011,INDL,C,D,STD,AMD,007903107,ADVANCED MICRO DEVICES,USD,12,3229.0000,4954.0000,2.2779,250.0000,1590.0000,698.0000,1527.0000,2016.0000,0.0000,741.0000,11.0930,1774.0000,3364.0000,491.0000,2196.0000,0.0000,6568.0000,1590.0000,1590.0000,,1453.0000,0000002488,A,0.0000,3769.2000,5.4000,45,334413,
001161,2012-12-31,2012,INDL,C,D,STD,AMD,007903107,ADVANCED MICRO DEVICES,USD,12,2265.0000,4000.0000,0.7546,133.0000,538.0000,713.0000,2037.0000,2042.0000,0.0000,224.0000,10.3400,1397.0000,3462.0000,-1183.0000,2218.0000,0.0000,5422.0000,538.0000,538.0000,,1354.0000,0000002488,A,0.0000,1711.2000,2.4000,45,334413,
001161,2013-12-31,2013,INDL,C,D,STD,AMD,007903107,ADVANCED MICRO DEVICES,USD,12,2884.0000,4337.0000,0.7503,84.0000,544.0000,725.0000,1998.0000,2058.0000,0.0000,242.0000,10.6710,1618.0000,3793.0000,-83.0000,1733.0000,0.0000,5299.0000,544.0000,544.0000,,1201.0000,0000002488,A,0.0000,2805.7500,3.8700,45,334413,
001161,2014-12-31,2014,INDL,C,D,STD,AMD,007903107,ADVANCED MICRO DEVICES,USD,12,2736.0000,3767.0000,0.2410,95.0000,187.0000,776.0000,2035.0000,2212.0000,0.0000,278.0000,9.6870,1440.0000,3580.0000,-403.0000,1680.0000,0.0000,5506.0000,187.0000,187.0000,,1072.0000,0000002488,A,0.0000,2071.9200,2.6700,45,334413,
001161,2015-12-31,2015,INDL,C,D,STD,AMD,007903107,ADVANCED MICRO DEVICES,USD,12,2320.0000,3109.0000,-0.5202,96.0000,-412.0000,792.0000,2032.0000,2262.0000,0.0000,-222.0000,9.1390,1403.0000,3521.0000,-660.0000,984.0000,0.0000,3991.0000,-412.0000,-412.0000,,947.0000,0000002488,A,0.0000,2273.0400,2.8700,45,334413,
001161,2016-12-31,2016,INDL,C,D,STD,AMD,007903107,ADVANCED MICRO DEVICES,USD,12,2530.0000,3321.0000,0.4449,77.0000,416.0000,935.0000,1435.0000,1435.0000,0.0000,-59.0000,8.2000,1346.0000,2905.0000,-497.0000,881.0000,0.0000,4272.0000,416.0000,416.0000,131.0000,1008.0000,0000002488,A,0.0000,10602.9000,11.3400,45,334413,
001161,2017-12-31,2017,INDL,C,D,STD,AMD,007903107,ADVANCED MICRO DEVICES,USD,12,2622.0000,3540.0000,0.6319,113.0000,611.0000,967.0000,1325.0000,1325.0000,0.0000,229.0000,8.9000,1486.0000,2929.0000,43.0000,1001.0000,0.0000,5329.0000,611.0000,611.0000,156.0000,1160.0000,0000002488,A,0.0000,9940.7600,10.2800,45,334413,
001161,2018-12-31,2018,INDL,C,D,STD,AMD,007903107,ADVANCED MICRO DEVICES,USD,12,3540.0000,4556.0000,1.2597,163.0000,1266.0000,1005.0000,1114.0000,1114.0000,0.0000,590.0000,10.1000,1984.0000,3290.0000,337.0000,1055.0000,0.0000,6475.0000,1266.0000,1266.0000,176.0000,1434.0000,0000002488,A,0.0000,18552.3000,18.4600,45,334413,
001161,2019-12-31,2019,INDL,C,D,STD,AMD,007903107,ADVANCED MICRO DEVICES,USD,12,4597.0000,6028.0000,2.4162,217.0000,2827.0000,1170.0000,685.0000,728.0000,0.0000,725.0000,11.4000,2359.0000,3201.0000,341.0000,1473.0000,0.0000,6731.0000,2827.0000,2827.0000,217.0000,1547.0000,0000002488,A,0.0000,53656.2000,45.8600,45,334413,
001209,2010-09-30,2010,INDL,C,D,STD,APD,009158106,AIR PRODUCTS & CHEMICALS INC,USD,9,3033.8000,13505.9000,25.9440,1030.9000,5546.9000,213.8030,3659.8000,3842.3000,0.0000,2306.4000,18.3000,2244.1000,7808.3000,1029.1000,16309.7000,0.0000,9026.0000,5546.9000,5697.6000,,114.7000,0000002969,A,1.8800,17707.1645,82.8200,15,325120,1987-01-01
001209,2011-09-30,2011,INDL,C,D,STD,APD,009158106,AIR PRODUCTS & CHEMICALS INC,USD,9,3189.8000,14290.7000,27.5748,1351.7000,5795.8000,210.1850,3927.5000,3999.7000,0.0000,2501.9000,18.9000,2342.0000,8352.0000,1224.2000,17227.1000,0.0000,10082.0000,5795.8000,5938.7000,,118.8000,0000002969,A,2.1400,16051.8285,76.3700,15,325120,1987-01-01
001209,2012-09-30,2012,INDL,C,D,STD,APD,009158106,AIR PRODUCTS & CHEMICALS INC,USD,9,3415.8000,16941.8000,30.4844,1521.0000,6477.2000,212.4760,4584.2000,4658.5000,0.0000,2330.4000,21.3000,2689.9000,9926.0000,1167.3000,18046.2000,0.0000,9611.7000,6477.2000,6623.3000,,126.4000,0000002969,A,2.4400,17571.7652,82.7000,15,325120,1987-01-01
001209,2013-09-30,2013,INDL,C,D,STD,APD,009158106,AIR PRODUCTS & CHEMICALS INC,USD,9,3439.1000,17850.1000,33.3466,1524.2000,7042.1000,211.1790,5056.3000,5563.7000,0.0000,2415.3000,21.6000,3227.6000,10275.4000,994.2000,19529.9000,0.0000,10180.4000,7042.1000,7198.9000,,133.7000,0000002969,A,2.7000,22505.3460,106.5700,15,325120,1987-01-01
001209,2014-09-30,2014,INDL,C,D,STD,APD,009158106,AIR PRODUCTS & CHEMICALS INC,USD,9,3294.8000,17779.1000,34.4939,1684.2000,7365.8000,213.5390,4824.5000,4889.8000,0.0000,2560.6000,21.2000,2963.0000,9970.5000,991.7000,20223.5000,0.0000,10439.0000,7365.8000,7521.4000,,141.4000,0000002969,A,2.9600,27798.5070,130.1800,15,325120,1987-01-01
001209,2015-09-30,2015,INDL,C,D,STD,APD,009158106,AIR PRODUCTS & CHEMICALS INC,USD,9,2910.8000,17438.1000,33.6601,1614.8000,7249.0000,215.3590,3949.1000,4384.7000,0.0000,2806.7000,19.7000,3648.1000,10057.0000,1277.9000,20354.6000,0.0000,9894.9000,7249.0000,7381.1000,,138.8000,0000002969,A,3.1600,27475.5012,127.5800,15,325120,1987-01-01
001209,2016-09-30,2016,INDL,C,D,STD,APD,009158106,AIR PRODUCTS & CHEMICALS INC,USD,9,4317.3000,18055.3000,32.5722,1055.8000,7079.6000,217.3510,4918.1000,5289.4000,0.0000,3066.3000,18.6000,3283.3000,10841.9000,631.1000,20190.1000,0.0000,9524.4000,7079.6000,7213.4000,,132.0000,0000002969,A,3.3400,32676.5493,150.3400,15,325120,1987-01-01
001209,2017-09-30,2017,INDL,C,D,STD,APD,009158106,AIR PRODUCTS & CHEMICALS INC,USD,9,5876.7000,18467.2000,46.1937,1039.7000,10086.2000,218.3460,3402.4000,3818.8000,0.0000,2526.6000,15.3000,2489.0000,8281.7000,3000.4000,19547.8000,0.0000,8187.6000,10086.2000,10185.5000,,57.8000,0000002969,A,3.6200,33018.2821,151.2200,15,325120,1987-01-01
001209,2018-09-30,2018,INDL,C,D,STD,APD,009158106,AIR PRODUCTS & CHEMICALS INC,USD,9,5082.2000,19178.3000,49.4611,1568.4000,10857.5000,219.5160,3351.7000,3758.3000,0.0000,2862.0000,16.3000,2338.3000,8002.0000,1497.8000,21490.2000,0.0000,8930.2000,10857.5000,11176.3000,,64.5000,0000002969,A,4.1000,36670.1478,167.0500,15,325120,1987-01-01
001209,2019-09-30,2019,INDL,C,D,STD,APD,009158106,AIR PRODUCTS & CHEMICALS INC,USD,9,4618.3000,18942.8000,50.1490,1989.7000,11053.6000,220.4150,3227.4000,3267.8000,0.0000,3203.3000,17.7000,1820.9000,7554.5000,1760.0000,22333.7000,0.0000,8918.9000,11053.6000,11388.3000,,72.9000,0000002969,A,4.5200,48901.2719,221.8600,15,325120,1987-01-01
001230,2010-12-31,2010,INDL,C,D,STD,ALK,011659109,ALASKA AIR GROUP INC,USD,12,1662.0000,5016.6000,30.7705,183.0000,1105.4000,35.9240,1313.0000,1534.2000,0.0000,715.3000,12.0390,1424.7000,3911.2000,251.1000,4626.6000,0.0000,3832.3000,1105.4000,1105.4000,16.0000,,0000766421,A,0.0000,2036.5316,56.6900,20,481111,
001230,2011-12-31,2011,INDL,C,D,STD,ALK,011659109,ALASKA AIR GROUP INC,USD,12,1595.5000,5195.0000,33.0712,387.4000,1173.2000,35.4750,1099.0000,1306.9000,0.0000,734.7000,12.8060,1509.6000,4021.8000,244.5000,5066.6000,0.0000,4317.8000,1173.2000,1173.2000,16.1000,,0000766421,A,0.0000,2663.8178,75.0900,20,481111,
001230,2012-12-31,2012,INDL,C,D,STD,ALK,011659109,ALASKA AIR GROUP INC,USD,12,1737.0000,5505.0000,20.1913,518.0000,1421.0000,70.3770,871.0000,1032.0000,0.0000,796.0000,12.9320,1501.0000,4084.0000,316.0000,5472.0000,0.0000,4657.0000,1421.0000,1421.0000,16.0000,,0000766421,A,0.0000,3032.5449,43.0900,20,481111,
001230,2013-12-31,2013,INDL,C,D,STD,ALK,011659109,ALASKA AIR GROUP INC,USD,12,1762.0000,5838.0000,29.5144,566.0000,2029.0000,68.7460,754.0000,871.0000,0.0000,916.0000,13.1770,1580.0000,3809.0000,508.0000,5961.0000,0.0000,4964.0000,2029.0000,2029.0000,28.0000,,0000766421,A,0.4000,5043.8940,73.3700,20,481111,
001230,2014-12-31,2014,INDL,C,D,STD,ALK,011659109,ALASKA AIR GROUP INC,USD,12,1756.0000,6181.0000,16.1772,694.0000,2127.0000,131.4810,686.0000,803.0000,0.0000,1226.0000,13.9520,1671.0000,4054.0000,605.0000,6616.0000,0.0000,5368.0000,2127.0000,2127.0000,49.0000,,0000766421,A,0.5000,7857.3046,59.7600,20,481111,
001230,2015-12-31,2015,INDL,C,D,STD,ALK,011659109,ALASKA AIR GROUP INC,USD,12,1663.0000,6533.0000,19.2610,831.0000,2411.0000,125.1750,571.0000,686.0000,0.0000,1650.0000,15.1430,1806.0000,4122.0000,848.0000,7416.0000,0.0000,5598.0000,2411.0000,2411.0000,55.0000,,0000766421,A,0.8000,10077.8393,80.5100,20,481111,
001230,2016-12-31,2016,INDL,C,D,STD,ALK,011659109,ALASKA AIR GROUP INC,USD,12,2050.0000,9962.0000,23.7659,678.0000,2931.0000,123.3280,2645.0000,2964.0000,0.0000,1829.0000,19.1120,2535.0000,7031.0000,814.0000,8595.0000,0.0000,5931.0000,2931.0000,2931.0000,61.0000,,0000766421,A,1.1000,10942.8934,88.7300,20,481111,
001230,2017-12-31,2017,INDL,C,D,STD,ALK,011659109,ALASKA AIR GROUP INC,USD,12,2146.0000,10740.0000,30.2370,1026.0000,3721.0000,123.0610,2262.0000,2569.0000,0.0000,1750.0000,23.1560,2700.0000,7019.0000,1034.0000,9275.0000,0.0000,7933.0000,3721.0000,3721.0000,91.0000,,0000766421,A,1.2000,9046.2141,73.5100,20,481111,
001230,2018-12-31,2018,INDL,C,D,STD,ALK,011659109,ALASKA AIR GROUP INC,USD,12,1787.0000,10912.0000,30.4479,960.0000,3751.0000,123.1940,1617.0000,2103.0000,0.0000,1173.0000,23.3760,2942.0000,7161.0000,437.0000,10023.0000,0.0000,8264.0000,3751.0000,3751.0000,79.0000,,0000766421,A,1.2800,7496.3549,60.8500,20,481111,
001230,2019-12-31,2019,INDL,C,D,STD,ALK,011659109,ALASKA AIR GROUP INC,USD,12,2037.0000,12993.0000,35.2114,696.0000,4331.0000,123.0000,2703.0000,3207.0000,0.0000,1530.0000,24.1340,3201.0000,8662.0000,769.0000,12099.0000,0.0000,8781.0000,4331.0000,4331.0000,72.0000,,0000766421,A,1.4000,8333.2500,67.7500,20,481111,
001300,2010-12-31,2010,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,12,15011.0000,37834.0000,13.6220,651.0000,10666.0000,783.0000,5755.0000,6278.0000,0.0000,4723.0000,130.0000,11717.0000,27047.0000,2022.0000,13801.0000,0.0000,33370.0000,10666.0000,10787.0000,,1466.0000,0000773840,A,1.2100,41624.2800,53.1600,20,336413,
001300,2011-12-31,2011,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,12,16134.0000,39808.0000,13.9486,798.0000,10806.0000,774.7000,6881.0000,6896.0000,0.0000,4267.0000,132.0000,12275.0000,28906.0000,2067.0000,13723.0000,0.0000,36529.0000,10806.0000,10902.0000,,1799.0000,0000773840,A,1.3700,42104.9450,54.3500,20,336413,
001300,2012-12-31,2012,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,12,17598.0000,41853.0000,16.5751,884.0000,12975.0000,782.8000,6395.0000,7020.0000,0.0000,5527.0000,132.0000,13045.0000,28638.0000,2926.0000,14212.0000,0.0000,37665.0000,12975.0000,13065.0000,,1847.0000,0000773840,A,1.5275,49684.3160,63.4700,20,336413,
001300,2013-12-31,2013,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,12,21164.0000,45435.0000,22.2850,947.0000,17467.0000,783.8000,6801.0000,7433.0000,0.0000,7155.0000,131.0000,14181.0000,27689.0000,3924.0000,14617.0000,0.0000,39055.0000,17467.0000,17579.0000,,1804.0000,0000773840,A,1.6800,71615.8060,91.3700,20,336413,
001300,2014-12-31,2014,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,12,22191.0000,45451.0000,22.5735,1094.0000,17657.0000,782.2000,6046.0000,6985.0000,0.0000,7353.0000,127.0000,14773.0000,27448.0000,4239.0000,14502.0000,0.0000,40306.0000,17657.0000,17784.0000,,1892.0000,0000773840,A,1.8675,78157.4240,99.9200,20,336413,
001300,2015-12-31,2015,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,12,20053.0000,49316.0000,23.7318,1073.0000,18283.0000,770.4000,5554.0000,6131.0000,0.0000,8257.0000,129.0000,18371.0000,30608.0000,4768.0000,14908.0000,0.0000,38581.0000,18283.0000,18418.0000,,1856.0000,0000773840,A,2.1475,79790.3280,103.5700,20,336413,
001300,2016-12-31,2016,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,12,23058.0000,54146.0000,25.4587,1095.0000,19369.0000,760.8000,12182.0000,12409.0000,0.0000,8361.0000,131.0000,16331.0000,34596.0000,4809.0000,14507.0000,0.0000,39302.0000,19369.0000,19547.0000,,2143.0000,0000773840,A,2.4500,88138.6800,115.8500,20,336413,
001300,2017-12-31,2017,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,12,26002.0000,59387.0000,23.0071,1031.0000,17276.0000,750.9000,12573.0000,13924.0000,0.0000,9237.0000,131.0000,18861.0000,41943.0000,1655.0000,15187.0000,0.0000,40534.0000,17276.0000,17439.0000,,1835.0000,0000773840,A,2.7400,115158.0240,153.3600,20,336413,
001300,2018-12-31,2018,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,12,24362.0000,57773.0000,24.9178,828.0000,18180.0000,729.6000,9756.0000,12628.0000,0.0000,8871.0000,114.0000,18924.0000,39408.0000,6765.0000,13410.0000,0.0000,41802.0000,18180.0000,18358.0000,,1809.0000,0000773840,A,3.0550,96394.7520,132.1200,20,336413,
001300,2019-12-31,2019,INDL,C,D,STD,HON,438516106,HONEYWELL INTERNATIONAL INC,USD,12,24303.0000,58679.0000,26.0076,839.0000,18494.0000,711.1000,11644.0000,13191.0000,0.0000,8485.0000,113.0000,18098.0000,39966.0000,6143.0000,14386.0000,0.0000,36709.0000,18494.0000,18706.0000,,1556.0000,0000773840,A,3.3600,125864.7000,177.0000,20,336413,
