EXECRANK,CO_PER_ROL,CONAME,CEOANN,SALARY,BONUS,TOTAL_SEC,TOTAL_CURR,TOTAL_ALT1,TOTAL_ALT2,TERM_PYMT,TDC1,TDC2,SAL_PCT,TOTAL_CURR_PCT,TOTAL_SEC_PCT,TOTAL_ALT1_PCT,TOTAL_ALT2_PCT,TDC1_PCT,TDC2_PCT,RET_YRS,GVKEY,YEAR,BECAMECEO,JOINED_CO,REJOIN,LEFTOFC,LEFTCO,RELEFT,PCEO,REASON,EXEC_LNAME,EXEC_FNAME,GENDER,CUSIP,TICKER,SIC
,34186,GENERAL MOTORS CO,,900,0,5623.861,900,5623.861,1233.491,0,5328.089,5328.089,,,,,,,,,5073,2010,,,,,,,,,"Stephens, P.E.",Thomas,MALE,37045V10,GM,3711
,43688,GENERAL MOTORS CO,CEO,1133.333,0,5003.08,1133.333,5003.08,1469.75,0,5003.08,5003.08,,,,,,,,,5073,2010,12/1/09,,,9/1/10,,,,,"Whitacre, Jr.",Edward,MALE,37045V10,GM,3711
,43689,GENERAL MOTORS CO,,804.398,0,3264.758,804.398,3264.758,1279.077,0,3264.758,3264.758,,,,,,,,,5073,2010,,,,,,,,,"Reilly, CBE",David,MALE,37045V10,GM,3711
,43690,GENERAL MOTORS CO,,566.667,0,2527.419,566.667,2527.419,760.755,0,2527.419,2527.419,,,,,,,,,5073,2010,9/1/10,,,1/15/14,,,,,"Akerson, B.S., M.Sc.",Daniel,MALE,37045V10,GM,3711
,43691,GENERAL MOTORS CO,,416.667,0,3712.058,416.667,3712.058,487.058,0,3705.276,3705.276,,,,,,,,,5073,2010,,,,,,,,,Girsky,Stephen,MALE,37045V10,GM,3711
,43692,GENERAL MOTORS CO,,747.596,0,6225.141,747.596,6225.141,775.141,0,6225.141,6225.141,,,,,,,,,5073,2010,,,,,,,,,Liddell,Christopher,MALE,37045V10,GM,3711
,34186,GENERAL MOTORS CO,,900,0,8304.849,900,8304.849,931.96,0,8304.849,8304.849,0,0,47.672,47.672,-24.445,55.869,55.869,,5073,2011,,,,,,,,,"Stephens, P.E.",Thomas,MALE,37045V10,GM,3711
,43689,GENERAL MOTORS CO,,827.136,0,5375.327,827.136,5375.327,2087.634,0,4731.429,4731.429,2.827,2.827,64.647,64.647,63.214,44.924,44.924,,5073,2011,,,,,,,,,"Reilly, CBE",David,MALE,37045V10,GM,3711
,43690,GENERAL MOTORS CO,CEO,1700,0,7702.743,1700,7702.743,1755.514,0,7702.743,7702.743,200,200,204.767,204.767,130.759,204.767,204.767,,5073,2011,9/1/10,,,1/15/14,,,,,"Akerson, B.S., M.Sc.",Daniel,MALE,37045V10,GM,3711
,43691,GENERAL MOTORS CO,,600,0,5309.793,600,5309.793,627.57,0,5306.806,5306.806,44,44,43.042,43.042,28.849,43.223,43.223,,5073,2011,,,,,,,,,Girsky,Stephen,MALE,37045V10,GM,3711
,43692,GENERAL MOTORS CO,,187.5,0,1049.461,187.5,1049.461,193.84,0,1049.461,1049.461,-74.92,-74.92,-83.142,-83.142,-74.993,-83.142,-83.142,,5073,2011,,,,,,,,,Liddell,Christopher,MALE,37045V10,GM,3711
,45902,GENERAL MOTORS CO,,687.5,0,3508.193,687.5,3508.193,1368.61,0,3507.839,3507.839,,,,,,,,,5073,2011,,,,,,,,,Ammann,Daniel,MALE,37045V10,GM,3711
,43690,GENERAL MOTORS CO,CEO,1700,0,11102.808,1700,11102.808,1770.149,0,11102.808,11102.808,0,0,44.141,44.141,0.834,44.141,44.141,,5073,2012,9/1/10,,,1/15/14,,,,,"Akerson, B.S., M.Sc.",Daniel,MALE,37045V10,GM,3711
,43691,GENERAL MOTORS CO,,600,0,5446.304,600,5446.304,635.013,0,5445.869,5445.869,0,0,2.571,2.571,1.186,2.62,2.62,,5073,2012,,,,,,,,,Girsky,Stephen,MALE,37045V10,GM,3711
,45902,GENERAL MOTORS CO,,750,0,4788.866,750,4788.866,781.81,0,4788.866,4788.866,9.091,9.091,36.505,36.505,-42.876,36.519,36.519,,5073,2012,,,,,,,,,Ammann,Daniel,MALE,37045V10,GM,3711
,47521,GENERAL MOTORS CO,,750,0,6578.687,750,6578.687,1900.071,0,6048.467,6048.467,,,,,,,,,5073,2012,,,,,,,,,Lee,Timothy,MALE,37045V10,GM,3711
1,47522,GENERAL MOTORS CO,,750,0,4943.487,750,4943.487,1037.003,0,4684.929,4684.929,,,,,,,,,5073,2012,1/15/14,,,,,,CEO,,Barra,Mary,FEMALE,37045V10,GM,3711
,43690,GENERAL MOTORS CO,CEO,1700,0,9068.476,1700,9068.476,1766.27,0,9068.476,9068.476,0,0,-18.323,-18.323,-0.219,-18.323,-18.323,,5073,2013,9/1/10,,,1/15/14,,,,,"Akerson, B.S., M.Sc.",Daniel,MALE,37045V10,GM,3711
,43691,GENERAL MOTORS CO,,600,0,6389.584,600,6389.584,632.507,0,6388.042,6388.042,0,0,17.32,17.32,-0.395,17.301,17.301,,5073,2013,,,,,,,,,Girsky,Stephen,MALE,37045V10,GM,3711
,45902,GENERAL MOTORS CO,,750,0,5260.037,750,5260.037,778.475,0,5260.037,5260.037,0,0,9.839,9.839,-0.427,9.839,9.839,,5073,2013,,,,,,,,,Ammann,Daniel,MALE,37045V10,GM,3711
,47522,GENERAL MOTORS CO,,750,0,5233.14,750,5233.14,786.636,0,5233.14,5233.14,0,0,5.859,5.859,-24.143,11.702,11.702,,5073,2013,1/15/14,,,,,,CEO,,Barra,Mary,FEMALE,37045V10,GM,3711
,48719,GENERAL MOTORS CO,,684.029,0,5808.33,684.029,5808.33,2110.255,0,5732.576,5732.576,,,,,,,,,5073,2013,,,,,,,,,"Neumann, Ph.D.",Karl-Thomas,MALE,37045V10,GM,3711
,43690,GENERAL MOTORS CO,,850,0,2099.253,850,2099.253,3882.578,0,2099.253,2099.253,-50,-50,-76.851,-76.851,119.818,-76.851,-76.851,,5073,2014,9/1/10,,,1/15/14,,,,,"Akerson, B.S., M.Sc.",Daniel,MALE,37045V10,GM,3711
,45902,GENERAL MOTORS CO,,990.53,0,8489.346,990.53,8489.346,3088.542,0,8489.346,8489.346,32.071,32.071,61.393,61.393,296.743,61.393,61.393,,5073,2014,,,,,,,,,Ammann,Daniel,MALE,37045V10,GM,3711
,47522,GENERAL MOTORS CO,CEO,1567.803,0,16162.828,1567.803,16162.828,5312.021,0,15812.902,15812.902,109.04,109.04,208.855,208.855,575.283,202.169,202.169,,5073,2014,1/15/14,,,,,,CEO,,Barra,Mary,FEMALE,37045V10,GM,3711
,48719,GENERAL MOTORS CO,,822.133,0,5269.426,822.133,5269.426,2541.877,0,5186.21,5186.21,20.19,20.19,-9.278,-9.278,20.454,-9.531,-9.531,,5073,2014,,,,,,,,,"Neumann, Ph.D.",Karl-Thomas,MALE,37045V10,GM,3711
,50504,GENERAL MOTORS CO,,691.667,0,4894.832,691.667,4894.832,2371.235,0,4629.631,4629.631,,,,,,,,,5073,2014,,,,,,,,,"Stevens, III",Charles,MALE,37045V10,GM,3711
,50505,GENERAL MOTORS CO,,692.235,0,5765.531,692.235,5765.531,4152.677,0,5586.347,5586.347,,,,,,,,,5073,2014,,,,,,,,,Millikin,Michael,MALE,37045V10,GM,3711
2,50506,GENERAL MOTORS CO,,846.212,0,9477.777,846.212,9477.777,3332.134,0,9202.189,9202.189,,,,,,,,,5073,2014,,,,,,,,,Reuss,Mark,MALE,37045V10,GM,3711
,45902,GENERAL MOTORS CO,,1200,0,11800.077,1200,11800.077,5150.063,4039.819,11800.077,7612.441,21.147,21.147,38.999,38.999,66.747,38.999,-10.329,,5073,2015,,,,,,,,,Ammann,Daniel,MALE,37045V10,GM,3711
,47522,GENERAL MOTORS CO,CEO,1750,0,28588.663,1750,28588.663,7897.87,8304.036,28576.651,17409.622,11.621,11.621,76.879,76.879,48.679,80.717,10.098,,5073,2015,1/15/14,,,,,,CEO,,Barra,Mary,FEMALE,37045V10,GM,3711
,50504,GENERAL MOTORS CO,,1000,0,8102.224,1000,8102.224,3689.059,3840.462,8102.224,5426.787,44.578,44.578,65.526,65.526,55.575,75.008,17.219,,5073,2015,,,,,,,,,"Stevens, III",Charles,MALE,37045V10,GM,3711
,50506,GENERAL MOTORS CO,,1100,0,10199.136,1100,10199.136,4537.596,3662.075,10199.136,6639.641,29.991,29.991,7.611,7.611,36.177,10.834,-27.847,,5073,2015,,,,,,,,,Reuss,Mark,MALE,37045V10,GM,3711
,52476,GENERAL MOTORS CO,,583.333,500,8439.819,1083.333,8439.819,2173.397,2117.734,8439.819,6648.439,,,,,,,,,5073,2015,,,,,,,,,Glidden,Craig,MALE,37045V10,GM,3711
,45902,GENERAL MOTORS CO,,1450,0,10223.984,1450,10223.984,7232.037,13016.716,10223.984,10223.984,20.833,20.833,-13.357,-13.357,40.426,-13.357,34.306,,5073,2016,,,,,,,,,Ammann,Daniel,MALE,37045V10,GM,3711
,47522,GENERAL MOTORS CO,CEO,2000,0,22582.059,2000,22582.059,12071.052,28924.495,22400.282,22400.282,14.286,14.286,-21.01,-21.01,52.839,-21.613,28.666,,5073,2016,1/15/14,,,,,,CEO,,Barra,Mary,FEMALE,37045V10,GM,3711
,50504,GENERAL MOTORS CO,,1100,0,7603.085,1100,7603.085,5017.301,8351.288,7467.939,7467.939,10,10,-6.161,-6.161,36.005,-7.829,37.613,,5073,2016,,,,,,,,,"Stevens, III",Charles,MALE,37045V10,GM,3711
,50506,GENERAL MOTORS CO,,1200,0,8412.661,1200,8412.661,5989.857,11018.36,8277.884,8277.884,9.091,9.091,-17.516,-17.516,32.005,-18.837,24.674,,5073,2016,,,,,,,,,Reuss,Mark,MALE,37045V10,GM,3711
,54611,GENERAL MOTORS CO,,950,0,6415.164,950,6415.164,4561.904,8224.907,6282.013,6282.013,,,,,,,,,5073,2016,,,,,,,,,Batey,Alan,MALE,37045V10,GM,3711
,45902,GENERAL MOTORS CO,,1450,0,9258.318,1450,9258.318,12151.843,12351.052,9258.318,8023.94,0,0,-9.445,-9.445,68.028,-9.445,-21.518,,5073,2017,,,,,,,,,Ammann,Daniel,MALE,37045V10,GM,3711
,47522,GENERAL MOTORS CO,CEO,2100,0,21958.048,2100,21958.048,25922.811,30738.956,21905.256,18655.253,5,5,-2.763,-2.763,114.752,-2.21,-16.719,,5073,2017,1/15/14,,,,,,CEO,,Barra,Mary,FEMALE,37045V10,GM,3711
,48719,GENERAL MOTORS CO,,916.936,2000,6888.039,2916.936,6888.039,10806.127,0,6761.243,6975.831,,,,,,,,,5073,2017,,,,,,,,,"Neumann, Ph.D.",Karl-Thomas,MALE,37045V10,GM,3711
,50504,GENERAL MOTORS CO,,1100,0,7101.039,1100,7101.039,10848.402,8453.741,7046.925,9393.901,0,0,-6.603,-6.603,116.22,-5.638,25.79,,5073,2017,,,,,,,,,"Stevens, III",Charles,MALE,37045V10,GM,3711
,50506,GENERAL MOTORS CO,,1200,0,7726.508,1200,7726.508,13623.559,10420.931,7672.118,7881.825,0,0,-8.156,-8.156,127.444,-7.318,-4.785,,5073,2017,,,,,,,,,Reuss,Mark,MALE,37045V10,GM,3711
,54611,GENERAL MOTORS CO,,1025,0,5975.128,1025,5975.128,9474.61,7853.577,5658.527,6558.803,7.895,7.895,-6.859,-6.859,107.69,-9.925,4.406,,5073,2017,,,,,,,,,Batey,Alan,MALE,37045V10,GM,3711
,45902,GENERAL MOTORS CO,,1450,0,8971.881,1450,8971.881,12171.513,11555.944,8971.881,7737.498,0,0,-3.094,-3.094,0.162,-3.094,-3.57,,5073,2018,,,,,,,,,Ammann,Daniel,MALE,37045V10,GM,3711
,47522,GENERAL MOTORS CO,CEO,2100,0,21870.45,2100,21870.45,7363.684,0,21870.45,18445.444,0,0,-0.399,-0.399,-71.594,-0.159,-1.125,,5073,2018,1/15/14,,,,,,CEO,,Barra,Mary,FEMALE,37045V10,GM,3711
,50504,GENERAL MOTORS CO,,1100,0,6939.18,1100,6939.18,8117.41,0,6939.18,5932.928,0,0,-2.279,-2.279,-25.174,-1.529,-36.843,,5073,2018,,,,,,,,,"Stevens, III",Charles,MALE,37045V10,GM,3711
,50506,GENERAL MOTORS CO,,1200,0,7356.09,1200,7356.09,11966.189,9606.481,7356.09,8090.346,0,0,-4.794,-4.794,-12.165,-4.119,2.646,,5073,2018,,,,,,,,,Reuss,Mark,MALE,37045V10,GM,3711
,54611,GENERAL MOTORS CO,,1025,0,5340.52,1025,5340.52,9290.627,7180.242,5340.52,6427.695,0,0,-10.621,-10.621,-1.942,-5.62,-1.999,,5073,2018,,,,,,,,,Batey,Alan,MALE,37045V10,GM,3711
,61596,GENERAL MOTORS CO,,668.1,0,5506.09,668.1,5506.09,2877.629,3685.603,5506.09,4709.827,,,,,,,,,5073,2018,,,,,,,,,"Suryadevara, CFA",Dhivya,FEMALE,37045V10,GM,3711
,47522,GENERAL MOTORS CO,CEO,2100,0,21630.867,2100,21630.867,30081.171,25304.677,21327.881,17802.881,0,0,-1.095,-1.095,308.507,-2.481,-3.484,,5073,2019,1/15/14,,,,,,CEO,,Barra,Mary,FEMALE,37045V10,GM,3711
,50506,GENERAL MOTORS CO,,1200,0,8182.247,1200,8182.247,11529.758,8608.784,7931.759,8177.496,0,0,11.231,11.231,-3.647,7.826,1.077,,5073,2019,,,,,,,,,Reuss,Mark,MALE,37045V10,GM,3711
,52476,GENERAL MOTORS CO,,775,0,4282.832,775,4282.832,5968.886,5237.602,4282.832,3681.279,,,,,,,,,5073,2019,,,,,,,,,Glidden,Craig,MALE,37045V10,GM,3711
,54611,GENERAL MOTORS CO,,1025,0,5318.033,1025,5318.033,7334.032,0,4964.45,4291.025,0,0,-0.421,-0.421,-21.06,-7.042,-33.242,,5073,2019,,,,,,,,,Batey,Alan,MALE,37045V10,GM,3711
,61596,GENERAL MOTORS CO,,1000,0,6767.557,1000,6767.557,3408.877,3736.956,6764.667,5702.164,49.678,49.678,22.91,22.91,18.461,22.858,21.07,,5073,2019,,,,,,,,,"Suryadevara, CFA",Dhivya,FEMALE,37045V10,GM,3711
,64129,GENERAL MOTORS CO,,800,0,5146.284,800,5146.284,4242.679,4268.56,5146.284,4346.281,,,,,,,,,5073,2019,,,,,,,,,"Engle, II",Barry,MALE,37045V10,GM,3711
,2469,MICROSOFT CORP,CEO,670,670,1351.121,1340,1351.121,1351.121,0,1351.121,1351.121,0.626,5.859,5.835,5.835,5.835,5.835,5.835,,12141,2010,1/1/00,,,2/4/14,,,,,Ballmer,Steven,MALE,59491810,MSFT,7372
,34408,MICROSOFT CORP,,347.689,0,5469.104,347.689,5469.104,4016.561,0,5469.104,5469.104,-38.097,-69.941,23.366,128.651,6.492,128.651,128.651,,12141,2010,,9/8/05,,,,,,,Liddell,Christopher,MALE,59491810,MSFT,7372
,38264,MICROSOFT CORP,,645,1400,7354.016,2045,7354.016,7593.82,0,7354.016,9740.436,0.519,16.083,2.849,70.305,-3.198,70.305,88.249,,12141,2010,,,,,,,,,Bach,Robert,MALE,59491810,MSFT,7372
,38265,MICROSOFT CORP,,645,1344,7302.736,1989,7302.736,4597.146,0,7302.736,7302.736,0.519,-42.872,-49.259,-29.677,-53.473,-29.677,-29.677,,12141,2010,,,,,,,,,Elop,Stephen,MALE,59491810,MSFT,7372
,42927,MICROSOFT CORP,,437.508,555,3643.316,992.508,3643.316,1781.06,0,3643.316,3647.584,,,,,,,,,12141,2010,,,,,,,,,Klein,Peter,MALE,59491810,MSFT,7372
,60499,MICROSOFT CORP,,645,1960,7914.509,2605,2614.79,5998.523,0,2614.79,2614.79,0.519,63.458,13.346,63.037,-50.455,63.037,63.037,,12141,2010,,,,,,,,,Turner,Brian,MALE,59491810,MSFT,7372
,2469,MICROSOFT CORP,CEO,682.5,682.5,1376.915,1365,1376.915,1376.915,0,1376.915,1376.915,1.866,1.866,1.909,1.909,1.909,1.909,1.909,,12141,2011,1/1/00,,,2/4/14,,,,,Ballmer,Steven,MALE,59491810,MSFT,7372
,42927,MICROSOFT CORP,,525,720,3521.687,1245,3521.687,2661.688,0,3521.687,3521.687,19.998,25.44,-3.338,-3.338,49.444,-3.338,-3.452,,12141,2011,,,,,,,,,Klein,Peter,MALE,59491810,MSFT,7372
,44739,MICROSOFT CORP,,649.167,1260,7207.758,1909.167,7207.758,8053.16,0,7207.758,9730.347,,,,,,,,,12141,2011,,,,,,,,,Sinofsky,Steven,MALE,59491810,MSFT,7372
,44740,MICROSOFT CORP,,603.333,1450,6219.249,2053.333,6219.249,3926.853,0,6219.249,6690.964,,,,,,,,,12141,2011,,,,,,,,,DelBene,Kurt,MALE,59491810,MSFT,7372
,60499,MICROSOFT CORP,,732.5,1925,9277.141,2657.5,2667.037,9880.108,0,2667.037,2667.037,13.566,2.015,17.217,1.998,64.709,1.998,1.998,,12141,2011,,,,,,,,,Turner,Brian,MALE,59491810,MSFT,7372
,2469,MICROSOFT CORP,CEO,685,620,1318.128,1305,1318.128,1318.128,0,1318.128,1318.128,0.366,-4.396,-4.269,-4.269,-4.269,-4.269,-4.269,,12141,2012,1/1/00,,,2/4/14,,,,,Ballmer,Steven,MALE,59491810,MSFT,7372
,42927,MICROSOFT CORP,,580,950,5108.836,1530,5108.836,3577.297,0,5108.836,5108.836,10.476,22.892,45.068,45.068,34.4,45.068,45.068,,12141,2012,,,,,,,,,Klein,Peter,MALE,59491810,MSFT,7372
,44739,MICROSOFT CORP,,658.333,1530,8583.732,2188.333,8583.732,10149.107,0,8583.732,11963.482,1.412,14.622,19.09,19.09,26.026,19.09,22.95,,12141,2012,,,,,,,,,Sinofsky,Steven,MALE,59491810,MSFT,7372
,44740,MICROSOFT CORP,,638.333,1812.5,7906.725,2450.833,7906.725,5888.104,0,7906.725,8601.563,5.801,19.359,27.133,27.133,49.945,27.133,28.555,,12141,2012,,,,,,,,,DelBene,Kurt,MALE,59491810,MSFT,7372
,60499,MICROSOFT CORP,,762.5,2400,10683.671,3162.5,3172.521,10022.506,0,3172.521,3172.521,4.096,19.003,15.161,18.953,1.441,18.953,18.953,,12141,2012,,,,,,,,,Turner,Brian,MALE,59491810,MSFT,7372
,2469,MICROSOFT CORP,CEO,697.5,550,1261.218,1247.5,1261.218,1261.218,0,1261.218,1261.218,1.825,-4.406,-4.317,-4.317,-4.317,-4.317,-4.317,,12141,2013,1/1/00,,,2/4/14,,,,,Ballmer,Steven,MALE,59491810,MSFT,7372
,42927,MICROSOFT CORP,,598.333,0,4152.476,598.333,4152.476,3582.76,0,4152.476,4152.476,3.161,-60.893,-18.72,-18.72,0.153,-18.72,-18.72,,12141,2013,,,,,,,,,Klein,Peter,MALE,59491810,MSFT,7372
,44740,MICROSOFT CORP,,669.167,1505.625,7592.445,2174.792,7592.445,6649.413,0,7592.445,7592.445,4.83,-11.263,-3.975,-3.975,12.93,-3.975,-11.732,,12141,2013,,,,,,,,,DelBene,Kurt,MALE,59491810,MSFT,7372
3,47865,MICROSOFT CORP,,365.954,457.443,7460.569,823.397,8506.486,2338.036,0,8506.486,8542.736,,,,,,,,,12141,2013,,,,,,,,,Hood,Amy,FEMALE,59491810,MSFT,7372
1,47866,MICROSOFT CORP,,669.167,1580.906,7668.952,2250.073,7668.952,7220.123,0,7668.952,7668.952,,,,,,,,,12141,2013,2/4/14,,,,,,CEO,,Nadella,Satya,MALE,59491810,MSFT,7372
,60499,MICROSOFT CORP,,777.5,2138.125,10383.613,2915.625,2926.109,11264.761,0,2926.109,2926.109,1.967,-7.806,-2.809,-7.767,12.395,-7.767,-7.767,,12141,2013,,,,,,,,,Turner,Brian,MALE,59491810,MSFT,7372
,2469,MICROSOFT CORP,CEO,417.083,0,483.584,417.083,520.042,483.584,0,520.042,520.042,-40.203,-66.566,-61.657,-58.767,-61.657,-58.767,-58.767,,12141,2014,1/1/00,,,2/4/14,,,,,Ballmer,Steven,MALE,59491810,MSFT,7372
,47865,MICROSOFT CORP,,603.333,1583.75,10463.058,2187.083,10463.058,6055.209,5976.815,10463.058,10463.058,64.866,165.617,40.245,23.001,158.987,23.001,22.479,,12141,2014,,,,,,,,,Hood,Amy,FEMALE,59491810,MSFT,7372
,47866,MICROSOFT CORP,,918.917,3600,84308.755,4518.917,84308.755,10363.969,17369.114,84308.755,84308.755,37.323,100.834,999.352,999.352,43.543,999.352,999.352,,12141,2014,2/4/14,,,,,,CEO,,Nadella,Satya,MALE,59491810,MSFT,7372
,49604,MICROSOFT CORP,,573.939,2004.394,17136.686,2578.333,17136.687,6866.743,5392.165,17136.687,17136.687,,,,,,,,,12141,2014,,,,,,,,,"Shum, Ph.D.",Heung Yeung,MALE,59491810,MSFT,7372
4,49605,MICROSOFT CORP,,641.667,1925,16964.803,2566.667,16964.804,7899.497,8582.103,16964.804,16964.804,,,,,,,,,12141,2014,,,,,,,,,"Smith, LCA",Bradford,MALE,59491810,MSFT,7372
,60499,MICROSOFT CORP,,796.667,2848.083,22719.276,3644.75,3655.407,18060.842,21828.299,3655.407,3655.407,2.465,25.008,118.799,24.924,60.33,24.924,24.924,,12141,2014,,,,,,,,,Turner,Brian,MALE,59491810,MSFT,7372
,47865,MICROSOFT CORP,,675.985,1978,8754.963,2653.985,8754.963,9399.787,7655.977,8754.963,8754.963,12.042,21.348,-16.325,-16.325,55.235,-16.325,-16.325,,12141,2015,,,,,,,,,Hood,Amy,FEMALE,59491810,MSFT,7372
,47866,MICROSOFT CORP,CEO,1200,4320,18294.27,5520,18294.27,14439.348,20573.214,18294.27,18294.27,30.589,22.153,-78.301,-78.301,39.323,-78.301,-78.301,,12141,2015,2/4/14,,,,,,CEO,,Nadella,Satya,MALE,59491810,MSFT,7372
,49605,MICROSOFT CORP,,650,1300,6800.682,1950,6800.682,8904.822,4271.366,6800.682,6800.682,1.299,-24.026,-59.913,-59.913,12.726,-59.913,-59.913,,12141,2015,,,,,,,,,"Smith, LCA",Bradford,MALE,59491810,MSFT,7372
,51594,MICROSOFT CORP,,539.204,3795,14533.595,4334.204,14533.595,7294.778,4271.366,14533.595,14533.595,,,,,,,,,12141,2015,,,,,,,,,Johnson,Margaret,FEMALE,59491810,MSFT,7372
,60499,MICROSOFT CORP,,800,2200,12195.414,3000,3011.171,20628.452,22326.844,3011.171,3011.171,0.418,-17.69,-46.321,-17.624,14.216,-17.624,-17.624,,12141,2015,,,,,,,,,Turner,Brian,MALE,59491810,MSFT,7372
,47865,MICROSOFT CORP,,731.25,2304,10374.63,3035.25,10374.63,10687.688,13816.99,10374.63,10374.63,8.175,14.366,18.5,18.5,13.701,18.5,18.5,,12141,2016,,,,,,,,,Hood,Amy,FEMALE,59491810,MSFT,7372
,47866,MICROSOFT CORP,CEO,1200,4464,17692.031,5664,17692.031,20909.715,36085.569,17692.031,17692.031,0,2.609,-3.292,-3.292,44.811,-3.292,-3.292,,12141,2016,2/4/14,,,,,,CEO,,Nadella,Satya,MALE,59491810,MSFT,7372
,49605,MICROSOFT CORP,,704.167,1972,8610.612,2676.167,8610.612,12222.63,10641.925,8610.612,8610.612,8.333,37.239,26.614,26.614,37.259,26.614,26.614,,12141,2016,,,,,,,,,"Smith, LCA",Bradford,MALE,59491810,MSFT,7372
,51594,MICROSOFT CORP,,704.167,1909,6716.49,2613.167,6716.491,5562.819,8206.898,6716.491,6716.491,30.594,-39.708,-53.786,-53.786,-23.742,-53.786,-53.786,,12141,2016,,,,,,,,,Johnson,Margaret,FEMALE,59491810,MSFT,7372
,60499,MICROSOFT CORP,,866.667,2384,12956.75,3250.667,12956.75,20391.575,28426.37,12956.75,12956.75,8.333,8.356,6.243,330.289,-1.148,330.289,330.289,,12141,2016,,,,,,,,,Turner,Brian,MALE,59491810,MSFT,7372
,47865,MICROSOFT CORP,,852.917,0,11582.144,852.917,11582.144,14402.355,21528.797,11582.144,11582.144,16.638,-71.9,11.639,11.639,34.757,11.639,11.639,,12141,2017,,,,,,,,,Hood,Amy,FEMALE,59491810,MSFT,7372
,47866,MICROSOFT CORP,CEO,1450,0,20014.152,1450,20014.152,29705.719,0,20014.152,20014.152,20.833,-74.4,13.125,13.125,42.067,13.125,13.125,,12141,2017,2/4/14,,,,,,CEO,,Nadella,Satya,MALE,59491810,MSFT,7372
,49605,MICROSOFT CORP,,785.833,0,10319.735,785.833,10319.735,16252.166,27419.53,10319.735,10319.735,11.598,-70.636,19.849,19.849,32.968,19.849,19.849,,12141,2017,,,,,,,,,"Smith, LCA",Bradford,MALE,59491810,MSFT,7372
,51594,MICROSOFT CORP,,715,0,6880.955,715,6880.955,7233.376,11275.183,6880.955,6880.955,1.538,-72.639,2.449,2.449,30.031,2.449,2.449,,12141,2017,,,,,,,,,Johnson,Margaret,FEMALE,59491810,MSFT,7372
,55612,MICROSOFT CORP,,751.054,0,18294.616,751.054,18294.616,11239.101,13922.968,18294.616,18294.616,,,,,,,,,12141,2017,,,,,,,,,Courtois,Jean-Philippe,MALE,59491810,MSFT,7372
,47865,MICROSOFT CORP,,875,0,14924.457,875,14924.456,17194.121,31542.629,14924.456,14924.456,2.589,2.589,28.857,28.857,19.384,28.857,28.857,,12141,2018,,,,,,,,,Hood,Amy,FEMALE,59491810,MSFT,7372
,47866,MICROSOFT CORP,CEO,1500,0,25843.263,1500,25843.263,34874.21,97913.671,25843.263,25843.263,3.448,3.448,29.125,29.125,17.399,29.125,29.125,,12141,2018,2/4/14,,,,,,CEO,,Nadella,Satya,MALE,59491810,MSFT,7372
,49605,MICROSOFT CORP,,800,0,13511.623,800,13511.623,19039.154,38914.769,13511.623,13511.623,1.803,1.803,30.93,30.93,17.148,30.93,30.93,,12141,2018,,,,,,,,,"Smith, LCA",Bradford,MALE,59491810,MSFT,7372
,51594,MICROSOFT CORP,,715,0,8758.015,715,8758.015,7584.561,19687.33,8758.015,8758.015,0,0,27.279,27.279,4.855,27.279,27.279,,12141,2018,,,,,,,,,Johnson,Margaret,FEMALE,59491810,MSFT,7372
,55612,MICROSOFT CORP,,833,0,11126.249,833,11126.25,13903.141,21904.382,11126.25,11126.25,10.911,10.911,-39.183,-39.183,23.703,-39.183,-39.183,,12141,2018,,,,,,,,,Courtois,Jean-Philippe,MALE,59491810,MSFT,7372
,47865,MICROSOFT CORP,,958.333,0,20227.634,958.333,20227.633,43508.949,33784.836,20227.633,20227.633,9.524,9.524,35.533,35.533,153.045,35.533,35.533,,12141,2019,,,,,,,,,Hood,Amy,FEMALE,59491810,MSFT,7372
,47866,MICROSOFT CORP,CEO,2333.333,0,42910.215,2333.333,42910.215,191751.389,96811.443,42910.215,42910.215,55.556,55.556,66.04,66.04,449.837,66.04,66.04,,12141,2019,2/4/14,,,,,,CEO,,Nadella,Satya,MALE,59491810,MSFT,7372
,49605,MICROSOFT CORP,,850,0,17372.997,850,17372.997,46481.183,33227.724,17372.997,17372.997,6.25,6.25,28.578,28.578,144.135,28.578,28.578,,12141,2019,,,,,,,,,"Smith, LCA",Bradford,MALE,59491810,MSFT,7372
,51594,MICROSOFT CORP,,715,0,10432.649,715,10432.649,28383.061,18090.259,10432.649,10432.649,0,0,19.121,19.121,274.222,19.121,19.121,,12141,2019,,,,,,,,,Johnson,Margaret,FEMALE,59491810,MSFT,7372
,55612,MICROSOFT CORP,,798,0,15084.754,798,15084.754,16493.923,29716.897,15084.754,15084.754,-4.202,-4.202,35.578,35.578,18.635,35.578,35.578,,12141,2019,,,,,,,,,Courtois,Jean-Philippe,MALE,59491810,MSFT,7372
