PCOMMFEES,PEXECDIRPD,PDIRPENSN,ANNDIRRET,DIRMTGFEE,NUMMTGS,DIRSTK,DIRSTKAD,DIROPT,DIROPTAD,SALES,SALECHG,SALE3LS,SALE5LS,OIBD,OIBDCHG,OIBD3LS,OIBD5LS,PRETAX,NIBEX,NI,NICHG,NI3LS,NI5LS,NIAC,EPSEX,EPSEXCHG,EPSEX3LS,EPSEX5LS,EPSIN,EPSINCHG,COMMEQ,SEQ,ROEPER,ROEAVG,ASSETS,ASSETCHG,ROA,MKTVAL,DIVYIELD,PRCCF,PRCC,SHRSOUT,TRS1YR,TRS3YR,TRS5YR,EMPL,AJEX,BS_VOLATILITY,BS_YIELD,SRCDATE,GVKEY,YEAR,FYR,NAICS,CONAME,CUSIP,TICKER,SIC
1,0,0,10,0.75,7,0,0,,0,586.639,6.829,-2.216,-0.625,21.917,331.692,-17.765,-23.873,11.532,7.15,7.15,8.547,-32.055,-32.106,7.15,0.24,140,-27.887,-29.622,0.24,14.286,71.79,71.79,9.96,9.406,312.94,-4.377,2.285,451.14,1.333,15,15,1.749,-13.218,-7.068,-6.088,9.35,17.085937498,0.175,2.907,2000-03-24,009225,1999,12,,ROLLINS INC,77571110,ROL,7340
1,0,0,10,0.75,4,0,0,,0,649.558,10.725,6.44,0.922,33.374,52.274,,-15.683,15.403,9.55,9.55,33.566,,-24.634,9.55,0.32,33.333,,-21.882,0.32,33.333,78.599,78.599,12.15,12.7,298.819,-4.512,3.196,602.597,0.997,20.063,20.063,1.758,35.5,1.398,0.211,9,17.085937498,0.231,2.384,2001-03-19,009225,2000,12,,ROLLINS INC,77571110,ROL,7340
1,0,0,10,1,4,0,0,,0,652.286,0.42,5.906,0.78,47.42,42.087,110.596,3.769,27.326,16.942,16.942,77.403,74.709,-5.762,16.942,0.56,75,77.581,-2.635,0.56,75,85.498,85.498,19.816,20.649,296.559,-0.756,5.713,601.28,1,20,20,1.76,0.708,5.798,1.836,8,17.085937498,0.276,1.729,2002-03-18,009225,2001,12,,ROLLINS INC,77571110,ROL,7340
1,0,0,10,1,4,0,0,,0,665.425,2.014,4.29,4.318,65.165,37.421,43.795,,43.726,27.11,27.11,60.017,55.934,,27.11,0.9,60.714,55.362,,0.9,60.714,90.69,90.69,29.893,30.774,317.407,7.03,8.541,759.581,0.786,25.45,25.45,1.748,28.469,20.578,6.167,7.6,17.085937498,0.284,1.11,2003-03-17,009225,2002,12,,ROLLINS INC,77571110,ROL,7340
1,0,0,12,1,4,0,0,,0,677.013,1.741,1.39,4.276,78.077,19.814,32.751,72.736,60.03,35.761,35.761,31.911,55.287,62.285,35.761,0.79,31.667,54.712,63.962,0.79,31.667,138.774,138.774,25.769,31.169,349.904,10.238,10.22,1017.276,0.887,22.55,22.55,3.964,34.219,20.197,15.348,7.3,11.390624999,0.309,0.928,2004-03-19,009225,2003,12,,ROLLINS INC,77571110,ROL,7340
1,0,0,16,1,5,0,0,,0,750.884,10.911,4.804,5.061,96.657,23.797,26.792,34.552,98.712,58.259,52.055,45.564,50.938,52.129,52.055,1.28,62.025,50.789,51.572,1.14,44.304,167.549,167.549,34.771,38.038,418.78,19.684,13.912,1202.034,0.912,26.32,26.32,4.009,17.896,26.679,22.638,7.8,11.390624999,0.317,0.891,2005-03-30,009225,2004,12,,ROLLINS INC,77571110,ROL,7340
1,0,0,16,1,4,0,0,,0,802.417,6.863,6.439,4.317,105.494,9.143,17.419,25.882,87.955,52.773,52.773,1.379,24.861,40.761,52.773,0.78,-8.594,24.933,40.548,0.78,2.632,176.951,176.951,29.824,30.637,439.637,4.98,12.004,1346.449,1.015,19.71,19.71,8.956,13.501,21.555,18.368,8,7.5937500002,0.274,0.862,2006-04-04,009225,2005,12,,ROLLINS INC,77571110,ROL,7340
1,0,0,16,0,5,0,0,,0,1043.062,12.596,12.454,13.069,78.289,17.724,6.273,18.064,56.707,34.024,34.024,22.759,4.471,24.133,34.024,1.32,16.814,1.833,26.345,1.32,16.814,209.595,209.595,16.233,18.284,419.87,17.384,8.103,563.325,0,22.125,20,0.796,2.907,22.622,26.799,8.156,32,0.581,0,1993-04-30,009248,1992,1,448140,ROSS STORES INC,77829610,ROST,5651
1,0,0,17,0,5,0,0,,0,1122.033,7.571,12.014,12.365,71.739,-8.366,15.934,7.244,48.873,29.324,29.324,-13.814,20.776,2.24,29.324,1.14,-13.636,16.553,3.282,1.14,-13.636,228.222,228.222,12.849,13.396,437.371,4.168,6.705,327.209,0,13.25,13,0.772,-40.113,28.463,3.327,8.949,32,0.57,0,1994-05-02,009248,1993,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,23,1,5,0,0,,0,1262.544,12.523,10.871,11.474,78.502,9.427,5.685,3.775,61.369,36.821,36.821,25.566,9.931,4.294,36.821,1.49,30.702,9.657,3.575,1.49,30.702,254.551,254.551,14.465,15.254,506.241,15.746,7.273,262.655,1.86,10.75,11.25,0.764,-17.68,-20.244,-1.891,10.516,32,0.551,0,1995-04-25,009248,1994,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,24,1,5,0,0,1,0,1426.397,12.978,10.997,12.308,101.891,29.794,9.18,17.22,72.121,43.272,43.272,17.52,8.345,21.056,43.272,1.75,17.45,9.855,19.438,1.75,17.45,291.516,291.516,14.844,15.849,541.152,6.896,7.996,492.02,1.2,20,19.125,0.769,89.325,-2.273,27.002,11.935,32,0.476,0.62,1996-04-24,009248,1995,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,25,1,6,0,0,1,4,1689.81,18.467,14.624,12.774,163.235,60.206,31.528,19.673,134.841,80.905,80.905,86.968,40.255,23.894,80.905,3.16,80.571,40.473,22.835,3.16,80.571,328.843,328.843,24.603,26.083,659.478,21.866,12.268,1011.306,0.683,41,50,0.771,106.675,47.684,14.698,14.853,32,0.48,1.02,1997-06-09,009248,1996,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,27,1,7,0,0,1,4,1988.692,17.687,16.352,13.776,226.475,38.742,42.357,23.67,195.789,117.474,117.474,45.2,47.214,28.124,117.474,2.4,51.899,47.69,29.459,2.4,51.899,380.681,380.681,30.859,33.113,737.953,11.9,15.919,1557.303,0.554,32.5,36.375,2.995,59.443,84.091,25.195,17.039,16,0.451,1.248,1998-04-24,009248,1997,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,28,1,5,0,0,1,4,2182.361,9.739,15.229,14.231,257.188,13.561,36.156,29.092,219.415,133.843,133.843,13.934,45.701,35.48,133.843,2.85,18.75,48.233,37.973,2.85,18.75,424.703,424.703,31.514,33.237,870.306,17.935,15.379,1820.239,0.557,39.5,39.375,2.891,22.25,59.116,44.401,20.081,16,0.428,0.812,1999-05-08,009248,1998,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,29,1,6,0,0,4,16,2468.638,13.118,13.468,14.352,293.474,14.109,21.596,30.178,246.479,150.106,150.106,12.151,22.878,32.453,150.106,1.66,16.491,28.084,34.833,1.66,16.491,473.431,473.431,31.706,33.426,947.678,8.89,15.839,1128.923,1.02,12.75,17.938,11.097,-35.042,8.184,37.72,20.7,8,0.409,0.598,2000-05-08,009248,1999,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,30,1,5,0,0,4,16,2709.039,9.738,10.853,13.688,297.029,1.211,9.461,23.86,249.186,151.754,151.754,1.098,8.91,28.525,151.754,1.84,10.843,15.313,33.281,1.84,10.843,467.547,467.547,32.457,32.255,975.047,2.888,15.564,1897.87,0.656,22.875,16.875,10.066,80.996,12.854,36.486,19.786,8,0.494,0.71,2001-04-30,009248,2000,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,31,1,5,0,0,4,16,2986.596,10.246,11.024,12.064,307.654,3.577,6.154,13.514,254.589,155.045,155.045,2.169,5.024,13.893,155.045,1.94,5.435,10.831,19.684,1.94,5.435,544.455,544.455,28.477,30.641,1082.725,11.043,14.32,2888.962,0.351,36.33,32.08,9.87,59.583,23.338,29.607,21,8,0.473,0.744,2002-04-25,009248,2001,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,32,1,5,0,0,4,1,3531.349,18.24,12.675,12.169,383.95,24.799,9.371,11.135,330.342,201.178,201.178,29.755,10.254,11.36,201.178,2.58,32.99,15.834,16.543,2.58,32.99,643.188,643.188,31.278,33.879,1361.345,25.733,14.778,3025.225,0.487,39.01,42.39,9.686,7.906,46.072,19.872,22.511,8,0.459,0.675,2003-04-23,009248,2002,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,33,1,5,0,0,8,0,3920.583,11.022,13.113,12.431,436.589,13.71,13.699,11.164,374.551,228.102,228.102,13.383,14.55,11.252,228.102,1.5,16.279,17.698,16.054,1.5,16.279,755.419,755.419,30.195,32.618,1657.21,21.733,13.764,4211.366,0.413,27.85,26.46,37.802,43.543,35.209,23.784,26.59,4,0.434,0.498,2004-04-15,009248,2003,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,34,1,7,0,0,8,0,4239.99,8.147,12.39,11.425,375.718,-13.942,6.889,5.065,278.985,169.902,169.902,-25.515,3.097,2.509,169.902,1.15,-23.333,5.838,6.739,1.15,-23.333,765.569,765.569,22.193,22.341,1735.999,4.754,9.787,4201.101,0.594,28.62,28.87,36.679,3.424,17.008,35.85,30.092,4,0.441,0.417,2005-04-14,009248,2004,1,,ROSS STORES INC,77829610,ROST,5651
1,0,0,35,1,5,0,0,8,0,4944.179,16.608,11.871,12.786,419.144,11.558,2.967,7.13,328.342,199.632,199.632,17.498,-0.257,5.637,199.632,1.38,20,2.273,8.447,1.38,20,836.172,836.172,23.875,24.927,1938.738,11.679,10.297,4119.333,0.737,28.5,28.9,36.028,0.34,14.207,20.732,33.168,4,0.318,0.498,2006-04-17,009248,2005,1,,ROSS STORES INC,77829610,ROST,5651
0,0,0,30,0,4,0,0,,0,6331.509,3.032,10.552,7.54,1372.451,1.099,12.589,12.432,747.971,661.603,661.603,-18.887,16.359,5.653,661.603,2.75,-19.591,15.821,8.725,2.75,-19.591,4230.806,4230.806,15.638,16.369,7006.705,2.235,9.442,13844.997,2.096,57.25,57.25,60.459,-6.445,7.313,17.616,51,4,0.228,2.147,1993-03-11,009465,1992,12,213112,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,30,0,4,0,0,,0,6705.466,5.906,8.114,6.368,1372.631,0.013,5.254,6.595,663.882,582.763,334.763,-49.401,0.724,5.127,334.763,2.4,-12.727,0,6.89,1.37,-50.182,4406.34,4406.34,13.226,13.494,7916.947,12.991,7.361,14399.835,2.03,59.125,59.125,60.887,5.268,2.63,15.056,48,4,0.219,2.031,1994-03-10,009465,1993,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,30,0,4,0,0,,0,6696.845,-0.129,2.907,7.402,1318.902,-3.914,-0.958,6.523,617.472,536.077,536.077,60.136,-13.056,5.004,536.077,2.21,-7.917,-13.545,4.54,2.21,61.314,4582.954,4582.954,11.697,11.927,8322.099,5.118,6.442,12202.437,2.382,50.375,50.375,60.558,-12.932,-4.997,2.523,48,4,0.222,2.017,1995-03-09,009465,1994,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,30,0,4,0,0,,0,7621.694,13.81,6.377,7.511,1520.458,15.282,3.473,5.251,770.374,649.157,649.157,21.094,-0.631,2.625,649.157,2.69,21.719,-0.733,2.308,2.69,21.719,4964.017,4964.017,13.077,13.599,8910.1,7.066,7.286,16837.307,2.058,69.25,69.25,60.785,40.556,8.81,5.756,51,4,0.206,2.169,1996-03-08,009465,1995,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,40,0,4,0,0,,0,8956.15,17.509,10.128,7.825,1877.402,23.476,11.003,6.699,675.806,851.483,851.483,31.167,13.474,0.864,851.483,3.47,28.996,13.077,0.291,3.47,28.996,5626.38,5626.38,15.134,16.08,10325.051,15.88,8.247,24622.883,1.502,99.875,99.875,61.634,46.813,21.569,12.09,57,4,0.192,2.156,1997-03-07,009465,1996,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,40,0,5,0,0,,0,10647.59,18.886,16.715,10.955,2553.367,36.005,24.633,13.22,1668.347,1295.697,1295.697,52.169,34.202,14.388,1295.697,2.62,51.009,33.346,13.763,2.62,51.009,6694.924,6694.924,19.353,21.032,12096.731,17.159,10.711,40091.898,0.932,80.5,80.5,249.018,63.052,49.847,25.262,63.5,2,0.211,1.981,1998-03-06,009465,1997,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,40,0,4,0,0,,0,11815.553,10.969,15.736,11.997,2795.278,9.474,22.504,15.285,1322.873,1014.199,1014.199,-21.726,16.036,11.719,1014.199,1.87,-28.626,11.611,9.278,1.87,-28.626,8119.075,8119.075,12.492,13.692,16077.929,32.911,6.308,25316.02,1.617,46.375,46.375,273.067,-41.627,11.798,11.327,64,2,0.291,1.497,1999-03-10,009465,1998,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,40,0,5,0,0,,0,8394.947,-28.95,-2.134,4.624,1459.302,-47.794,-8.055,2.044,470.106,329.334,366.694,-63.844,-27.14,-9.284,366.694,0.6,-67.914,-29.809,-11.497,0.67,-64.171,7721.028,7721.028,4.265,4.158,15081.192,-6.199,2.184,30859.995,1.336,56.125,56.125,282.966,36.431,9.098,21.791,55,2,0.303,1.35,2000-03-08,009465,1999,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,40,0,5,0,0,,0,9611.462,14.491,-3.355,4.748,1840.507,26.122,-10.338,3.895,969.681,734.596,734.596,100.329,-17.235,2.504,734.596,1.29,115,-21.036,-0.832,1.29,92.537,8295.216,8295.216,8.856,9.173,17172.731,13.869,4.278,45489.154,0.938,79.938,79.938,286.363,43.811,4.626,22.349,60,2,0.348,1.295,2001-03-07,009465,2000,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,40,0,5,0.5,0,,0,13745.806,43.015,5.173,8.946,2598.624,41.191,-2.402,6.718,1126.186,522.217,522.217,-28.911,-19.849,-9.315,522.217,0.91,-29.457,-21.344,-12.108,0.91,-29.457,8378.481,8378.481,6.233,6.264,22326.367,30.011,2.339,31635.814,1.365,54.95,54.95,287.945,-30.309,10.992,5.41,81,2,0.373,1.297,2002-03-06,009465,2001,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,40,0,6,0.5,0,,0,13473.662,-1.98,17.082,4.821,2422.619,-6.773,18.408,-1.046,-2230.286,-2417.529,-2319.995,,,,-2319.995,-4.18,,,,-4.01,,5606.138,5606.138,-43.123,-34.574,19435.195,-12.95,-12.439,24440.021,1.782,42.09,42.09,291.087,-22.167,-7.946,-9.082,78.5,2,0.362,1.213,2003-03-07,009465,2002,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,40,0,6,0.5,0,,0,13892.604,3.109,13.066,3.292,2605.387,7.544,12.282,-1.397,567.743,472.557,383.002,,-13.675,-14.165,383.002,0.81,,-14.369,-15.408,0.66,,5881.289,5881.289,8.035,8.227,20041.326,3.119,2.358,32035.496,1.371,54.72,54.72,292.974,32.055,-10.526,7.043,77,2,0.332,1.362,2004-03-10,009465,2003,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,40,0,4,2,0,,0,11480.165,-17.365,-5.827,6.46,2637.081,1.216,0.491,12.563,1327.437,1014.052,1223.87,219.547,24.758,25.223,1223.87,1.72,112.346,23.641,23.446,2.08,215.152,6116.737,6116.737,16.578,16.904,16000.777,-20.161,6.338,39416.344,1.12,66.95,66.95,294.251,23.828,8.371,4.988,52.5,2,0.323,1.506,2005-03-15,009465,2004,12,,SCHLUMBERGER LTD,80685710,SLB,1389
0,0,0,40,0,5,2,0,,0,14309.182,24.643,2.026,8.284,4124.02,56.386,19.402,17.51,2971.73,2198.995,2206.967,80.327,,24.519,2206.967,3.73,116.86,,23.658,3.75,80.288,7591.585,7591.585,28.966,32.083,18077.492,12.979,12.164,57229.899,0.865,97.15,97.15,294.401,46.594,33.833,5.392,60,2,0.278,1.424,2006-03-10,009465,2005,12,,SCHLUMBERGER LTD,80685710,SLB,1389
1,0,0,0,0,6,0.3,0.5,,0,446.058,2.512,5.026,8.064,86.263,5.465,8.362,13.368,38.818,20.768,20.768,28.396,41.761,0.358,20.768,1.08,23.429,34.893,-3.64,1.08,23.429,-66.311,-66.311,,,268.264,-2.406,7.742,482.802,0,25.125,25.125,4.804,11.05,35.107,42.065,2.72,4,0.679,65.701,1993-03-31,009555,1992,12,326113,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,0,0,6,0.6,0.5,,0,451.694,1.264,3.008,5.5,89.009,3.183,4.274,11.241,45.461,25.914,27.373,31.804,31.562,0.485,27.373,1.32,22.222,26.635,-3.161,1.4,29.63,-29.419,-29.419,,,279.818,4.307,9.261,626.333,0,31.625,31.625,4.951,25.871,36.262,40.965,2.75,4,0.682,0,1994-03-30,009555,1993,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,0,0,6,0.6,0.5,,0,519.186,14.942,6.064,6.161,98.83,11.034,6.51,7.83,61.203,37.216,31.64,15.588,32.017,38.548,31.64,1.87,41.667,28.808,33.56,1.59,13.571,11.012,11.012,337.959,,331.117,18.333,11.24,724.601,0,36.25,36.25,4.997,14.625,17.015,28.899,3.7,4,0.289,0,1995-03-29,009555,1994,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,0,0,7,0.6,0,,0,723.12,39.28,17.473,11.84,129.353,30.884,14.459,10.503,87.154,52.728,52.728,66.65,36.421,35.888,52.728,1.25,33.69,32.283,30.92,1.25,57.233,106.338,106.338,49.585,89.865,443.545,33.954,11.888,1183.896,0,28,28,21.141,54.483,30.625,34.976,3.9,2,0.255,0,1996-03-27,009555,1995,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,0,0,10,1.2,0,,0,789.612,9.195,20.464,12.657,152.934,18.23,19.772,13.333,114.595,69.329,69.329,31.484,38.823,33.787,69.329,1.63,30.4,35.17,30.089,1.63,30.4,186.649,186.649,37.144,47.326,467.119,5.315,14.842,1769.937,0,41.625,41.625,21.261,48.661,38.076,29.765,4.2,2,0.24,0,1997-03-26,009555,1996,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,0,0,8,1.2,0,,0,842.833,6.74,17.527,13.572,169.717,10.974,19.751,14.493,133.488,79.921,79.921,15.278,29.016,30.934,79.921,1.88,15.337,26.216,28.337,1.88,15.337,257.283,257.283,31.063,36.006,498.36,6.688,16.037,2632.032,0,61.75,61.75,21.312,48.348,50.471,37.503,4.4,2,0.216,0,1998-05-21,009555,1997,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,3.75,1.75,7,1.007,0,,0,2506.756,197.42,51.345,40.881,532.033,213.482,60.221,42.988,198.947,73.007,73.007,-8.651,11.457,23.017,2.873,0.04,-97.872,-68.252,-42.917,0.04,-97.872,437.045,2228.138,0.246,0.31,4039.93,710.645,0.027,4259.889,0,51.063,51.063,41.656,-17.308,22.175,26.421,14.7,2,,,1999-03-31,009555,1998,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,0,1,7,1,0.2,,0,2839.636,13.279,53.208,40.471,648.145,21.824,61.829,45.665,395.653,211.461,211.461,189.645,45.023,41.547,141.607,1.69,4125,1.212,12.568,1.69,4125,551.03,2312.692,25.414,28.346,3855.233,-4.572,3.632,4327.225,0,51.813,51.813,41.8,1.469,7.571,23.376,15,2,,,2000-03-29,009555,1999,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,0,1,6,1.2,0,,0,3067.714,8.032,53.824,33.512,659.787,1.796,57.239,38.524,413.429,225.319,225.319,6.553,41.269,33.706,206.336,2.47,46.154,9.525,14.593,2.47,46.154,753.129,2145.502,27.397,31.643,4048.098,5.003,5.097,2551.6,0,30.5,30.5,41.823,-41.134,-20.953,1.725,17.75,2,,,2001-04-03,009555,2000,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,10,1,6,1.2,0,,0,3067.482,-0.008,6.96,31.182,618.866,-6.202,5.169,32.257,297.452,156.697,156.697,-30.455,28.993,17.714,109.129,1.3,-47.368,219.125,-4.423,1.3,-47.368,850.152,2216.306,12.836,13.613,3907.909,-3.463,2.793,3417.654,0,40.82,40.82,41.889,33.836,-7.191,-0.39,17.7,2,,,2002-03-28,009555,2001,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,10,1,10,1.2,0,,0,3204.256,4.459,4.109,30.616,679.993,9.877,1.612,31.994,-391.933,-309.069,-309.069,,,,-352.623,-4.2,,,,-4.2,,812.96,2139.965,-43.375,-42.405,4260.766,9.029,-8.276,3130.887,0,37.3,37.3,42.021,-8.623,-10.376,-9.59,17.9,2,0.736,0,2003-04-09,009555,2002,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,30,1.5,10,0.681,0,,0,3531.9,10.225,4.809,7.097,711.9,4.692,2.566,5.998,376.9,240.4,240.4,,2.183,26.915,187.2,2.21,,-3.64,123.083,2.21,,1123.6,1123.6,16.661,19.333,4704.1,10.405,3.98,4600.655,0,54.14,54.14,42.543,45.147,21.08,1.177,17.6,2,0.702,0,2004-03-24,009555,2003,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,30,1.5,11,0.601,0,,0,3798.1,7.537,7.381,5.989,715.5,0.506,4.955,1.997,322.9,215.6,215.6,-10.316,11.223,0.388,215.6,2.56,15.837,25.343,8.66,2.56,15.837,1333.5,1333.5,16.168,17.549,4855,3.208,4.441,4451.454,0,53.27,53.27,41.812,-1.607,9.279,0.556,17.6,2,0.69,0,2005-04-14,009555,2004,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,30,1.5,8,0.585,0,,0,4085.1,7.556,8.432,5.896,673.9,-5.814,-0.3,0.424,376.6,255.8,255.8,18.646,,2.57,255.8,3.09,20.703,,4.581,3.09,20.703,1392.1,1392.1,18.375,18.77,4864.2,0.189,5.259,4655.033,0,56.17,56.17,40.726,5.444,14.621,12.99,17,2,0.66,0,2006-03-31,009555,2005,12,,SEALED AIR CORP,81211K10,SEE,3081
1,0,0,22,1.25,5,0,0,,0,2747.843,8.121,8.972,8.917,310.021,12.638,14.418,11.595,225.994,144.636,62.865,-50.976,9.91,9.046,62.865,1.63,12.414,8.961,9.299,0.71,-51.034,905.847,905.847,15.967,16.308,1729.855,7.317,8.361,2706.668,1.437,30.625,30.625,14.73,16.261,23.502,22.703,16.947,6,0.202,1.88,1993-03-15,009667,1992,12,325510,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,22,1.25,5,0,0,,0,2949.303,7.332,9.171,8.622,339.892,9.635,13.146,14.314,264.364,165.227,165.227,162.828,10.438,10.327,165.227,1.85,13.497,9.476,9.975,1.85,160.563,1033.171,1033.171,15.992,17.042,1914.665,10.684,8.63,3164.09,1.399,35.75,35.75,14.751,18.535,26.182,25.353,17.241,6,0.196,1.68,1994-03-15,009667,1993,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,25,1.5,5,0,0,,0,3100.069,5.112,6.847,7.861,382.652,12.58,11.609,13.078,298.513,186.571,186.571,12.918,13.313,11.362,186.571,2.15,16.216,14.031,11.279,2.15,16.216,1053.344,1053.344,17.712,17.884,1962.031,2.474,9.509,2831.068,1.678,33.375,33.375,14.138,-5.028,9.385,16.223,17.886,6,0.206,1.468,1995-03-15,009667,1994,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,25,1.5,7,0,0,,0,3273.819,5.605,6.012,7.629,399.212,4.328,8.794,11.213,318.498,200.654,200.654,7.548,11.53,10.343,200.654,2.34,8.837,12.809,10.662,2.34,8.837,1212.126,1212.126,16.554,17.714,2141.053,9.124,9.372,3482.291,1.571,40.75,40.75,14.243,24.262,11.839,18.846,18.458,6,0.184,1.504,1996-03-13,009667,1995,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,25,1.75,7,0,0,,0,4132.879,26.24,11.904,10.213,522.238,30.817,15.392,13.667,375.377,229.157,229.157,14.205,11.519,12.312,229.157,2.66,13.675,12.868,12.902,2.66,13.675,1401.232,1401.232,16.354,17.537,2994.59,39.865,7.652,4811.296,1.25,56,56,14.319,39.512,18.082,17.805,20.768,6,0.161,1.549,1997-03-12,009667,1996,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,30,1.75,5,0,0,2,0,4881.103,18.104,16.336,12.177,662.447,26.848,20.074,16.4,427.277,260.614,260.614,13.727,11.785,12.498,260.614,1.51,13.534,11.993,13.126,1.51,13.534,1592.18,1592.18,16.368,17.413,4035.801,34.77,6.458,4798.169,1.45,27.75,27.75,57.636,0.515,20.335,14.426,24.964,3,0.18,1.499,1998-03-11,009667,1997,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,30,1.75,4,0,0,2,0,4934.43,1.093,14.655,10.842,679.526,2.578,19.399,14.861,440.103,272.864,272.864,4.7,10.79,10.554,272.864,1.58,4.636,10.533,11.302,1.58,4.636,1715.94,1715.94,15.902,16.497,4065.462,0.735,6.712,5050.767,1.532,29.375,29.375,57.011,7.552,14.68,12.222,24.822,3,0.242,1.423,1999-03-10,009667,1998,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,35,1.75,4,0,0,4,0,5003.837,1.407,6.582,10.049,730.809,7.547,11.852,13.815,490.118,303.86,303.86,11.36,9.862,10.247,303.86,1.81,14.557,10.818,10.982,1.81,14.557,1698.532,1698.532,17.89,17.798,4052.09,-0.329,7.499,3483.396,2.286,21,21,55.221,-27.131,-7.644,6.431,25.697,3,0.274,1.41,2000-03-14,009667,1999,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,35,1.75,4,0,0,2,0,5211.624,4.153,2.208,9.745,727.274,-0.484,3.161,12.745,143.406,16.026,16.026,-94.726,-60.529,-39.678,16.026,0.1,-94.475,-59.542,-38.855,0.1,-94.475,1471.864,1471.864,1.089,1.011,3750.67,-7.439,0.427,4224.735,2.052,26.313,26.313,53.186,28.454,0.224,7.14,26.095,3,0.315,1.755,2001-03-13,009667,2000,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,35,1.75,6,0,0,2,0,5066.005,-2.794,0.881,4.156,637.872,-12.293,-2.087,4.081,424.449,263.158,263.158,1542.069,-1.2,2.806,263.158,1.69,1590,2.269,4.908,1.69,1590,1487.764,1487.764,17.688,17.783,3627.925,-3.273,7.254,4247.21,2.109,27.5,27.5,51.326,7.06,0.071,1.614,25.789,3,0.328,1.957,2002-03-14,009667,2001,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,40,1.75,4,0,0,3.5,2,5184.788,2.345,1.191,1.214,682.312,6.967,-2.263,0.593,497.164,310.701,127.565,-51.525,0.745,3.578,127.565,2.07,22.485,4.576,6.512,0.85,-49.704,1341.89,1341.89,23.154,21.96,3432.312,-5.392,9.052,4233.997,2.124,28.25,28.25,49.637,4.95,13.011,2.495,25.752,3,0.331,2.149,2003-03-13,009667,2002,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
1,0,0,40,1.75,4,0,0,3.5,0,5407.764,4.301,1.239,1.849,691.208,1.304,-1.681,0.341,522.926,332.058,332.058,160.305,174.66,4.005,332.058,2.29,10.628,183.974,7.705,2.29,169.412,1458.857,1458.857,22.762,23.712,3682.608,7.292,9.017,5064.293,1.785,34.74,34.74,47.802,25.626,12.175,5.73,25.777,3,0.292,2.095,2004-03-11,009667,2003,12,,SHERWIN-WILLIAMS CO,82434810,SHW,2851
