PCOMMFEES,PEXECDIRPD,PDIRPENSN,ANNDIRRET,DIRMTGFEE,NUMMTGS,DIRSTK,DIRSTKAD,DIROPT,DIROPTAD,SALES,SALECHG,SALE3LS,SALE5LS,OIBD,OIBDCHG,OIBD3LS,OIBD5LS,PRETAX,NIBEX,NI,NICHG,NI3LS,NI5LS,NIAC,EPSEX,EPSEXCHG,EPSEX3LS,EPSEX5LS,EPSIN,EPSINCHG,COMMEQ,SEQ,ROEPER,ROEAVG,ASSETS,ASSETCHG,ROA,MKTVAL,DIVYIELD,PRCCF,PRCC,SHRSOUT,TRS1YR,TRS3YR,TRS5YR,EMPL,AJEX,BS_VOLATILITY,BS_YIELD,SRCDATE,GVKEY,YEAR,FYR,NAICS,CONAME,CUSIP,TICKER,SIC
1,0,1,30,1,11,0,0,,0,3481.664,13.302,5.362,3.421,803.602,37.366,2.022,-0.338,240.545,165.695,165.695,,,-10.964,154.683,1.9,,,-10.508,1.9,,965.568,1128.211,16.02,18.281,6963.551,1.682,2.221,2140.575,2.388,25.125,25.125,85.197,40.101,-1.015,2.441,10.112,1,0.259,2.244,1994-04-15,003439,1993,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,1,30,1,14,0.2,0,,0,3619,3.945,7.16,4.094,883,9.88,16.905,1.435,295,203,203,22.514,,-9.291,179,2.09,10,,-11.27,2.09,10,1107,1463,16.17,17.273,7384,6.038,2.424,1979.488,3.41,22.875,22.875,86.535,-5.76,10.742,-7.424,10.101,1,0.247,2.538,1995-04-17,003439,1994,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,1,30,1,11,0.2,0,,0,3890,7.488,8.177,5.498,1019,15.402,20.32,6.131,350,232,232,14.286,,,204,2.21,5.742,,,2.21,5.742,1469,1825,13.887,15.839,8143,10.279,2.505,2880.179,3.013,29.875,29.875,99.212,35.368,21.356,4.349,10.186,1,0.237,2.803,1996-04-18,003439,1995,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,1,30,1.25,11,0.3,0,,0,4333,11.388,7.564,8.059,1118,9.715,11.635,15.132,407,268,268,15.517,17.384,,240,2.4,8.597,8.098,,2.4,8.597,1702,2058,14.101,15.137,8615,5.796,2.786,3332.827,3.033,33.625,33.625,102.69,16.381,14.08,16.43,9.819,1,0.215,2.937,1997-04-21,003439,1996,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,1,30,1.25,11,0.2,0.6,,0,4787,10.478,9.772,9.271,1223,9.392,11.469,15.892,410,293,293,9.328,13.012,,268,2.57,7.083,7.134,,2.57,7.083,1977,2215,13.556,14.569,9793,13.674,2.737,4664.138,2.587,44.062,44.062,109.011,35.339,28.708,22.998,,1,0.147,3.152,1998-04-20,003439,1997,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,1,30,1.25,10,0.1,0.5,,0,5141,7.395,9.74,8.107,1259,2.944,7.304,9.395,361,261,304,3.754,4.004,9.513,285,2.19,-14.786,-0.303,2.882,2.57,0,2216,2454,10.921,11.543,11310,15.491,2.14,5220.257,2.601,48.438,48.438,116.557,13.176,21.251,17.859,,1,0.144,2.878,1999-04-15,003439,1998,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,1,30,1.25,9,0.6,0,,0,6103,18.712,12.095,11.017,1507,19.698,10.465,11.283,347,283,283,-6.908,1.832,6.871,277,2.33,6.393,-0.982,2.198,2.33,-9.339,2456,2500,11.279,11.858,15462,36.711,1.791,3611.544,4.457,31.188,31.188,116.038,-33.265,0.734,9.998,11.462,1,0.193,2.741,2000-04-24,003439,1999,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,1,30,1.5,9,1,0,,0,8998,47.436,23.413,18.26,1364,-9.489,3.704,6.005,106,43,38,-86.572,-47.253,-28.617,36,0.36,-84.549,-48.065,-30.436,0.32,-86.266,2361,2405,1.737,1.702,15851,2.516,0.259,3834.853,4.607,31.688,31.688,121.201,8.74,-6.352,5.284,11.652,1,0.344,3.215,2001-04-20,003439,2000,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,1,30,1.5,7,0.9,0,,0,9597,6.657,23.13,17.238,831,-39.076,-12.932,-5.761,-399,-329,-543,,,,-545,-2.53,,,,-4.17,,1890,1934,-17.513,-15.573,17102,7.892,-1.935,3186.546,6.076,24.03,24.03,132.989,-19.825,-16.517,-2.278,11.51,1,0.36,3.889,2002-04-22,003439,2001,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,1,30,1.5,18,0.85,2.328,,0,8687,-9.482,12.489,12.658,502,-39.591,-30.679,-16.313,-401,-414,-618,,,,-620,-2.99,,,,-4.46,,1133,1177,-36.717,-27.522,13915,-18.635,-2.99,1360.181,11.547,9.44,9.44,144.088,-57.806,-28.348,-22.597,10.477,1,0.481,5.047,2003-04-22,003439,2002,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,0,30,1.5,16,0.85,3.943,,0,5513,-36.537,-15.066,1.407,862,71.713,-14.185,-7.296,18,-40,-41,,,,-44,-0.3,,,,-0.3,,1585,1890,-2.713,-3.164,13838,-0.553,-0.311,1372.836,0,8.52,8.52,161.1,-9.746,-32.663,-26.022,8.411,1,0.581,7.41,2004-04-23,003439,2003,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,0,30,1.5,12,3.239,0,,0,5472,-0.744,-17.078,-2.159,909,5.452,3.036,-9.616,142,132,126,,,-14.147,110,0.68,,,-21.832,0.65,,2072,2377,5.598,6.344,15872,14.699,0.731,2034.887,0,10.45,10.45,195,22.653,-22.412,-16.447,8.66,1,0.573,5.874,2005-04-18,003439,2004,12,,CMS ENERGY CORP,12589610,CMS,4931
1,0,0,30,1.5,11,2.845,0,,0,6288,14.912,-10.213,-6.916,126,-86.139,-36.92,-37.897,-701,-93,-79,,,,-94,-0.51,,,,-0.44,,2322,2627,-4.651,-4.916,16020,0.932,-0.674,3193.578,0,14.51,14.51,220.5,38.852,15.407,-12.26,8.713,1,0.508,3.849,2006-04-14,003439,2005,12,,CMS ENERGY CORP,12589610,CMS,4931
0,0,0,,,,,,,,63.279,78.13,6.224,-36.798,-18.64,,,,-16.058,-16.158,-24.818,,,,-26.622,-0.64,,,,-0.96,,46.282,46.297,-38.81,-30.464,173.947,-7.294,-10.326,41.499,0,1.375,1.25,45.276,-56,-18.068,-30.969,0.9,0.6665999818,0.567,0,,003504,1992,10,339115,COOPER COS INC (THE),21664840,COO,3851
0,0,0,,,,,,,,92.652,46.418,24.332,-31.432,-17.607,,,,-33.655,-34.072,-46.805,,,,-47.125,-1.13,,,,-1.55,,0.452,0.452,-7608.85,-147.182,109.524,-37.036,-31.401,20.699,0,0.687,0.687,45.198,-50.036,-42.56,-35.699,0.97,0.6665999818,0.67,0,,003504,1993,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,,,,,,,,95.645,3.23,39.117,12.62,4.136,,,,-9.297,-4.697,-4.697,,,,-4.786,-0.15,,,,-0.15,,-3.654,-3.654,,,95.058,-13.208,-5.035,88.935,0,2.625,2.25,50.825,282.096,-5.646,0.981,0.97,0.6665999818,0.71,0,,003504,1994,10,,COOPER COS INC (THE),21664840,COO,3851
1,0,0,22.5,0.563,9,1.052,0,5,0,97.09,1.511,15.338,15.031,13.051,215.546,,,0.23,0.115,0.115,,,,0.115,0.01,,,,0.01,,-1.749,-1.749,,,91.992,-3.225,0.125,68.009,0,5.875,7.5,5.788,-25.404,12.507,-11.589,1,2,0.715,0,1996-02-20,003504,1995,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,22.5,0.563,7,0.726,0,5,0,109.131,12.402,5.608,25.166,20.721,58.769,,,12.115,16.603,16.603,14337.391,,,16.603,1.41,14000,,,1.41,14000,15.33,15.33,108.304,244.503,102.909,11.867,16.134,167.771,0,14.375,17.25,5.836,144.681,91.057,8.923,1.1,2,0.707,0,1997-02-20,003504,1996,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,22.5,0.563,9,0.314,0,5,0,141.473,29.636,13.938,17.458,30.456,46.981,94.55,,21.784,48.39,31.382,89.014,,,31.382,3.7,162.411,,,2.4,70.213,111.533,111.533,43.386,76.287,175.298,70.343,27.604,529.029,0,35.75,40.875,7.399,148.696,65.575,54.015,1.4,2,0.651,0,1998-02-16,003504,1997,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,22.5,0.563,14,0.211,0,5,0,147.192,4.042,14.878,9.7,37.936,24.56,42.715,,23.087,57.81,39.846,26.971,695.123,,39.846,3.9,5.405,630.613,,2.69,12.083,145.253,145.253,39.8,45.026,296.041,68.879,19.528,354.16,0,23.75,20.688,7.213,-33.566,59.301,63.045,1.9,2,0.576,0,1999-02-10,003504,1998,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,22.5,0.563,9,0.359,0,5,0,165.328,12.321,14.85,11.567,47.169,24.338,31.547,62.71,32.712,22.001,25.1,-37.007,9.838,,25.1,1.56,-60,3.427,,1.78,-33.829,164.143,164.143,13.404,14.222,285.873,-3.435,7.696,350.6,0.16,25,30.125,7.029,5.416,20.315,26.025,1.75,2,0.56,0.053,2000-02-10,003504,1999,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,22.5,0.563,10,0.232,0,10,0,197.317,19.349,11.728,15.239,55.603,17.88,22.22,33.626,42.127,29.4,28.968,15.41,-15.304,203.061,28.968,2.07,32.692,-17.601,190.532,2.04,14.607,198.438,198.438,14.816,16.217,322.565,12.835,9.114,511.118,0.224,35.75,39.875,7.23,43.344,0.128,43.611,2.1,2,0.506,0.128,2001-02-09,003504,2000,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,22.5,0.563,8,0.168,0,10,1.25,234.572,18.881,16.806,16.537,65.746,18.242,20.117,25.977,52.128,37.136,37.136,28.197,-13.716,17.469,37.136,2.5,20.773,-13.777,12.136,2.5,22.549,256.284,256.284,14.49,16.333,396.849,23.029,9.358,726.624,0.146,48,49.98,7.608,34.464,26.657,27.406,2.4,2,0.489,0.177,2002-02-07,003504,2001,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,25,0.625,10,0.31,0.078,15,0,315.306,34.418,24.011,17.385,80.34,22.198,19.424,21.409,65.169,48.875,48.875,31.611,30.481,0.2,48.875,3.2,28,27.06,-2.862,3.2,28,311.442,311.442,15.693,17.218,571.115,43.912,8.558,812.225,0.189,53,25.02,7.553,10.644,28.718,8.353,3.5,2,0.475,0.186,2003-02-07,003504,2002,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,25,0,12,1,0,30,2.5,411.79,30.6,27.792,22.845,107.767,34.139,24.68,23.222,90.487,68.77,68.77,40.706,32.745,3.533,68.77,2.2,37.5,28.576,2.442,2.2,37.5,422.047,422.047,16.294,18.751,705.564,23.541,9.747,1366.198,0.138,43.45,47.13,32.083,64.3,34.707,29.865,3.7,1,0.39,0.158,2004-02-06,003504,2003,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,25,0,14,1,0,17.5,0,490.176,19.035,27.847,24.28,132.402,22.86,26.282,22.927,112.489,92.825,92.825,34.979,35.714,33.366,92.825,2.85,29.545,31.617,29.584,2.85,29.545,544.161,544.161,17.058,19.214,811.561,15.023,11.438,2302.204,0.085,70.35,70.59,32.751,62.09,43.365,41.534,4.1,1,0.274,0.137,2005-02-14,003504,2004,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,30,0,,0.166,0.834,14.583,4.317,806.617,64.557,36.766,32.526,235.134,77.591,43.041,33.427,108.457,91.722,91.722,-1.188,23.347,25.552,91.722,2.18,-23.509,10.861,16.066,2.18,-23.509,1273.225,1273.225,7.204,10.094,2179.83,168.597,4.208,3041.351,0.087,68.84,51.3,44.431,-2.057,37.654,31.154,7.034,1,0.292,0.104,2006-02-10,003504,2005,10,,COOPER COS INC (THE),21664840,COO,3851
0,0,0,,,,,,,,1550.788,-19.121,-4.201,2.801,187.699,-3.124,-1.564,-0.032,58.629,35.729,-1.986,,39.604,-5.792,-1.986,0.95,48.438,38.189,-6.367,-0.05,,685.445,685.445,5.213,4.004,1373.371,-30.858,2.602,622.496,3.03,16.5,16.5,18.864,5.794,5.656,7.747,7.1,2,0.281,2.451,1992-12-31,003505,1992,12,312120,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
1,1,0,22.8,1.5,,0.313,0,,0,1581.811,2,-5.314,0.778,196.309,4.587,-5.704,1.64,-56.83,-41.93,-41.93,,,,-41.93,-1.1,,,,-1.1,,631.927,631.927,-6.635,-6.366,1350.944,-1.633,-3.104,620.734,3.077,16.25,16.25,19.1,1.282,3.981,3.882,6.2,2,0.288,2.617,1993-12-26,003505,1993,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,1,0,25.6,0,,0.353,0,,0,1662.671,5.112,-4.641,-1.175,215.007,9.525,3.531,1.787,104.22,58.12,58.12,,34.443,34.648,58.12,1.52,,33.42,33.385,1.52,,674.201,674.201,8.621,8.9,1371.576,1.527,4.237,641.977,2.985,16.75,16.75,19.164,5.9,4.303,4.815,6.3,2,0.294,2.829,1994-12-31,003505,1994,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,1,0,25.6,0,,0.362,0,,0,1675.379,0.764,2.609,-2.104,187.558,-12.767,-0.025,-4.339,73.278,43.178,43.178,-25.709,6.516,2.109,43.178,1.13,-25.658,5.954,1.479,1.13,-25.658,695.016,695.016,6.213,6.307,1386.857,1.114,3.113,840.684,2.26,22.125,22.125,18.999,35.89,13.381,10.1,6.2,2,0.244,3.031,1996-03-29,003505,1995,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,1,0,25.6,0,,0.325,0,,0,1732.233,3.394,3.074,-2.011,208.481,11.155,2.026,1.476,74.975,43.425,43.425,0.572,,12.67,43.425,1.14,0.885,,12.239,1.14,0.885,715.487,715.487,6.069,6.157,1362.536,-1.754,3.187,720.518,2.632,19,19,18.961,-11.9,8.231,6.319,5.8,2,0.264,2.774,1997-03-28,003505,1996,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,1,0,25.6,0,,0.222,0,,0,1822.151,5.191,3.1,3.278,233.048,11.784,2.722,4.423,146.893,82.26,82.26,89.43,12.276,18.15,82.26,2.21,93.86,13.288,18.395,2.21,93.86,736.568,736.568,11.168,11.33,1412.083,3.636,5.825,1225.562,1.654,33.25,33.25,18.43,78.386,28.778,18.03,5.8,2,0.271,2.626,1997-12-31,003505,1997,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,1,0,25.6,0,,0.158,0,,0,1899.533,4.247,4.274,3.729,239.029,2.566,8.419,4.016,111.1,67.784,67.784,-17.598,16.222,,67.784,1.87,-15.385,18.283,,1.87,-15.385,774.798,774.798,8.749,8.97,1460.598,3.436,4.641,2064.597,1.063,56.438,56.438,18.328,72.375,39.402,31.274,5.8,2,0.276,2.182,1998-12-31,003505,1998,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,1,0,27.2,0,,0.12547746,0,,0,2056.646,8.271,5.889,4.345,271.458,13.567,9.197,4.773,150.667,92.284,92.284,36.144,28.567,9.688,92.284,2.51,34.225,30.094,10.552,2.51,34.225,841.539,841.539,10.966,11.419,1546.376,5.873,5.968,1935.15,1.229,52.5,52.5,18.361,-5.837,42.53,28.226,5.8,2,0.272,1.783,1999-12-31,003505,1999,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,1,0,36,0,,0.121,0,,0,2414.415,17.396,9.835,7.582,295.124,8.718,8.19,9.49,169.525,109.617,109.617,18.782,10.043,20.482,109.617,2.98,18.725,10.478,21.402,2.98,18.725,932.389,932.389,11.757,12.359,1629.304,5.363,6.728,2961.122,0.896,80.313,80.313,18.566,54.916,35.983,31.631,5.85,2,0.286,1.315,2000-12-31,003505,2000,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,1,0,36,0,,0.131,0,,0,2429.462,0.623,8.548,6.999,295.87,0.253,7.37,7.252,198.013,122.964,122.964,12.176,21.96,23.142,122.964,3.33,11.745,21.209,23.91,3.33,11.745,951.312,951.312,12.926,13.056,1739.692,6.775,7.068,1928.808,1.498,53.4,53.4,17.975,-32.525,-0.526,24.793,5.5,2,0.297,1.063,2001-12-30,003505,2001,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,1,0,39,0,,0,0,1,0,3776.322,55.439,22.453,15.69,534.851,80.772,25.365,18.075,256.6,161.653,161.653,31.464,20.546,14.467,161.653,4.47,34.234,21.212,15.129,4.47,34.234,981.851,981.851,16.464,16.724,4297.411,147.021,3.762,2222.824,1.339,61.25,61.25,18.171,16.203,6.697,14.541,8.7,2,0.295,1.208,2002-12-29,003505,2002,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,1,0,0,0,,0,0,2,0,3995.913,5.815,18.286,16.036,536.492,0.307,22.045,17.55,253.818,174.657,174.657,8.044,16.798,20.84,174.657,4.81,7.606,17.303,20.798,4.81,7.606,1267.376,1267.376,13.781,15.53,4486.226,4.394,3.893,2042.152,1.462,56.1,56.1,18.207,-6.988,-9.988,1.246,8.5,2,0.299,1.244,2003-12-31,003505,2003,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,0,0,50,0,12,0,0,2,0,4305.816,7.755,21.018,15.926,606.824,13.11,27.054,17.455,308.182,196.736,196.736,12.641,16.959,16.346,196.736,5.29,9.979,16.682,16.08,5.29,9.979,1601.166,1601.166,12.287,13.717,4657.524,3.818,4.224,2832.025,1.084,75.67,75.67,18.826,36.501,13.841,9.05,8.4,2,0.295,1.433,2005-04-05,003505,2004,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
0,0,0,65,0,11,1.5,0,,0,5506.906,27.895,13.4,17.929,960.255,58.243,21.54,26.612,295.201,230.446,134.944,-31.409,12.546,16.021,134.944,2.9,-45.18,-13.431,-0.543,1.7,-67.864,5324.717,5324.717,4.328,6.655,11799.265,153.338,1.953,5718.195,1.911,66.99,66.99,42.827,-9.698,4.662,-2.108,10.2,2,0.295,1.295,2006-04-25,003505,2005,12,,MOLSON COORS BEVERAGE CO,60871R20,TAP,2082
1,0,0,19,0.6,5,0.4,0,,0,3744,13.91,14.89,12.125,739.8,13.171,19.52,18.404,380.4,266.3,-12.6,,0.879,7.087,-14.8,1.4,-15.663,0.119,6.434,-0.08,,1803.8,1830.7,14.641,13.818,4286.3,11.257,6.161,7271.175,1.653,37.5,37.5,64.633,-0.609,22.716,29.212,31.1,3,0.234,2.087,1993-03-10,003532,1992,12,334419,CORNING INC,21935010,GLW,3679
1,0,0,20,0.75,8,0.4,0,,0,4034.7,7.764,10.623,13.392,766.7,3.636,8.353,15.681,36.7,-15.2,-15.2,,,,-17.3,-0.09,,,,-0.09,,1685.8,1711.5,-1.026,-0.992,5231.7,22.056,-0.331,5617.808,2.429,28,28,66.879,-23.733,9.75,12.403,39.2,3,0.249,1.825,1994-03-09,003532,1993,12,,CORNING INC,21935010,GLW,3679
1,0,0,20,0.75,6,0.4,3.6,,0,4799.2,18.948,13.448,14.219,1028.1,34.094,16.293,18.864,508.2,281.3,281.3,,-3.311,1.634,279.2,1.32,,-7.355,-1.099,1.32,,2263,2287.9,12.338,14.141,6022.7,15.119,4.636,6817.475,2.31,29.875,29.875,76.067,9.037,-6.154,8.974,43,3,0.25,1.947,1995-03-08,003532,1994,12,,CORNING INC,21935010,GLW,3679
1,0,0,22.5,0.75,5,0.4,4,,0,5346.1,11.396,12.607,12.396,1064.3,3.521,12.889,12.045,184.4,-50.8,-50.8,,,,-52.8,-0.23,,,,-0.23,,2103,2126.9,-2.511,-2.419,5987.1,-0.591,-0.882,7353.6,2.25,32,32,76.6,9.529,-3.065,9.563,41,3,0.261,2.131,1996-03-06,003532,1995,12,,CORNING INC,21935010,GLW,3679
1,0,0,22.5,0.75,8,0.4,0,,0,3684.5,-31.081,-2.981,2.311,882.6,-17.072,4.804,6.188,572.4,342.9,175.6,,,1.959,173.7,1.5,,,-2.007,0.76,,961.1,983.3,35.48,22.258,4321.3,-27.823,7.891,10577.375,1.557,46.25,46.25,76.233,47.373,20.737,5.935,20,3,0.253,2.329,1997-03-05,003532,1996,12,,CORNING INC,21935010,GLW,3679
1,0,0,22.5,0.75,7,0.4,0,,0,3554.3,-3.534,-9.525,-1.035,1006,13.981,-0.722,6.34,708.4,408.9,439.8,150.456,13.279,8.956,438.2,1.79,19.333,10.686,5.038,1.92,152.632,1246.5,1266.3,32.675,36.9,4691.9,8.576,8.681,8598.15,1.939,37.125,37.125,77.2,-3.498,15.921,5.312,16.1,3,0.298,2.039,1998-03-11,003532,1997,12,,CORNING INC,21935010,GLW,3679
1,0,0,27.5,1,5,0.4,0,,0,3532.4,-0.616,-12.901,-2.624,894.9,-11.044,-5.615,3.141,534.9,327.5,394,-10.414,,,392.4,1.42,-20.67,,,1.71,-10.938,1505.6,1523.5,21.646,23.684,4981.9,6.181,6.542,10402.38,1.6,45,45,77.167,23.692,20.716,16.006,15.4,3,0.341,1.915,1999-02-24,003532,1998,12,,CORNING INC,21935010,GLW,3679
1,0,0,27.5,1,6,0.4,3.6,,0,4782.5,35.39,9.083,-0.07,1187.1,32.652,10.384,2.918,787.2,511,515.8,30.914,14.222,12.681,514.6,2,40.845,10.064,8.665,2.02,18.129,2462.7,2476.2,20.701,25.694,6526,30.994,7.812,31561.966,0.558,128.938,128.938,86.733,189.542,51.192,41.029,21.5,3,0.388,1.699,2000-03-06,003532,1999,12,,CORNING INC,21935010,GLW,3679
1,0,0,30,1.2,15,0.75,0,2.25,0,7161.7,49.748,26.305,6.022,1963.2,65.378,24.965,13.026,840.3,409.5,422,-18.185,0.049,,421.2,0.48,-28,-6.996,,0.49,-27.228,10632.9,10641.6,3.844,6.242,17525.7,168.552,2.332,46696.126,0.454,52.813,52.813,924.1,23.283,64.053,44.405,40.3,1,0.479,1.366,2000-12-31,003532,2000,12,,CORNING INC,21935010,GLW,3679
1,0,0,30,1.2,5,2.25,0,15.8,2.57,6272,-12.423,21.091,11.226,805,-58.996,-3.467,-1.824,-5963,-5498,-5498,,,,-5499,-5.89,,,,-5.89,,5414,5421,-101.57,-68.537,12793,-27.004,-42.984,8436.152,1.345,8.92,8.92,921,-83.007,-15.35,-6.254,31.7,1,0.635,0.871,2002-03-04,003532,2001,12,,CORNING INC,21935010,GLW,3679
0,0,0,30,1.2,20,5,0,15,0,3164,-49.554,-12.865,-2.3,21,-97.391,-73.944,-53.876,-2604,-1780,-1302,,,,-1430,-1.85,,,,-1.39,,4536,4691,-42.063,-38.352,11548,-9.732,-16.522,3799.88,0,3.31,3.31,1197,-62.892,-57.321,-22.565,23.2,1,0.856,0.786,2003-03-03,003532,2002,12,,CORNING INC,21935010,GLW,3679
0,0,0,30,1.2,11,6.768,0,10,0,3090,-2.339,-24.436,-2.641,-27,,,,-550,-223,-223,,,,-223,-0.18,,,,-0.18,,5379,5464,-4.146,-4.498,10752,-6.893,-2.074,13869.251,0,10.43,10.43,1343,215.106,-41.647,-6.64,20.6,1,0.863,0.6,2004-03-01,003532,2003,12,,CORNING INC,21935010,GLW,3679
0,0,0,30,1.2,12,3.336,0,5.132,0,3854,24.725,-14.984,-4.225,859,,2.188,-6.265,-1137,-2185,-2165,,,,-2165,-1.57,,,,-1.56,,3752,3816,-58.236,-47.859,9710,-9.691,-22.503,16504.353,0,11.77,11.77,1408,12.848,9.682,-22.676,24.7,1,0.847,0.448,2005-03-01,003532,2004,12,,CORNING INC,21935010,GLW,3679
0,0,0,50,1.2,16,3.617,0,4.994,0,4579,18.812,13.113,-8.557,1066,24.098,270.264,-11.497,1170,585,585,,,7.394,585,0.4,,,-3.581,0.4,,5487,5487,10.662,12.664,11207,15.417,5.22,29966.008,0,19.66,19.66,1536,67.035,81.1,-17.833,26,1,0.803,0,2006-02-27,003532,2005,12,,CORNING INC,21935010,GLW,3679
1,0,1,20,1,5,0,0,,0,3749.2,10.092,2.214,6.261,250.9,86.543,10.32,5.365,76.4,67.1,-189.5,,,37.048,-197.5,3.54,,,45.12,-12.01,,386.2,501.1,15.303,13.205,2230.5,9.274,2.65,1343.082,0.256,78,78,2.152,44.199,18.217,13.978,23.4,8,0.314,3.844,1993-03-08,003650,1992,12,333618,CUMMINS INC,23102110,CMI,3510
1,0,1,27,1,7,0.135,0,,0,4247.9,13.302,7.059,5.116,370,47.469,47.033,14.674,205,182.6,177.1,,,,169.1,4.95,179.661,,,4.79,,708.9,821.1,24.63,31.887,2390.6,7.178,7.304,2069.375,0.372,53.75,53.75,9.625,38.431,43.516,13.375,23.6,4,0.275,2.484,1994-03-04,003650,1993,12,,CUMMINS INC,23102110,CMI,3510
1,0,1,27,1,5,0.135,0,,0,4737.2,11.519,11.63,6.175,435.2,17.622,47.907,18.421,293.5,252.9,252.9,42.801,,,252.9,6.11,23.434,,,6.11,27.557,1072.6,1072.6,23.578,28.392,2706.3,13.206,9.345,1882.4,1.381,45.25,45.25,10.4,-14.602,19.458,14.326,25.6,4,0.276,0.64,1995-03-06,003650,1994,12,,CUMMINS INC,23102110,CMI,3510
1,0,1,27,1,5,0.145,0,,0,5245,10.719,11.841,8.665,459,5.469,22.303,31.575,177,224,224,-11.427,49.454,,224,5.52,-9.656,46.102,,5.52,-9.656,1183,1183,18.935,19.862,3056,12.922,7.33,1487.4,2.703,37,37,10.05,-16.273,-0.341,16.146,24.3,4,0.253,0.67,1996-03-04,003650,1995,12,,CUMMINS INC,23102110,CMI,3510
1,0,1,27,1,6,0.433,0,,0,5257,0.229,7.363,9.072,357,-22.222,-1.185,21.56,214,160,160,-28.571,-4.309,,160,4.01,-27.355,-6.779,,4.01,-27.355,1312,1312,12.195,12.826,3369,10.242,4.749,1812.4,2.174,46,46,9.85,27.333,-3.079,12.691,23.5,4,0.243,1.485,1997-03-01,003650,1996,12,,CUMMINS INC,23102110,CMI,3510
1,0,1,27,1,5,0.283,0,,0,5625,7,5.893,8.452,434,21.569,-0.092,11.583,286,212,212,32.5,-5.711,25.87,212,5.55,38.404,-3.153,25.679,5.55,38.404,1422,1422,14.909,15.508,3765,11.754,5.631,2268.019,1.82,59.062,59.062,9.6,30.604,11.666,10.481,26.3,4,0.269,2.086,1998-03-04,003650,1997,12,,CUMMINS INC,23102110,CMI,3510
1,0,0,33,1,8,0.711,0,,0,6266,11.396,6.108,8.084,498,14.747,2.756,6.122,-6,-21,-21,,,,-21,-0.55,,,,-0.55,,1272,1272,-1.651,-1.559,4542,20.637,-0.462,1487.45,3.099,35.5,35.5,9.6,-38.426,0.793,-6.045,28.3,4,0.328,2.232,1999-03-03,003650,1998,12,,CUMMINS INC,23102110,CMI,3510
1,0,0,33,1,5,0.672,0,,0,6639,5.953,8.091,6.983,610,22.49,19.551,6.986,221,160,160,,0,-8.75,160,4.16,,1.232,-7.4,4.16,,1429,1429,11.197,11.847,4697,3.413,3.406,2000.137,2.329,48.313,48.313,9.525,39.413,3.885,3.632,28.5,4,0.411,2.364,2000-03-01,003650,1999,12,,CUMMINS INC,23102110,CMI,3510
1,0,0,33,1,6,0.968,0,,0,6597,-0.633,5.457,4.694,466,-23.607,2.4,0.303,3,8,8,-95,-66.458,-48.647,8,0.2,-95.192,-66.97,-48.499,0.2,-95.192,1336,1336,0.599,0.579,4500,-4.194,0.178,1574.406,3.163,37.938,37.938,9.575,-18.676,-11.29,3.03,28,4,0.452,2.416,2001-03-01,003650,2000,12,,CUMMINS INC,23102110,CMI,3510
