EXECDIR,CO_PER_ROL,TOTAL_SEC,TOTAL_CURR,TOTAL_ALT1,TOTAL_ALT2,AGE,TDC1,TDC2,TOTAL_ALT1_PCT,TOTAL_ALT2_PCT,GVKEY,YEAR,TICKER
0,18551,,567.917,,,,,599.422,,,001300,1998,HON
1,60,,7000,,,,8383.697,48262.347,,,001300,1999,HON
1,62,,1850,,,,4103.653,24548.64,,,001300,1999,HON
0,4665,,1102.5,,,,9541.394,8963.245,,,001300,1999,HON
0,13926,,1045.833,,,,9450.219,2496.436,,,001300,1999,HON
1,18549,,3087.817,,,58,67783.867,34600.967,,,001300,1999,HON
0,18550,,1311.896,,,,17802.23,6952.848,,,001300,1999,HON
0,18551,,995.833,,,,12225.925,4107.122,,,001300,1999,HON
0,60,,500,,,,715.812,715.812,,,001300,2000,HON
0,4665,,755,,,55,6276.431,16250.665,,,001300,2000,HON
0,13926,,715,,,49,10198.103,16632.92,,,001300,2000,HON
1,18549,,2475,,,59,2831.551,13277.471,,,001300,2000,HON
0,18550,,953.387,,,61,1292.056,5128.409,,,001300,2000,HON
0,18551,,950,,,53,2342.873,4065.208,,,001300,2000,HON
0,23643,,337.423,,,,,1389.298,,,001300,2000,HON
0,25017,,620,,,,3501.484,3501.484,,,001300,2000,HON
1,60,,1992.308,,,67,8782.918,9448.29,,,001300,2001,HON
0,4665,,1005,,,56,4694.477,1260.066,,,001300,2001,HON
0,13926,,885,,,50,4589.874,1155.463,,,001300,2001,HON
1,18549,,1332.692,,,,16685.147,22155.741,,,001300,2001,HON
0,18551,,1025.529,,,54,5439.236,1308.582,,,001300,2001,HON
0,23643,,770,,,58,2676.317,959.112,,,001300,2001,HON
0,25017,,763.233,,,,,1306.693,,,001300,2001,HON
1,60,,5007.692,,,,13197.444,13197.444,,,001300,2002,HON
0,4665,,1045,,,,5369.956,5369.956,,,001300,2002,HON
0,13926,,1060,,,,1510.281,1510.281,,,001300,2002,HON
0,18551,,1205,,,,4769.378,4769.378,,,001300,2002,HON
1,25016,,3167.308,,,50,64964.269,31869.092,,,001300,2002,HON
0,25017,,975,,,,4479.588,4479.588,,,001300,2002,HON
0,4665,,1162.11,,,,3203,1676.903,,,001300,2003,HON
0,18551,,1241.466,,,,2874.81,1348.713,,,001300,2003,HON
1,25016,,3600,,,51,12966.368,6861.981,,,001300,2003,HON
0,25017,,1076.466,,,,4450.416,2924.319,,,001300,2003,HON
0,26784,,1068.219,,,,10934.672,7801.248,,,001300,2003,HON
0,4665,,1300,,,,5305.535,3130.04,,,001300,2004,HON
0,18551,,1443.852,,,,4772.979,2597.484,,,001300,2004,HON
1,25016,,3900,,,52,17873.045,9171.066,,,001300,2004,HON
0,26784,,1500,,,,5821.456,3645.961,,,001300,2004,HON
0,28530,,1187.705,,,,5792.869,3617.374,,,001300,2004,HON
0,4665,,1397.685,,,,5143.816,3312.697,,,001300,2005,HON
1,25016,,4500,,,53,17064.723,9740.248,,,001300,2005,HON
0,26784,,1606.466,,,,4935.934,3104.815,,,001300,2005,HON
0,28530,,1447.685,,,,5949.611,4118.492,,,001300,2005,HON
0,30299,,1122.945,,,,5677.888,3846.769,,,001300,2005,HON
1,17158,,216.923,,,,468.642,223.27,,,001327,1996,SWKS
0,17159,,166.538,,,,427.539,166.538,,,001327,1996,SWKS
0,17160,,30.769,,,,,64.102,,,001327,1996,SWKS
0,17161,,107.53,,,,225.522,119.816,,,001327,1996,SWKS
0,17162,,148.293,,,,268.953,148.293,,,001327,1996,SWKS
1,17158,,425.768,,,,921.519,441.66,,,001327,1997,SWKS
0,17159,,287.693,,,,426.445,292.484,,,001327,1997,SWKS
0,17160,,300,,,,332.214,332.214,,,001327,1997,SWKS
0,17161,,210,,,,216.462,239.837,,,001327,1997,SWKS
0,17162,,238.847,,,,244.961,332.392,,,001327,1997,SWKS
1,17158,,496.538,,,64,856.572,662.356,,,001327,1998,SWKS
0,17159,,341.538,,,,537.724,349.268,,,001327,1998,SWKS
0,17160,,313.846,,,,364.794,364.794,,,001327,1998,SWKS
0,17161,,251.538,,,,412.498,303.065,,,001327,1998,SWKS
0,17162,,253.846,,,,338.992,412.923,,,001327,1998,SWKS
1,17158,,732.862,,,65,2489.405,15775.685,,,001327,1999,SWKS
1,17159,,563.069,,,43,2262.349,4497.261,,,001327,1999,SWKS
0,17160,,396.269,,,,690.611,3823.639,,,001327,1999,SWKS
0,17161,,376.592,,,,961.968,2575.175,,,001327,1999,SWKS
0,17162,,346.008,,,,,346.008,,,001327,1999,SWKS
0,20109,,386.596,,,,1135.494,392.385,,,001327,1999,SWKS
1,17159,,336.615,,,44,4512.189,5086.974,,,001327,2000,SWKS
0,17160,,223.846,,,,1454.712,3280.665,,,001327,2000,SWKS
0,17161,,217.462,,,,1893.527,1059.989,,,001327,2000,SWKS
0,17162,,180,,,,187.956,3786.531,,,001327,2000,SWKS
0,20109,,209.323,,,,1381.729,978.555,,,001327,2000,SWKS
0,24613,,120.577,,,,,122.449,,,001327,2000,SWKS
0,24614,,108.688,,,,,110.484,,,001327,2000,SWKS
0,24896,,185.099,,,,,191.444,,,001327,2000,SWKS
1,17159,,351.154,,,45,2093.133,2136.144,,,001327,2001,SWKS
0,17160,,244.73,,,55,737.426,2132.172,,,001327,2001,SWKS
0,17161,,217.462,,,54,768.84,1071.584,,,001327,2001,SWKS
0,24613,,220.635,,,51,550.887,270.009,,,001327,2001,SWKS
0,24614,,267.799,,,51,748.746,315.389,,,001327,2001,SWKS
0,24896,,307.616,,,,,334.327,,,001327,2001,SWKS
0,26642,,129.038,,,,,141.47,,,001327,2001,SWKS
1,17159,,525.616,,,46,3503.059,534.538,,,001327,2002,SWKS
0,17160,,363.459,,,,886.094,370.828,,,001327,2002,SWKS
0,17161,,338.816,,,55,1013.435,347.772,,,001327,2002,SWKS
0,24896,,253.846,,,42,560.923,261.531,,,001327,2002,SWKS
0,24897,,270.924,,,36,977.568,271.986,,,001327,2002,SWKS
0,26642,,217.499,,,,,227.808,,,001327,2002,SWKS
1,17159,,480,,,47,489.548,489.548,,,001327,2003,SWKS
0,17161,,255.461,,,,265.295,265.295,,,001327,2003,SWKS
0,24896,,307.615,,,43,,314.505,,,001327,2003,SWKS
0,24897,,374.423,,,37,381.738,381.738,,,001327,2003,SWKS
0,26642,,197.885,,,58,208.219,208.219,,,001327,2003,SWKS
0,28378,,177.288,,,,,181.453,,,001327,2003,SWKS
1,17159,,1587.539,,,47,5151.586,1600.147,,,001327,2004,SWKS
0,24896,,726.646,,,44,2143.892,740.043,,,001327,2004,SWKS
0,24897,,614.769,,,38,1404.384,623.067,,,001327,2004,SWKS
0,28377,,627.5,,,59,2583.723,633.913,,,001327,2004,SWKS
0,28378,,655.385,,,44,1387.712,677.424,,,001327,2004,SWKS
1,17159,,549.8,,,49,2638.243,1337.954,,,001327,2005,SWKS
0,24896,,342.7,,,45,841.019,444.386,,,001327,2005,SWKS
0,24897,,298,,,39,796.3,399.667,,,001327,2005,SWKS
0,28377,,336.7,,,60,837.271,440.638,,,001327,2005,SWKS
0,28378,,318.9,,,45,854.345,457.712,,,001327,2005,SWKS
1,77,,300,,,,311.443,311.443,,,001380,1992,HES
1,78,,1025,,,,1036.443,1036.443,,,001380,1992,HES
1,79,,735,,,,746.443,746.443,,,001380,1992,HES
0,80,,575,,,,658.443,706.443,,,001380,1992,HES
1,81,,525,,,,536.443,536.443,,,001380,1992,HES
1,77,,300,,,79,311.792,311.792,,,001380,1993,HES
1,78,,1025,,,68,1036.792,1146.792,,,001380,1993,HES
1,79,,735,,,39,746.792,746.792,,,001380,1993,HES
0,80,,575,,,,616.792,616.792,,,001380,1993,HES
1,81,,550,,,54,561.792,561.792,,,001380,1993,HES
0,8762,,550,,,,550,550,,,001380,1993,HES
1,77,,300,,,80,307.5,307.5,,,001380,1994,HES
1,78,,1025,,,69,2022.5,2022.5,,,001380,1994,HES
1,79,,735,,,40,1732.5,1732.5,,,001380,1994,HES
1,80,,575,,,39,1775.5,1775.5,,,001380,1994,HES
1,81,,550,,,55,1052.5,1052.5,,,001380,1994,HES
0,8762,,550,,,,1045,1045,,,001380,1994,HES
0,8763,,150,,,,2081.525,2081.525,,,001380,1994,HES
0,12128,,475,,,,793.336,793.336,,,001380,1994,HES
1,77,,300,,,81,307.5,307.5,,,001380,1995,HES
1,79,,900,,,41,2956.601,907.5,,,001380,1995,HES
1,80,,775,,,40,2818.357,1581.337,,,001380,1995,HES
1,81,,600,,,56,1226.01,607.5,,,001380,1995,HES
1,8762,,600,,,51,1226.01,607.5,,,001380,1995,HES
1,8763,,600,,,48,1226.01,607.5,,,001380,1995,HES
0,12128,,500,,,,,719.276,,,001380,1995,HES
0,14290,,475,,,,,482.5,,,001380,1995,HES
1,79,,1200,,,42,3142.48,1207.5,,,001380,1996,HES
1,80,,1050,,,41,2382.89,1096.75,,,001380,1996,HES
1,81,,725,,,57,1246.956,732.5,,,001380,1996,HES
1,8762,,725,,,52,1246.956,732.5,,,001380,1996,HES
1,12128,,525,,,57,770.07,595.275,,,001380,1996,HES
0,14290,,500,,,,,507.5,,,001380,1996,HES
0,16416,,406,,,,,418.486,,,001380,1996,HES
1,79,,1500,,,43,6893.279,4245.5,,,001380,1997,HES
1,80,,1300,,,42,5616.223,3498,,,001380,1997,HES
1,81,,800,,,58,3500.639,2176.75,,,001380,1997,HES
1,8762,,800,,,53,3500.639,2176.75,,,001380,1997,HES
0,14290,,525,,,,1610.055,1080.5,,,001380,1997,HES
0,16416,,532,,,,,1085.851,,,001380,1997,HES
0,18920,,475,,,,,1022.5,,,001380,1997,HES
1,79,,1300,,,44,2849.009,1308,,,001380,1998,HES
1,80,,1150,,,43,2159.656,1158,,,001380,1998,HES
1,81,,750,,,59,1374.404,758,,,001380,1998,HES
1,8762,,750,,,54,1374.404,758,,,001380,1998,HES
0,16416,,560,,,,727.359,573.258,,,001380,1998,HES
0,18920,,495,,,,,501.4,,,001380,1998,HES
1,79,,2150,,,45,5200.503,2158,,,001380,1999,HES
1,80,,1825,,,44,4001.485,2348.4,,,001380,1999,HES
1,81,,1000,,,60,2225.001,1008,,,001380,1999,HES
1,8762,,1000,,,55,2225.001,1008,,,001380,1999,HES
0,18920,,575,,,,887.25,583,,,001380,1999,HES
1,79,,2865,,,46,7925.145,5886,,,001380,2000,HES
1,80,,2405,,,45,5444.487,5372.75,,,001380,2000,HES
1,81,,1245,,,61,3274.158,2458.5,,,001380,2000,HES
1,8762,,1245,,,56,3274.158,3341,,,001380,2000,HES
0,18920,,700,,,,1718.829,1311,,,001380,2000,HES
1,79,,2500,,,47,6583.076,2508.5,,,001380,2001,HES
1,81,,1100,,,62,3145.788,1651.25,,,001380,2001,HES
1,8762,,1100,,,57,2636.466,1694.105,,,001380,2001,HES
0,18920,,750,,,,2284.766,891.8,,,001380,2001,HES
1,23707,,412.5,,,55,4781.388,2744.1,,,001380,2001,HES
1,79,,2400,,,48,7039,7039,,,001380,2002,HES
1,81,,1190,,,63,3515,4885.555,,,001380,2002,HES
1,8762,,1050,,,58,2912.2,3115.91,,,001380,2002,HES
0,18920,,890,,,,2749.2,2749.2,,,001380,2002,HES
1,23707,,1550,,,56,3875,3875,,,001380,2002,HES
0,28641,,620,,,,1093.8,1093.8,,,001380,2002,HES
1,79,,3250,,,49,3262,3262,,,001380,2003,HES
1,81,,1500,,,64,1512,1512,,,001380,2003,HES
1,8762,,1300,,,59,1312,1312,,,001380,2003,HES
0,18920,,1150,,,,1162,1162,,,001380,2003,HES
1,23707,,2050,,,57,2062,2062,,,001380,2003,HES
0,28641,,750,,,,762,762,,,001380,2003,HES
1,79,,3900,,,50,9606.223,6809.5,,,001380,2004,HES
1,8762,,1375,,,60,3522.521,5411.298,,,001380,2004,HES
1,18920,,1400,,,51,3547.521,3070.431,,,001380,2004,HES
1,23707,,2500,,,58,6782.742,4685.2,,,001380,2004,HES
0,28641,,850,,,,2285.781,1586.6,,,001380,2004,HES
1,79,,4400,,,51,11159.711,23029.153,,,001380,2005,HES
1,8762,,1450,,,61,3593.267,4133.35,,,001380,2005,HES
1,18920,,1500,,,52,3732.045,2635.975,,,001380,2005,HES
1,23707,,2975,,,59,7959.156,5503.96,,,001380,2005,HES
0,28641,,950,,,,2383.045,1681.56,,,001380,2005,HES
1,99,,613.234,,,,630.91,630.91,,,001440,1992,AEP
1,100,,404.563,,,,468.263,468.263,,,001440,1992,AEP
0,101,,279.021,,,,294.597,294.597,,,001440,1992,AEP
0,102,,331.4,,,,340.796,340.796,,,001440,1992,AEP
0,103,,266.757,,,,283.793,283.793,,,001440,1992,AEP
1,104,,264.779,,,,278.655,278.655,,,001440,1992,AEP
0,105,,235.073,,,,250.189,250.189,,,001440,1992,AEP
0,4671,,223.497,,,,230.517,230.517,,,001440,1992,AEP
0,99,,255.26,,,,358.013,358.013,,,001440,1993,AEP
1,100,,687.075,,,52,705.255,705.255,,,001440,1993,AEP
1,101,,357.364,,,59,375.175,375.175,,,001440,1993,AEP
0,102,,353.844,,,,399.296,399.296,,,001440,1993,AEP
1,103,,343.325,,,61,361.325,361.325,,,001440,1993,AEP
1,104,,329.707,,,64,345.467,345.467,,,001440,1993,AEP
0,105,,317.799,,,,334.959,334.959,,,001440,1993,AEP
0,4671,,312.259,,,,323.425,323.425,,,001440,1993,AEP
1,100,,829.436,,,53,996.183,996.183,,,001440,1994,AEP
1,101,,408.029,,,60,485.811,485.811,,,001440,1994,AEP
1,103,,401.34,,,62,479.179,479.179,,,001440,1994,AEP
0,105,,374.584,,,,448.178,448.178,,,001440,1994,AEP
0,4671,,357.193,,,,423.878,423.878,,,001440,1994,AEP
1,100,,921.325,,,54,1286.966,1286.966,,,001440,1995,AEP
1,101,,443.85,,,61,607.729,607.729,,,001440,1995,AEP
1,103,,443.85,,,63,605.492,605.492,,,001440,1995,AEP
0,105,,403.5,,,,555.232,555.232,,,001440,1995,AEP
0,4671,,383.325,,,,527.439,527.439,,,001440,1995,AEP
1,100,,1001.664,,,55,1709.557,1709.557,,,001440,1996,AEP
1,101,,500.832,,,62,812.847,812.847,,,001440,1996,AEP
1,103,,500.832,,,64,808.31,808.31,,,001440,1996,AEP
0,105,,445.184,,,,727.988,727.988,,,001440,1996,AEP
0,4671,,421.534,,,,695.549,695.549,,,001440,1996,AEP
1,100,,1047.744,,,56,2030.496,2030.496,,,001440,1997,AEP
1,101,,538.345,,,,951.708,951.708,,,001440,1997,AEP
1,103,,538.345,,,,951.708,951.708,,,001440,1997,AEP
0,105,,496.396,,,,881.402,881.402,,,001440,1997,AEP
0,4671,,454.447,,,,810.849,810.849,,,001440,1997,AEP
1,100,,974.376,,,57,1425.223,1425.223,,,001440,1998,AEP
0,105,,462.859,,,,653.618,653.618,,,001440,1998,AEP
0,4671,,426.317,,,,605.291,605.291,,,001440,1998,AEP
0,16219,,426.317,,,,525.404,525.404,,,001440,1998,AEP
0,16220,,377.595,,,,518.889,518.889,,,001440,1998,AEP
0,21103,,353.234,,,,448.913,448.913,,,001440,1998,AEP
1,100,,1028.28,,,58,1131.498,1131.498,,,001440,1999,AEP
0,105,,471.12,,,,526.81,526.81,,,001440,1999,AEP
0,4671,,435.786,,,,486.833,486.833,,,001440,1999,AEP
0,16219,,441.675,,,,480.159,480.159,,,001440,1999,AEP
0,16220,,388.674,,,,451.68,451.68,,,001440,1999,AEP
0,21103,,371.007,,,,405.892,405.892,,,001440,1999,AEP
1,100,,1335.775,,,59,5886.593,1442.474,,,001440,2000,AEP
0,105,,588.927,,,,1921.069,651.321,,,001440,2000,AEP
0,16219,,553.449,,,,1869.176,599.428,,,001440,2000,AEP
0,16220,,496.685,,,,,566.797,,,001440,2000,AEP
0,21102,,7000,,,,7044.547,7044.547,,,001440,2000,AEP
0,21103,,517.972,,,,1834.794,565.046,,,001440,2000,AEP
0,23620,,444.917,,,,,10439.385,,,001440,2000,AEP
0,23621,,503.78,,,,,551.726,,,001440,2000,AEP
1,100,,1592.09,,,60,2025.738,2025.738,,,001440,2001,AEP
0,105,,674.25,,,,2946.263,2946.263,,,001440,2001,AEP
0,16220,,573.378,,,,743.279,743.279,,,001440,2001,AEP
0,21103,,727.476,,,,886.749,886.749,,,001440,2001,AEP
1,23620,,946.057,,,56,1170.979,1550.682,,,001440,2001,AEP
0,23621,,711.942,,,,839.88,839.88,,,001440,2001,AEP
1,100,,1054.038,,,61,2788.771,1189.455,,,001440,2002,AEP
0,21103,,530.962,,,,1013.906,611.792,,,001440,2002,AEP
0,23620,,691.577,,,,1499.139,813.718,,,001440,2002,AEP
0,23621,,500.847,,,,982.334,580.22,,,001440,2002,AEP
0,25144,,517.279,,,,1029.144,639.608,,,001440,2002,AEP
0,26785,,345.517,,,,,405.493,,,001440,2002,AEP
0,28597,,450.655,,,,,519.508,,,001440,2002,AEP
1,100,,2074.223,,,,2137.652,2137.652,,,001440,2003,AEP
0,21103,,758.148,,,,935.133,797.298,,,001440,2003,AEP
0,23620,,959.033,,,,1275.035,1004.878,,,001440,2003,AEP
0,23621,,732.964,,,,908.007,770.172,,,001440,2003,AEP
0,25144,,601.635,,,,,627.086,,,001440,2003,AEP
0,26785,,659.465,,,,826.626,688.791,,,001440,2003,AEP
0,28597,,716.596,,,,,745.603,,,001440,2003,AEP
0,21103,,827.961,,,,1798.856,2010.034,,,001440,2004,AEP
