,GVKEY,TICKER,TOTAL_SEC,OTHCOMP,NONEQ_INCENT,CASH_FEES,STOCK_AWARDS,OPTION_AWARDS,SPCODE,CUSIP,CONAME,YEAR,YEAR_y,total_director_comp,total_OTHCOMP,total_NONEQ_INCENT,total_CASH_FEES,total_STOCK_AWARDS,total_OPTION_AWARDS,MKVALT,SIZE_CATEGORY,signature_index
262,1988,BALL,249.621,0.0,17.85,85.0,130.043,0.0,SP,05849810,BALL CORP,2013,2010,1997.455,165.365,270.0,662.0,900.09,0.0,7341.8159,Medium,8eb32fcea92fa18ecc160a15d6e30d77
263,1988,BALL,263.961,0.0,28.35,85.0,130.024,0.0,SP,05849810,BALL CORP,2014,2010,1997.455,165.365,270.0,662.0,900.09,0.0,9336.9722,Medium,d725dd67e96d11b10ae8985edde2a37b
264,1988,BALL,254.277,0.0,18.75,85.75,130.032,0.0,SP,05849810,BALL CORP,2015,2010,1997.455,165.365,270.0,662.0,900.09,0.0,10348.679,Big,d1e616cceb5f33f4fd2080c81ced0e05
265,1988,BALL,499.474,0.0,20.4,87.25,372.252,0.0,SP,05849810,BALL CORP,2016,2010,1997.455,165.365,270.0,662.0,900.09,0.0,13127.1156,Big,07f7bf1c6f23748cc75cb55020b3552b
266,1988,BALL,290.393,0.0,24.3,105.0,145.003,0.0,SP,05849810,BALL CORP,2017,2010,1997.455,165.365,270.0,662.0,900.09,0.0,13242.9959,Big,8e4a73d2b6f8731f9830b52893de5b98
267,1988,BALL,283.328,0.0,19.8,105.75,145.033,0.0,SP,05849810,BALL CORP,2018,2010,1997.455,165.365,270.0,662.0,900.09,0.0,15415.1628,Big,8ade25cfb7aa67d834db9300bb871cc4
268,1988,BALL,291.723,0.0,14.1,118.626,145.012,0.0,SP,05849810,BALL CORP,2019,2010,1997.455,165.365,270.0,662.0,900.09,0.0,20994.1455,Big,b3756e87fd230a15401876e215eb6ce1
269,2019,BK,206.816,0.247,0.0,96.6,109.969,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2010,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,37494.206,Big,338520a564518c33ee790077cb8bf802
270,2019,BK,206.816,0.247,0.0,96.6,109.969,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2010,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,37494.206,Big,c3822e20c9e880ca5a39920ee2395844
271,2019,BK,223.127,0.334,0.0,112.8,109.993,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2011,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,24084.6093,Big,c4ee40275fd5f5e70d29bce05d26b2f3
272,2019,BK,223.127,0.334,0.0,112.8,109.993,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2011,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,24084.6093,Big,e63b6278770d0a20b703d4885a6965ca
273,2019,BK,221.37,0.37,0.0,111.0,110.0,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2012,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,29901.693,Big,e0b505d5a4ce75fc80897e0b22062c4a
274,2019,BK,221.37,0.37,0.0,111.0,110.0,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2012,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,29901.693,Big,cfd9d3f7273906c408fa1f5315621f14
275,2019,BK,219.6,0.423,0.0,109.2,109.977,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2013,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,39910.215,Big,acae790342e0d2348ba06c7eef835207
276,2019,BK,219.6,0.423,0.0,109.2,109.977,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2013,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,39910.215,Big,62860f92aa1e3d9c8be82daabac4aeb6
277,2019,BK,261.774,0.491,0.0,131.308,129.975,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2014,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,45366.51,Big,2949d94f0c9ed6d4b5589f0980a1f698
278,2019,BK,261.774,0.491,0.0,131.308,129.975,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2014,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,45366.51,Big,6977f69db00d3120f3165c90d2808943
279,2019,BK,54.288,0.385,0.0,53.903,0.0,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2015,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,44737.8385,Big,26b35fc0ebce4b9c70a496d96a7c6ee4
280,2019,BK,54.288,0.385,0.0,53.903,0.0,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2015,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,44737.8385,Big,5449d1857b9db2850b2479f78ef2a8c5
281,2019,BK,281.864,3.785,0.0,143.6,129.996,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2016,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,49629.9814,Big,75b65c7e5d67720fcee2d0ba1d9114d9
282,2019,BK,281.864,3.785,0.0,143.6,129.996,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2016,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,49629.9814,Big,376bcf539d5771e6845cb1fc8378fd8d
283,2019,BK,306.531,3.381,0.0,167.2,129.965,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2017,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,54583.9861,Big,10696773db8d15900419db7e76549285
284,2019,BK,306.531,3.381,0.0,167.2,129.965,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2017,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,54583.9861,Big,ac97d9d8baf72ac569e1ac167e60c055
285,2019,BK,212.46,0.0,0.0,82.5,129.96,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2018,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,45207.2518,Big,ebd9e4f56022452f599eb38a69f03f66
286,2019,BK,212.46,0.0,0.0,82.5,129.96,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2018,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,45207.2518,Big,cab3ae326220a2fe9fcacfaa89939f03
287,2019,BK,210.0,0.0,0.0,55.0,155.0,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2019,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,45331.3754,Big,fcf2319f8aed3678087b85eca9476f05
288,2019,BK,210.0,0.0,0.0,55.0,155.0,0.0,SP,06405810,BANK OF NEW YORK MELLON CORP,2019,2010,3054.715,11.584,0.0,1520.399,1429.597,0.0,45331.3754,Big,c2266425ebc716de8ae398b11ac268db
289,2086,BAX,209.728,3.653,0.0,104.0,64.915,37.16,SP,07181310,BAXTER INTERNATIONAL INC,2010,2010,2552.377,41.977,0.0,1285.5,778.98,445.91999999999996,29396.7045,Big,17a00660a8b62ad33075c09633af29ec
290,2086,BAX,44.054,2.387,0.0,41.667,0.0,0.0,SP,07181310,BAXTER INTERNATIONAL INC,2011,2010,2552.377,41.977,0.0,1285.5,778.98,445.91999999999996,27756.7956,Big,af1e3c8c72ca6db8f8c1c960d34cb79f
291,2086,BAX,69.569,0.819,0.0,68.75,0.0,0.0,SP,07181310,BAXTER INTERNATIONAL INC,2012,2010,2552.377,41.977,0.0,1285.5,778.98,445.91999999999996,36410.6252,Big,b8fe5df2a2455260b821ba4f895bea03
292,2086,BAX,272.674,3.322,0.0,117.0,109.728,42.624,SP,07181310,BAXTER INTERNATIONAL INC,2013,2010,2552.377,41.977,0.0,1285.5,778.98,445.91999999999996,37768.2929,Big,2823eeec05a5c2022f402c51bb0240a1
293,2086,BAX,279.334,3.151,0.0,117.0,110.215,48.968,SP,07181310,BAXTER INTERNATIONAL INC,2014,2010,2552.377,41.977,0.0,1285.5,778.98,445.91999999999996,39750.8836,Big,c9df505708a77ba66be702bd0f6c9dae
294,2086,BAX,301.69,2.79,0.0,131.0,114.923,52.977,SP,07181310,BAXTER INTERNATIONAL INC,2015,2010,2552.377,41.977,0.0,1285.5,778.98,445.91999999999996,20893.0383,Big,7e4ac0733bdb84634f13c2274a275a94
295,2086,BAX,280.42,1.388,0.0,115.0,114.97,49.062,SP,07181310,BAXTER INTERNATIONAL INC,2016,2010,2552.377,41.977,0.0,1285.5,778.98,445.91999999999996,23926.0857,Big,14edc46652def0ec3011143871a3c91c
296,2086,BAX,333.694,16.0,0.0,107.0,200.804,9.89,SP,07181310,BAXTER INTERNATIONAL INC,2017,2010,2552.377,41.977,0.0,1285.5,778.98,445.91999999999996,35001.0733,Big,cf0b4ba4a09571946730c0103a51ab7d
297,2086,BAX,320.1,15.085,0.0,120.0,185.015,0.0,SP,07181310,BAXTER INTERNATIONAL INC,2018,2010,2552.377,41.977,0.0,1285.5,778.98,445.91999999999996,33765.5942,Big,9b4a194e61763e376c29e927db11798e
298,2086,BAX,324.757,19.781,0.0,120.0,184.976,0.0,SP,07181310,BAXTER INTERNATIONAL INC,2019,2010,2552.377,41.977,0.0,1285.5,778.98,445.91999999999996,42324.6811,Big,1c1ef199bdb6214132a2eec8095cc866
299,2111,BDX,91.942,0.0,0.0,13.726,78.216,0.0,SP,07588710,BECTON DICKINSON & CO,2010,2010,2847.982,11.5,0.0,953.226,1883.2559999999999,0.0,17029.3656,Big,c4e9df52143117c6565092452295cb34
300,2111,BDX,225.708,0.0,0.0,75.0,150.708,0.0,SP,07588710,BECTON DICKINSON & CO,2011,2010,2847.982,11.5,0.0,953.226,1883.2559999999999,0.0,15750.4558,Big,701c17f1d2eb0515b9a86f9bee0baf99
301,2111,BDX,251.17,5.0,0.0,79.0,167.17,0.0,SP,07588710,BECTON DICKINSON & CO,2012,2010,2847.982,11.5,0.0,953.226,1883.2559999999999,0.0,15469.3282,Big,eb824ca9edf49a7e5aec607e666e987c
302,2111,BDX,250.15,0.0,0.0,81.0,169.15,0.0,SP,07588710,BECTON DICKINSON & CO,2013,2010,2847.982,11.5,0.0,953.226,1883.2559999999999,0.0,19403.78,Big,3d887036995c59ee5f9b82ff129fa40d
303,2111,BDX,192.004,0.0,0.0,44.49,147.514,0.0,SP,07588710,BECTON DICKINSON & CO,2014,2010,2847.982,11.5,0.0,953.226,1883.2559999999999,0.0,21839.2285,Big,17370601a38426dfa67977c16f93e0cf
304,2111,BDX,280.953,0.0,0.0,89.667,191.286,0.0,SP,07588710,BECTON DICKINSON & CO,2015,2010,2847.982,11.5,0.0,953.226,1883.2559999999999,0.0,27950.9314,Big,1ae9c80f7fcf517886f419502286d424
305,2111,BDX,281.361,5.0,0.0,92.0,184.361,0.0,SP,07588710,BECTON DICKINSON & CO,2016,2010,2847.982,11.5,0.0,953.226,1883.2559999999999,0.0,38334.7914,Big,0525467979c27cfd79d9347a408fec95
306,2111,BDX,301.611,5.0,0.0,95.416,201.195,0.0,SP,07588710,BECTON DICKINSON & CO,2017,2010,2847.982,11.5,0.0,953.226,1883.2559999999999,0.0,44665.2349,Big,2257fdd87c2da620d3e1ee4bb971436c
307,2111,BDX,329.249,5.0,0.0,103.387,220.862,0.0,SP,07588710,BECTON DICKINSON & CO,2018,2010,2847.982,11.5,0.0,953.226,1883.2559999999999,0.0,70006.464,Big,eb40a8f57fea0139c97ee61623941d62
308,2111,BDX,332.772,5.0,0.0,107.0,220.772,0.0,SP,07588710,BECTON DICKINSON & CO,2019,2010,2847.982,11.5,0.0,953.226,1883.2559999999999,0.0,68407.2139,Big,7e2d1a8ea1bc2ff9df463c0606dc3bbb
309,2136,VZ,241.0,0.0,0.0,111.0,130.0,0.0,SP,92343V10,VERIZON COMMUNICATIONS INC,2010,2010,2856.737,0.0,0.0,1208.833,1626.023,0.0,101150.8829,Huge,cfefb855dd98e13835ee95b462f98b98
310,2136,VZ,233.0,0.0,0.0,103.0,130.0,0.0,SP,92343V10,VERIZON COMMUNICATIONS INC,2011,2010,2856.737,0.0,0.0,1208.833,1626.023,0.0,113700.7219,Huge,2360f26b7f4785004b8dc4f5c0831cb0
311,2136,VZ,277.0,0.0,0.0,127.0,150.0,0.0,SP,92343V10,VERIZON COMMUNICATIONS INC,2012,2010,2856.737,0.0,0.0,1208.833,1626.023,0.0,123690.2806,Huge,f8e73f052b0cf4b9a01b2569047e5b7c
312,2136,VZ,284.0,0.0,0.0,134.0,150.0,0.0,SP,92343V10,VERIZON COMMUNICATIONS INC,2013,2010,2856.737,0.0,0.0,1208.833,1626.023,0.0,140638.68,Huge,d6c291047ef578428d4f814db6dbe4e6
313,2136,VZ,299.333,0.0,0.0,149.333,150.0,0.0,SP,92343V10,VERIZON COMMUNICATIONS INC,2014,2010,2856.737,0.0,0.0,1208.833,1626.023,0.0,194369.2159,Huge,764a530c9311a50a37e7fae071be712b
314,2136,VZ,309.0,5.0,0.0,154.0,150.0,0.0,SP,92343V10,VERIZON COMMUNICATIONS INC,2015,2010,2856.737,0.0,0.0,1208.833,1626.023,0.0,188262.1485,Huge,d4beb1804e10301869eb86d64b88400a
315,2136,VZ,307.0,5.0,0.0,152.0,150.0,0.0,SP,92343V10,VERIZON COMMUNICATIONS INC,2016,2010,2856.737,0.0,0.0,1208.833,1626.023,0.0,217613.3919,Huge,9c34bfbb0acc9c8d7c23ae01f3925793
316,2136,VZ,354.0,0.0,0.0,179.0,175.0,0.0,SP,92343V10,VERIZON COMMUNICATIONS INC,2017,2010,2856.737,0.0,0.0,1208.833,1626.023,0.0,215926.6647,Huge,335a8285ce6e55ffc5fd0abba713061b
317,2136,VZ,372.0,5.0,0.0,192.0,175.0,0.0,SP,92343V10,VERIZON COMMUNICATIONS INC,2018,2010,2856.737,0.0,0.0,1208.833,1626.023,0.0,232302.8953,Huge,d9b32f4750a91ec4eabf3d5dd1a73791
318,2136,VZ,242.167,5.0,0.0,62.167,175.0,0.0,SP,92343V10,VERIZON COMMUNICATIONS INC,2019,2010,2856.737,0.0,0.0,1208.833,1626.023,0.0,253939.8392,Huge,678c1a5d721c1486d8f22f5bf50fde68
319,2176,BRK.B,2.7,0.0,0.0,2.7,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2010,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,e483b97e0728010bfefad0896cbb20ce
320,2176,BRK.B,2.7,0.0,0.0,2.7,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2010,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,eb76cb25b4a448623eaceeafd06fedd8
321,2176,BRK.B,5.3,0.0,0.0,5.3,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2011,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,189192.9109,Huge,9e0d905cb0ad05c1d6605bf93bed55a3
322,2176,BRK.B,5.3,0.0,0.0,5.3,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2011,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,189192.9109,Huge,80717d5a1e4633fa334d2b25285cd8ad
323,2176,BRK.B,5.8,0.0,0.0,5.8,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2012,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,220625.7545,Huge,286ed8200a9740569ec86ab17b962df8
324,2176,BRK.B,5.8,0.0,0.0,5.8,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2012,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,220625.7545,Huge,1e2e74a93153deed349a12949a02a95d
325,2176,BRK.B,6.1,0.0,0.0,6.1,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2013,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,292404.7315,Huge,f86a616b4bf01263227d233185a8ebe4
326,2176,BRK.B,6.1,0.0,0.0,6.1,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2013,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,292404.7315,Huge,0bceec12586b80de22014293def8341a
327,2176,BRK.B,6.7,0.0,0.0,6.7,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2014,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,f4025af736d68a7880cf96974ad6e0f7
328,2176,BRK.B,6.7,0.0,0.0,6.7,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2014,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,f6a792a552c5762d61365d66dac344dc
329,2176,BRK.B,7.0,0.0,0.0,7.0,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2015,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,a5d2c827cbdbf71d2fbcc3b6d0355c47
330,2176,BRK.B,7.0,0.0,0.0,7.0,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2015,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,fb181bacfeead9f6cb1ab4e054ee6c93
331,2176,BRK.B,6.7,0.0,0.0,6.7,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2016,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,fe8e14a26707e2fa90fa62771d83f1cb
332,2176,BRK.B,6.7,0.0,0.0,6.7,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2016,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,52464182bfe187f8be8cd61ba840bbd4
333,2176,BRK.B,6.7,0.0,0.0,6.7,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2017,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,ecbe2ed147b9050099c9f163aa0aaa14
334,2176,BRK.B,6.7,0.0,0.0,6.7,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2017,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,3c6233fe5234fd99f03641b10130d45a
335,2176,BRK.B,7.3,0.0,0.0,7.3,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2018,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,502273.8156,Huge,a8005ce115f22ab9c65125b4894291ab
336,2176,BRK.B,7.3,0.0,0.0,7.3,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2018,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,502273.8156,Huge,98a0ccdc197ec092dba0fcd1d77d64fa
337,2176,BRK.B,6.7,0.0,0.0,6.7,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2019,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,82aabd00f7ceed05ba3efff5044eda06
338,2176,BRK.B,6.7,0.0,0.0,6.7,0.0,0.0,SP,08467070,BERKSHIRE HATHAWAY,2019,2010,36.300000000000004,0.0,0.0,111.3,0.0,0.0,,,b9e4aff90a2ab81b6a826f5751cb23e6
339,2184,BBY,188.629,18.75,0.0,28.929,0.0,147.2,SP,08651610,BEST BUY CO INC,2010,2010,3025.881,264.851,0.0,864.2860000000001,0.0,1913.6,12657.1016,Big,3ca85190799ed30f2b4d9e01cb5b139c
340,2184,BBY,204.0,0.0,0.0,85.0,119.0,0.0,SP,08651610,BEST BUY CO INC,2011,2010,3025.881,264.851,0.0,864.2860000000001,0.0,1913.6,8432.58,Medium,f1c43f4671a07e9def3bfe64a53126d3
341,2184,BBY,172.4,0.0,0.0,85.0,87.4,0.0,SP,08651610,BEST BUY CO INC,2012,2010,3025.881,264.851,0.0,864.2860000000001,0.0,1913.6,5500.3678,Medium,1f815e7e64583cae8716a1f7509954f4
342,2184,BBY,244.297,0.0,0.0,69.292,175.005,0.0,SP,08651610,BEST BUY CO INC,2013,2010,3025.881,264.851,0.0,864.2860000000001,0.0,1913.6,8162.5185,Medium,7a2290c472ea67cb9d1e59243f85a8fe
343,2184,BBY,261.564,0.0,0.0,90.0,171.564,0.0,SP,08651610,BEST BUY CO INC,2014,2010,3025.881,264.851,0.0,864.2860000000001,0.0,1913.6,12371.6736,Big,27dcd08410269e2c30ce2222d48cd223
344,2184,BBY,296.502,0.0,0.0,116.209,180.293,0.0,SP,08651610,BEST BUY CO INC,2015,2010,3025.881,264.851,0.0,864.2860000000001,0.0,1913.6,9043.1475,Medium,ce4f5f79cba97cdf52d490450236d40d
345,2184,BBY,312.978,0.0,0.0,130.0,182.978,0.0,SP,08651610,BEST BUY CO INC,2016,2010,3025.881,264.851,0.0,864.2860000000001,0.0,1913.6,13850.5282,Big,6bbd0040d2c41cb3e51d45d76981a4e8
346,2184,BBY,400.467,0.0,0.0,210.0,190.467,0.0,SP,08651610,BEST BUY CO INC,2017,2010,3025.881,264.851,0.0,864.2860000000001,0.0,1913.6,20675.1033,Big,c10784d79671b48dd0b287a7115222c7
347,2184,BBY,114.044,0.0,0.0,12.61,101.434,0.0,SP,08651610,BEST BUY CO INC,2018,2010,3025.881,264.851,0.0,864.2860000000001,0.0,1913.6,15740.2457,Big,9a04235a3d42f2bedab2dc36bf0b2bd9
348,2184,BBY,290.053,0.0,0.0,95.0,195.053,0.0,SP,08651610,BEST BUY CO INC,2019,2010,3025.881,264.851,0.0,864.2860000000001,0.0,1913.6,21722.4769,Big,07a431a6691f8bfc75b52408055f1248
349,2220,BIO,23.625,0.0,0.0,23.625,0.0,0.0,SP,09057220,BIO-RAD LABORATORIES INC,2010,2010,134.625,0.0,0.0,134.625,0.0,0.0,2896.2601,Medium,9ad9660dea573ed12fb44cad6eee7ddf
350,2220,BIO,55.25,0.0,0.0,55.25,0.0,0.0,SP,09057220,BIO-RAD LABORATORIES INC,2011,2010,134.625,0.0,0.0,134.625,0.0,0.0,2703.117,Medium,b84b8e7fc2949b0c58202ae42cb6dc4e
351,2220,BIO,60.0,0.0,0.0,60.0,0.0,0.0,SP,09057220,BIO-RAD LABORATORIES INC,2012,2010,134.625,0.0,0.0,134.625,0.0,0.0,2986.9345,Medium,4033e2989713335ffe4445bec6e23e83
352,2220,BIO,20.0,0.0,0.0,20.0,0.0,0.0,SP,09057220,BIO-RAD LABORATORIES INC,2013,2010,134.625,0.0,0.0,134.625,0.0,0.0,3557.6397,Medium,704520c1c9bc4b6f741d0c906d74d9fd
353,2220,BIO,42.5,0.0,0.0,42.5,0.0,0.0,SP,09057220,BIO-RAD LABORATORIES INC,2014,2010,134.625,0.0,0.0,134.625,0.0,0.0,3504.4243,Medium,1e4f85d75813b719dfea6c08fabc0f14
354,2220,BIO,135.0,0.0,0.0,135.0,0.0,0.0,SP,09057220,BIO-RAD LABORATORIES INC,2015,2010,134.625,0.0,0.0,134.625,0.0,0.0,4066.0302,Medium,337e9e7e66d25b9437164d7bcbcc33a3
355,2220,BIO,85.0,0.0,0.0,85.0,0.0,0.0,SP,09057220,BIO-RAD LABORATORIES INC,2016,2010,134.625,0.0,0.0,134.625,0.0,0.0,5395.7526,Medium,aaa45e14c7c1cb82c8edcad1938a0ab5
356,2220,BIO,28.333,0.0,0.0,28.333,0.0,0.0,SP,09057220,BIO-RAD LABORATORIES INC,2017,2010,134.625,0.0,0.0,134.625,0.0,0.0,7106.8797,Medium,69767a069583370e1b4a3122929446da
357,2220,BIO,143.0,0.0,0.0,143.0,0.0,0.0,SP,09057220,BIO-RAD LABORATORIES INC,2018,2010,134.625,0.0,0.0,134.625,0.0,0.0,6909.0751,Medium,1f97bf9c20e8a0363de85a34d721a2a4
358,2220,BIO,143.0,0.0,0.0,143.0,0.0,0.0,SP,09057220,BIO-RAD LABORATORIES INC,2019,2010,134.625,0.0,0.0,134.625,0.0,0.0,11071.3291,Big,f1de142150e0530c634decf418e1d5fe
359,2285,BA,271.213,31.0,0.0,110.213,130.0,0.0,SP,09702310,BOEING CO,2010,2010,3070.071,296.75,0.0,1253.835,1519.4859999999999,0.0,47983.0023,Big,9528558c9d74ad7b3b80052bec7dd49d
360,2285,BA,296.5,31.5,0.0,125.0,140.0,0.0,SP,09702310,BOEING CO,2011,2010,3070.071,296.75,0.0,1253.835,1519.4859999999999,0.0,54624.1118,Big,ffa9632d18c2cea4a7f837398ceb3125
361,2285,BA,163.5,31.0,0.0,62.5,70.0,0.0,SP,09702310,BOEING CO,2012,2010,3070.071,296.75,0.0,1253.835,1519.4859999999999,0.0,56944.3522,Big,beb5ed92d7d584d0848be9c5364efb93
362,2285,BA,301.5,31.5,0.0,120.0,150.0,0.0,SP,09702310,BOEING CO,2013,2010,3070.071,296.75,0.0,1253.835,1519.4859999999999,0.0,102009.7597,Huge,afb7882048ad7a96173da845000cdc91
363,2285,BA,301.5,31.5,0.0,120.0,150.0,0.0,SP,09702310,BOEING CO,2014,2010,3070.071,296.75,0.0,1253.835,1519.4859999999999,0.0,91860.5054,Big,a83b164d5f5450ffaaf1cd63d3a59072
364,2285,BA,336.172,31.0,0.0,140.172,165.0,0.0,SP,09702310,BOEING CO,2015,2010,3070.071,296.75,0.0,1253.835,1519.4859999999999,0.0,96387.1642,Big,b07ea2aa747ead99fcbb43d87194c985
365,2285,BA,30.0,30.0,0.0,0.0,0.0,0.0,SP,09702310,BOEING CO,2016,2010,3070.071,296.75,0.0,1253.835,1519.4859999999999,0.0,96078.2234,Big,d854cbfe4405431714b6754198ad53f2
366,2285,BA,409.675,31.0,0.0,163.06,215.615,0.0,SP,09702310,BOEING CO,2017,2010,3070.071,296.75,0.0,1253.835,1519.4859999999999,0.0,174303.3115,Huge,bf40e9fea803f6e1f24ba3ced2c09925
367,2285,BA,346.0,31.0,0.0,135.0,180.0,0.0,SP,09702310,BOEING CO,2018,2010,3070.071,296.75,0.0,1253.835,1519.4859999999999,0.0,183064.2225,Huge,4cc93b982c79311c7051e3dc277593a5
368,2285,BA,353.611,17.5,0.0,135.0,201.111,0.0,SP,09702310,BOEING CO,2019,2010,3070.071,296.75,0.0,1253.835,1519.4859999999999,0.0,183373.2358,Huge,3c8e7d4821c5479db90715df7aecaf9a
369,2312,RHI,16.067,1.817,0.0,14.25,0.0,0.0,SP,77032310,ROBERT HALF INTL INC,2010,2010,1388.06,41.852000000000004,0.0,364.5,981.708,0.0,4473.1998,Medium,98cb733dadaa3031841fefdf6e1978d4
370,2312,RHI,13.0,0.0,0.0,13.0,0.0,0.0,SP,77032310,ROBERT HALF INTL INC,2011,2010,1388.06,41.852000000000004,0.0,364.5,981.708,0.0,4043.7676,Medium,573689bd87a7d2528d97a379d696749c
371,2312,RHI,242.126,0.0,0.0,64.0,178.126,0.0,SP,77032310,ROBERT HALF INTL INC,2012,2010,1388.06,41.852000000000004,0.0,364.5,981.708,0.0,4436.949,Medium,52cd9bb3488359dfb4f21ddc588cd832
372,2312,RHI,284.062,0.0,0.0,67.0,217.062,0.0,SP,77032310,ROBERT HALF INTL INC,2013,2010,1388.06,41.852000000000004,0.0,364.5,981.708,0.0,5772.1973,Medium,4de8bf429c486a79dc0f4d3225948ec8
373,2312,RHI,346.62,0.0,0.0,67.0,279.62,0.0,SP,77032310,ROBERT HALF INTL INC,2014,2010,1388.06,41.852000000000004,0.0,364.5,981.708,0.0,7889.1229,Medium,0964ca8e81564e9aff6eed1a8d63b2ba
374,2312,RHI,345.111,0.0,0.0,65.5,279.611,0.0,SP,77032310,ROBERT HALF INTL INC,2015,2010,1388.06,41.852000000000004,0.0,364.5,981.708,0.0,6182.6938,Medium,b42fda218b786de5acb21bbc44b94436
375,2312,RHI,307.11,0.0,0.0,27.5,279.61,0.0,SP,77032310,ROBERT HALF INTL INC,2016,2010,1388.06,41.852000000000004,0.0,364.5,981.708,0.0,6233.9377,Medium,9422c70a073f9eb308ec6237da3fcc51
376,2312,RHI,329.657,0.0,0.0,50.063,279.594,0.0,SP,77032310,ROBERT HALF INTL INC,2017,2010,1388.06,41.852000000000004,0.0,364.5,981.708,0.0,6901.4559,Medium,f71260744c16b871a7bf4832126a7e7b
