,GVKEY,TICKER,TOTAL_SEC,OTHCOMP,NONEQ_INCENT,CASH_FEES,STOCK_AWARDS,OPTION_AWARDS,SPCODE,CUSIP,CONAME,YEAR,YEAR_y,total_director_comp,total_OTHCOMP,total_NONEQ_INCENT,total_CASH_FEES,total_STOCK_AWARDS,total_OPTION_AWARDS,MKVALT,SIZE_CATEGORY,signature_index
3136,20116,PAYC,77.5,0.0,0.0,77.5,0.0,0.0,SP,70432V10,PAYCOM SOFTWARE INC,2014,2013,0.0,0.0,0.0,0.0,0.0,0.0,1417.4229,Tiny,4365352979f56e07f3a09e1cd0546032
3137,20116,PAYC,100.0,0.0,0.0,100.0,0.0,0.0,SP,70432V10,PAYCOM SOFTWARE INC,2015,2013,0.0,0.0,0.0,0.0,0.0,0.0,2149.4256,Medium,6210c12e0de044b02fb48e6222d32641
3138,20116,PAYC,63.494,0.0,0.0,38.5,24.994,0.0,SP,70432V10,PAYCOM SOFTWARE INC,2016,2013,0.0,0.0,0.0,0.0,0.0,0.0,2607.9872,Medium,4c70ead509d023cd8c00d9ff1304f20c
3139,20116,PAYC,178.95,0.0,0.0,79.0,99.95,0.0,SP,70432V10,PAYCOM SOFTWARE INC,2017,2013,0.0,0.0,0.0,0.0,0.0,0.0,4642.1904,Medium,3a850f1968be6285525a95b006a278f5
3140,20116,PAYC,270.419,0.0,0.0,83.0,187.419,0.0,SP,70432V10,PAYCOM SOFTWARE INC,2018,2013,0.0,0.0,0.0,0.0,0.0,0.0,7013.5687,Medium,00fbf0a1681c50b1e224c80071a53861
3141,20116,PAYC,307.973,0.0,0.0,83.0,224.973,0.0,SP,70432V10,PAYCOM SOFTWARE INC,2019,2013,0.0,0.0,0.0,0.0,0.0,0.0,15266.0616,Big,6073c59be507443bbca56179f26bfa4d
3142,20228,CTLT,0.0,0.0,0.0,0.0,0.0,0.0,SP,14880610,CATALENT INC,2013,2013,125.0,0.0,0.0,125.0,0.0,0.0,,,d0ee001c734c1e5e64eeaa21180f3ca3
3143,20228,CTLT,0.0,0.0,0.0,0.0,0.0,0.0,SP,14880610,CATALENT INC,2014,2013,125.0,0.0,0.0,125.0,0.0,0.0,,,f9dccd6e2b1e2c5ef1ad516fe3ab6ecd
3144,20228,CTLT,259.995,0.0,0.0,120.0,139.995,0.0,SP,14880610,CATALENT INC,2015,2013,125.0,0.0,0.0,125.0,0.0,0.0,3646.2763,Medium,123ac9d8830d26790e22c1198ec7c3a1
3145,20228,CTLT,259.995,0.0,0.0,120.0,139.995,0.0,SP,14880610,CATALENT INC,2016,2013,125.0,0.0,0.0,125.0,0.0,0.0,2867.1289,Medium,807ea76d4c6b5bdac6e164b5149a6f02
3146,20228,CTLT,102.171,0.0,0.0,45.425,56.746,0.0,SP,14880610,CATALENT INC,2017,2013,125.0,0.0,0.0,125.0,0.0,0.0,4389.255,Medium,1426d315873d1f4eaa7d8204a571817b
3147,20228,CTLT,208.676,0.0,0.0,68.681,139.995,0.0,SP,14880610,CATALENT INC,2018,2013,125.0,0.0,0.0,125.0,0.0,0.0,5589.1314,Medium,755cb049e99514b7f75314855841db95
3148,20228,CTLT,33.936,0.0,0.0,12.363,21.573,0.0,SP,14880610,CATALENT INC,2019,2013,125.0,0.0,0.0,125.0,0.0,0.0,7900.457,Medium,4e2224160d89d97942c6dd03d2c8d0f5
3149,20232,KEYS,534.557,0.0,0.0,90.0,444.557,0.0,SP,49338L10,KEYSIGHT TECHNOLOGIES INC,2015,2015,2877.785,0.0,0.0,655.0,2222.785,0.0,5610.0703,Medium,8357ed3d4b8b1977212e63d30783c0ff
3150,20232,KEYS,278.788,0.0,0.0,90.0,188.788,0.0,SP,49338L10,KEYSIGHT TECHNOLOGIES INC,2016,2015,2877.785,0.0,0.0,655.0,2222.785,0.0,5575.9344,Medium,c20d2343d234370c3fe31ac027f78e29
3151,20232,KEYS,274.17,0.0,0.0,90.0,184.17,0.0,SP,49338L10,KEYSIGHT TECHNOLOGIES INC,2017,2015,2877.785,0.0,0.0,655.0,2222.785,0.0,8309.5581,Medium,32afc6b67972c96ec9efd156ca2c210b
3152,20232,KEYS,298.007,0.0,0.0,100.0,198.007,0.0,SP,49338L10,KEYSIGHT TECHNOLOGIES INC,2018,2015,2877.785,0.0,0.0,655.0,2222.785,0.0,10664.8272,Big,1d0bbeca9a1fb193697c376af53b8dcd
3153,20232,KEYS,306.77,0.0,0.0,107.5,199.27,0.0,SP,49338L10,KEYSIGHT TECHNOLOGIES INC,2019,2015,2877.785,0.0,0.0,655.0,2222.785,0.0,18901.553,Big,fac063ed461b8c12c381f0ec0d8805b8
3154,20548,CTRA,233.073,6.124,0.0,66.875,160.074,0.0,SP,12709710,COTERRA ENERGY INC,2010,2010,1518.223,32.571,0.0,405.20799999999997,1080.444,0.0,3936.7028,Medium,980871d2953124164d950165ba8b2398
3155,20548,CTRA,231.346,3.837,0.0,67.5,160.009,0.0,SP,12709710,COTERRA ENERGY INC,2011,2010,1518.223,32.571,0.0,405.20799999999997,1080.444,0.0,7916.9772,Medium,05e102571c555f61ef96ae2783ea2c3a
3156,20548,CTRA,255.562,5.561,0.0,75.0,175.001,0.0,SP,12709710,COTERRA ENERGY INC,2012,2010,1518.223,32.571,0.0,405.20799999999997,1080.444,0.0,10446.6435,Big,2cf504d317b08d850f52982215fb6a17
3157,20548,CTRA,297.765,10.745,0.0,86.875,200.145,0.0,SP,12709710,COTERRA ENERGY INC,2013,2010,1518.223,32.571,0.0,405.20799999999997,1080.444,0.0,16139.5477,Big,0dc6a74cf3f7840ec68489b4f92fde5a
3158,20548,CTRA,302.761,12.733,0.0,90.0,200.028,0.0,SP,12709710,COTERRA ENERGY INC,2014,2010,1518.223,32.571,0.0,405.20799999999997,1080.444,0.0,12229.611,Big,262594711e29f73110375d3fb473c74b
3159,20548,CTRA,312.821,12.755,0.0,100.0,200.066,0.0,SP,12709710,COTERRA ENERGY INC,2015,2010,1518.223,32.571,0.0,405.20799999999997,1080.444,0.0,7321.4664,Medium,7c4950754a54560124dd3d6d10c5b3b4
3160,20548,CTRA,325.988,13.485,0.0,112.5,200.003,0.0,SP,12709710,COTERRA ENERGY INC,2016,2010,1518.223,32.571,0.0,405.20799999999997,1080.444,0.0,10865.904,Big,17aa2dae65490021fb348428f24b808d
3161,20548,CTRA,346.894,31.884,0.0,115.0,200.01,0.0,SP,12709710,COTERRA ENERGY INC,2017,2010,1518.223,32.571,0.0,405.20799999999997,1080.444,0.0,13173.4746,Big,e4ee8be921d6e30c36af0742aaab616d
3162,20548,CTRA,400.282,47.607,0.0,122.5,230.175,0.0,SP,12709710,COTERRA ENERGY INC,2018,2010,1518.223,32.571,0.0,405.20799999999997,1080.444,0.0,9447.0098,Medium,23269e1da0bc42dbee21894866da8a13
3163,20548,CTRA,412.974,72.935,0.0,110.5,230.039,0.0,SP,12709710,COTERRA ENERGY INC,2019,2010,1518.223,32.571,0.0,405.20799999999997,1080.444,0.0,6927.8743,Medium,3df69dfef50bd1ba9184efd32a663041
3164,20686,SYF,127.5,0.0,0.0,72.5,55.0,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2014,2014,428.0,0.0,0.0,263.0,165.0,0.0,,,4f9be68e7502ab516d8b94b4ae6a09ac
3165,20686,SYF,127.5,0.0,0.0,72.5,55.0,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2014,2014,428.0,0.0,0.0,263.0,165.0,0.0,,,dbe5d830f10a33db9687b56b92cbc166
3166,20686,SYF,253.091,0.0,0.0,143.0,110.091,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2015,2014,428.0,0.0,0.0,263.0,165.0,0.0,25356.7095,Big,f07c8c6d2f80b86d1d3e1c10a3bb6189
3167,20686,SYF,253.091,0.0,0.0,143.0,110.091,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2015,2014,428.0,0.0,0.0,263.0,165.0,0.0,25356.7095,Big,a9c2ef8fe7af8ea3f40c7589b974ed83
3168,20686,SYF,243.56,0.0,0.0,127.25,116.31,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2016,2014,428.0,0.0,0.0,263.0,165.0,0.0,29645.357,Big,4ae18bc32379300e6fba1cb56e66a220
3169,20686,SYF,243.56,0.0,0.0,127.25,116.31,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2016,2014,428.0,0.0,0.0,263.0,165.0,0.0,29645.357,Big,4ed2488a88125aedcfa5293f91964059
3170,20686,SYF,279.043,0.0,0.0,144.0,135.043,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2017,2014,428.0,0.0,0.0,263.0,165.0,0.0,29750.2019,Big,74d3a673078ad1af0af1c8c70ea26f74
3171,20686,SYF,279.043,0.0,0.0,144.0,135.043,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2017,2014,428.0,0.0,0.0,263.0,165.0,0.0,29750.2019,Big,0993195c019a7906f7c917bc53d98821
3172,20686,SYF,279.057,0.0,0.0,144.0,135.057,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2018,2014,428.0,0.0,0.0,263.0,165.0,0.0,16862.0861,Big,5ae54e1ea1fcfbfb0b7d37e052ce652a
3173,20686,SYF,279.057,0.0,0.0,144.0,135.057,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2018,2014,428.0,0.0,0.0,263.0,165.0,0.0,16862.0861,Big,c9335eee294e74d42fd55026715921c9
3174,20686,SYF,97.919,0.0,0.0,38.608,59.311,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2019,2014,428.0,0.0,0.0,263.0,165.0,0.0,22179.4593,Big,3d8e279ac0623ecebb205f3b12853c46
3175,20686,SYF,97.919,0.0,0.0,38.608,59.311,0.0,SP,87165B10,SYNCHRONY FINANCIAL,2019,2014,428.0,0.0,0.0,263.0,165.0,0.0,22179.4593,Big,95f48a7f410a19812c3494434778a23c
3176,20748,ANET,57.021,0.0,0.0,0.0,0.0,57.021,SP,04041310,ARISTA NETWORKS INC,2013,2013,811.143,0.0,0.0,0.0,0.0,811.143,,,f098f4f9e7c4d0a4e564808fc940ecf7
3177,20748,ANET,448.354,0.0,0.0,66.0,0.0,382.354,SP,04041310,ARISTA NETWORKS INC,2014,2013,811.143,0.0,0.0,0.0,0.0,811.143,3981.4813,Medium,2672403e82abaa2d5a568fec1f22b403
3178,20748,ANET,102.0,0.0,0.0,102.0,0.0,0.0,SP,04041310,ARISTA NETWORKS INC,2015,2013,811.143,0.0,0.0,0.0,0.0,811.143,5303.3949,Medium,b1555faf43b90b4d4ef343101026998d
3179,20748,ANET,819.0,0.0,0.0,97.0,722.1,0.0,SP,04041310,ARISTA NETWORKS INC,2016,2013,811.143,0.0,0.0,0.0,0.0,811.143,6852.3805,Medium,0679f19407091b28fbec14d5b2a3d629
3180,20748,ANET,97.0,0.0,0.0,97.0,0.0,0.0,SP,04041310,ARISTA NETWORKS INC,2017,2013,811.143,0.0,0.0,0.0,0.0,811.143,17363.6595,Big,98b9540c91afc890ce4fdc72eef95777
3181,20748,ANET,97.0,0.0,0.0,97.0,0.0,0.0,SP,04041310,ARISTA NETWORKS INC,2018,2013,811.143,0.0,0.0,0.0,0.0,811.143,15943.2476,Big,0fbb9d3c0c2e1b509148a97ba50fd418
3182,20748,ANET,797.794,0.0,0.0,130.75,667.044,0.0,SP,04041310,ARISTA NETWORKS INC,2019,2013,811.143,0.0,0.0,0.0,0.0,811.143,15537.5226,Big,bf5346b2a50a735c85c12cda4c90ab9a
3183,20779,CSCO,331.0,0.0,0.0,97.0,234.0,0.0,SP,17275R10,CISCO SYSTEMS INC,2010,2010,5365.395,1143.077,0.0,1277.833,2944.485,0.0,130460.85,Huge,20b611af94a78c4ad03884016ff77485
3184,20779,CSCO,287.1,0.0,0.0,91.0,196.1,0.0,SP,17275R10,CISCO SYSTEMS INC,2011,2010,5365.395,1143.077,0.0,1277.833,2944.485,0.0,86796.95,Big,29c9fe686f6ee217570127da5b5dddfb
3185,20779,CSCO,284.5,0.0,0.0,97.0,187.5,0.0,SP,17275R10,CISCO SYSTEMS INC,2012,2010,5365.395,1143.077,0.0,1277.833,2944.485,0.0,84503.1,Big,8a4b7f97b14f6486b927b6a023b7beb8
3186,20779,CSCO,281.054,0.0,0.0,97.0,184.054,0.0,SP,17275R10,CISCO SYSTEMS INC,2013,2010,5365.395,1143.077,0.0,1277.833,2944.485,0.0,137904.51,Huge,d8b7251a89b95f40a2777eb2249018b4
3187,20779,CSCO,272.964,0.0,0.0,89.0,183.964,0.0,SP,17275R10,CISCO SYSTEMS INC,2014,2010,5365.395,1143.077,0.0,1277.833,2944.485,0.0,128849.61,Huge,b3a65342b9b6308530923f1f7f3dd77e
3188,20779,CSCO,295.987,0.0,0.0,91.0,204.987,0.0,SP,17275R10,CISCO SYSTEMS INC,2015,2010,5365.395,1143.077,0.0,1277.833,2944.485,0.0,144515.7,Huge,cdda3a5e88d42f0bee755d982c17c0b2
3189,20779,CSCO,309.999,0.0,0.0,95.0,214.999,0.0,SP,17275R10,CISCO SYSTEMS INC,2016,2010,5365.395,1143.077,0.0,1277.833,2944.485,0.0,153535.37,Huge,b7940e70593fb686ff9c54e1221a0d03
3190,20779,CSCO,305.991,0.0,0.0,91.0,214.991,0.0,SP,17275R10,CISCO SYSTEMS INC,2017,2010,5365.395,1143.077,0.0,1277.833,2944.485,0.0,156715.35,Huge,94470af3351c0b10ba5f62b13731d300
3191,20779,CSCO,315.967,0.0,0.0,101.0,214.967,0.0,SP,17275R10,CISCO SYSTEMS INC,2018,2010,5365.395,1143.077,0.0,1277.833,2944.485,0.0,195126.06,Huge,380657805c9571eb4884209596670796
3192,20779,CSCO,170.552,0.0,0.0,44.738,125.814,0.0,SP,17275R10,CISCO SYSTEMS INC,2019,2010,5365.395,1143.077,0.0,1277.833,2944.485,0.0,235450.0,Huge,d77845d2f266802e58cd61988d7435d1
3193,20904,HOLX,296.019,0.0,0.0,121.1,87.493,87.426,SP,43644010,HOLOGIC INC,2010,2010,1761.914,0.0,0.0,712.4,524.958,524.556,4150.8967,Medium,0877ee780e2d5cb46b4c407a3af5febf
3194,20904,HOLX,0.0,0.0,0.0,0.0,0.0,0.0,SP,43644010,HOLOGIC INC,2011,2010,1761.914,0.0,0.0,712.4,524.958,524.556,3988.6704,Medium,672209a687986dc0da1c33fb636635c7
3195,20904,HOLX,627.352,0.0,0.0,102.4,262.492,262.46,SP,43644010,HOLOGIC INC,2012,2010,1761.914,0.0,0.0,712.4,524.958,524.556,5366.7115,Medium,ca7224e04f27f653f17691f0af9f622d
3196,20904,HOLX,279.28,0.0,0.0,104.3,87.484,87.496,SP,43644010,HOLOGIC INC,2013,2010,1761.914,0.0,0.0,712.4,524.958,524.556,5613.0211,Medium,81f302a8756cdfb1d545e616da049395
3197,20904,HOLX,275.274,0.0,0.0,100.3,87.478,87.496,SP,43644010,HOLOGIC INC,2014,2010,1761.914,0.0,0.0,712.4,524.958,524.556,6763.0588,Medium,96a6ffa10b9c6784830dbd19063c6181
3198,20904,HOLX,250.991,0.0,0.0,76.0,87.493,87.498,SP,43644010,HOLOGIC INC,2015,2010,1761.914,0.0,0.0,712.4,524.958,524.556,11054.0294,Big,08f937180deb7317a3513a9cf4f02557
3199,20904,HOLX,247.961,0.0,0.0,73.0,87.469,87.492,SP,43644010,HOLOGIC INC,2016,2010,1761.914,0.0,0.0,712.4,524.958,524.556,10784.1006,Big,a2fd43374b8452abc0907dafed29c11b
3200,20904,HOLX,177.751,0.0,0.0,26.667,75.54,75.544,SP,43644010,HOLOGIC INC,2017,2010,1761.914,0.0,0.0,712.4,524.958,524.556,10100.5002,Big,6496cb0f77db8b73c35babd2704bf020
3201,20904,HOLX,273.987,0.0,0.0,89.0,92.487,92.5,SP,43644010,HOLOGIC INC,2018,2010,1761.914,0.0,0.0,712.4,524.958,524.556,11068.2062,Big,6d975847e7eaa67a04304e95463714e7
3202,20904,HOLX,299.359,0.0,0.0,99.375,99.986,99.998,SP,43644010,HOLOGIC INC,2019,2010,1761.914,0.0,0.0,712.4,524.958,524.556,13515.4157,Big,c7955c5916c3a932f18229be10812488
3203,21808,CZR,35.0,0.0,0.0,35.0,0.0,0.0,SP,12769G10,CAESARS ENTERTAINMENT INC,2014,2014,177.5,0.0,0.0,177.5,0.0,0.0,188.0294,Tiny,4a85a0eadeb6d11fba0c56cbc847cdc3
3204,21808,CZR,140.0,0.0,0.0,65.0,75.0,0.0,SP,12769G10,CAESARS ENTERTAINMENT INC,2015,2014,177.5,0.0,0.0,177.5,0.0,0.0,514.998,Tiny,e93584c0659e630caf55206093c55ce0
3205,21808,CZR,140.0,0.0,0.0,65.0,75.0,0.0,SP,12769G10,CAESARS ENTERTAINMENT INC,2016,2014,177.5,0.0,0.0,177.5,0.0,0.0,798.4467,Tiny,57ddc9a20d2e8d8c03d7f60686eda69e
3206,21808,CZR,237.5,0.0,0.0,87.5,150.0,0.0,SP,12769G10,CAESARS ENTERTAINMENT INC,2017,2014,177.5,0.0,0.0,177.5,0.0,0.0,2546.7819,Medium,73d268b635fc53dcc5f52aa04efc3103
3207,21808,CZR,237.5,0.0,0.0,87.5,150.0,0.0,SP,12769G10,CAESARS ENTERTAINMENT INC,2018,2014,177.5,0.0,0.0,177.5,0.0,0.0,2795.9552,Medium,468442efd87801c15bcf378dc9deb12f
3208,21808,CZR,277.5,0.0,0.0,102.5,175.0,0.0,SP,12769G10,CAESARS ENTERTAINMENT INC,2019,2014,177.5,0.0,0.0,177.5,0.0,0.0,4626.2152,Medium,bb3ab0a59086c801c442960dba16c7d2
3209,21825,CFG,129.75,0.0,0.0,129.75,0.0,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2013,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,,,4b16d9d28750f74cc2358fdcf24ce890
3210,21825,CFG,129.75,0.0,0.0,129.75,0.0,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2013,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,,,8b79b5d7a9c9bd1cfde27dc2d066dbef
3211,21825,CFG,167.566,0.0,0.0,119.178,48.388,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2014,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,13570.7011,Big,d03a890dfc04028ffd5ce069bcc8402c
3212,21825,CFG,167.566,0.0,0.0,119.178,48.388,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2014,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,13570.7011,Big,0d5522a14d9f1023cdaf7a761aadc855
3213,21825,CFG,75.526,0.0,0.0,18.75,56.776,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2015,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,13822.4011,Big,9f8377426cf7dc94f67a10685062613b
3214,21825,CFG,75.526,0.0,0.0,18.75,56.776,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2015,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,13822.4011,Big,9e709d494334f0abdef40df954b2cd59
3215,21825,CFG,176.375,0.0,0.0,78.0,98.375,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2016,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,18240.9567,Big,a348648e48d2036ed485c00f69c2483c
3216,21825,CFG,176.375,0.0,0.0,78.0,98.375,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2016,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,18240.9567,Big,7210b04e6892725dad6d2fc4ac53fa98
3217,21825,CFG,191.857,0.0,0.0,77.083,114.774,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2017,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,20604.3297,Big,e704834179d80604e82ebf70da8bdb5b
3218,21825,CFG,191.857,0.0,0.0,77.083,114.774,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2017,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,20604.3297,Big,0a490bc441873e0a464fba47d499ce0d
3219,21825,CFG,211.001,0.0,0.0,83.333,127.668,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2018,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,13854.4178,Big,2a094aa50dd6af62114ea45e957ae8a8
3220,21825,CFG,211.001,0.0,0.0,83.333,127.668,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2018,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,13854.4178,Big,8e9edeaeab7c26aa16c798627adf1d12
3221,21825,CFG,227.945,0.0,0.0,88.333,139.612,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2019,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,17589.0438,Big,8e3f7b19dfeac9c6623d3884360c6e80
3222,21825,CFG,227.945,0.0,0.0,88.333,139.612,0.0,SP,17461010,CITIZENS FINANCIAL GROUP INC,2019,2013,1012.899,11.649000000000001,0.0,1001.25,0.0,0.0,17589.0438,Big,ca50e92037ff219fa35244116dab6886
3223,22260,HCA,0.0,0.0,0.0,0.0,0.0,0.0,SP,40412C10,HCA HEALTHCARE INC,2011,2011,757.5419999999999,0.0,0.0,207.542,550.0,0.0,9637.6403,Medium,7831a1f74f851750a9a526a368c872d1
3224,22260,HCA,0.0,0.0,0.0,0.0,0.0,0.0,SP,40412C10,HCA HEALTHCARE INC,2012,2011,757.5419999999999,0.0,0.0,207.542,550.0,0.0,13371.344,Big,21eed2a61cc64901dd0fbfe5cd169e98
3225,22260,HCA,0.0,0.0,0.0,0.0,0.0,0.0,SP,40412C10,HCA HEALTHCARE INC,2013,2011,757.5419999999999,0.0,0.0,207.542,550.0,0.0,20973.5068,Big,8fca583f7ad9f297992e5e907fe11772
3226,22260,HCA,0.0,0.0,0.0,0.0,0.0,0.0,SP,40412C10,HCA HEALTHCARE INC,2014,2011,757.5419999999999,0.0,0.0,207.542,550.0,0.0,30858.8804,Big,83fe1d02631862c20519d93baa4c8e6e
3227,22260,HCA,0.0,0.0,0.0,0.0,0.0,0.0,SP,40412C10,HCA HEALTHCARE INC,2015,2011,757.5419999999999,0.0,0.0,207.542,550.0,0.0,26966.7186,Big,bb3b03242b7f77dfcbed1f3d6ecbcd64
3228,22260,HCA,0.0,0.0,0.0,0.0,0.0,0.0,SP,40412C10,HCA HEALTHCARE INC,2016,2011,757.5419999999999,0.0,0.0,207.542,550.0,0.0,27427.0747,Big,0909098c3a5b042ae1173d11114c7242
3229,22260,HCA,339.979,0.0,0.0,165.0,174.979,0.0,SP,40412C10,HCA HEALTHCARE INC,2017,2011,757.5419999999999,0.0,0.0,207.542,550.0,0.0,30752.0813,Big,71ea91e58defc0ef6a0550071481a7c3
3230,22260,HCA,349.033,0.0,0.0,126.23,222.803,0.0,SP,40412C10,HCA HEALTHCARE INC,2018,2011,757.5419999999999,0.0,0.0,207.542,550.0,0.0,42673.2828,Big,c178cd139b0552f874f14019b0b1a4c0
3231,22260,HCA,310.939,0.0,0.0,108.694,202.245,0.0,SP,40412C10,HCA HEALTHCARE INC,2019,2011,757.5419999999999,0.0,0.0,207.542,550.0,0.0,50025.7033,Big,0d5c7857eda271b22324fb9a858f3c3c
3232,22815,TRMB,215.2,0.0,0.0,53.35,0.0,161.85,SP,89623910,TRIMBLE INC,2010,2010,1509.85,0.0,0.0,385.6,0.0,1124.25,4829.0943,Medium,b6fbd7100b362b99b8553a9c2474968a
3233,22815,TRMB,286.1,0.0,0.0,57.5,0.0,228.6,SP,89623910,TRIMBLE INC,2011,2010,1509.85,0.0,0.0,385.6,0.0,1124.25,5366.9742,Medium,f5301051d63b8452e780a8906d45849c
3234,22815,TRMB,310.75,0.0,0.0,58.0,0.0,252.75,SP,89623910,TRIMBLE INC,2012,2010,1509.85,0.0,0.0,385.6,0.0,1124.25,7606.5865,Medium,943c96db1ebcbd69d4a6c859b45c597d
3235,22815,TRMB,243.0,0.0,0.0,57.5,0.0,185.5,SP,89623910,TRIMBLE INC,2013,2010,1509.85,0.0,0.0,385.6,0.0,1124.25,8977.2717,Medium,96992f620ec8e5626cbb44479e3a60ff
3236,22815,TRMB,306.25,0.0,0.0,60.0,0.0,246.25,SP,89623910,TRIMBLE INC,2014,2010,1509.85,0.0,0.0,385.6,0.0,1124.25,6878.0268,Medium,3a761e51f7888127ebbd36163a6b27ed
3237,22815,TRMB,30.0,0.0,0.0,30.0,0.0,0.0,SP,89623910,TRIMBLE INC,2015,2010,1509.85,0.0,0.0,385.6,0.0,1124.25,5377.515,Medium,4ef56df60fe215f5d4df04fe605be6fa
3238,22815,TRMB,336.99,0.0,0.0,60.0,276.99,0.0,SP,89623910,TRIMBLE INC,2016,2010,1509.85,0.0,0.0,385.6,0.0,1124.25,7576.695,Medium,83adb5250026951cf534189f23feae46
3239,22815,TRMB,337.003,0.0,0.0,60.0,277.003,0.0,SP,89623910,TRIMBLE INC,2017,2010,1509.85,0.0,0.0,385.6,0.0,1124.25,10115.296,Big,555327aa292b985e9b65963c1200c2b9
3240,22815,TRMB,176.58,0.0,0.0,15.0,161.58,0.0,SP,89623910,TRIMBLE INC,2018,2010,1509.85,0.0,0.0,385.6,0.0,1124.25,8257.119,Medium,ec2b8b2ed60772833e3e8046781a2285
3241,22815,TRMB,336.969,0.0,0.0,60.0,276.969,0.0,SP,89623910,TRIMBLE INC,2019,2010,1509.85,0.0,0.0,385.6,0.0,1124.25,10418.331,Big,447e4d14e291dc22a48f923f98c80145
3242,23119,SEDG,0.0,0.0,0.0,0.0,0.0,0.0,SP,83417M10,SOLAREDGE TECHNOLOGIES INC,2014,2014,19.0,0.0,0.0,19.0,0.0,0.0,,,f48280e925ea27acf39b62d46dd70bac
3243,23119,SEDG,0.0,0.0,0.0,0.0,0.0,0.0,SP,83417M10,SOLAREDGE TECHNOLOGIES INC,2015,2014,19.0,0.0,0.0,19.0,0.0,0.0,1428.4823,Tiny,5a3795db5fa7eb33b881cec15f5d3e1c
3244,23119,SEDG,99.582,0.0,0.0,26.25,73.332,0.0,SP,83417M10,SOLAREDGE TECHNOLOGIES INC,2016,2014,19.0,0.0,0.0,19.0,0.0,0.0,801.444,Tiny,1f017ae2291b45bef4015ac71eb05bca
3245,23119,SEDG,155.0,0.0,0.0,55.0,100.0,0.0,SP,83417M10,SOLAREDGE TECHNOLOGIES INC,2017,2014,19.0,0.0,0.0,19.0,0.0,0.0,1645.1782,Tiny,3b75bf93cc47db83b28e445910dce811
3246,23119,SEDG,187.5,0.0,0.0,62.5,125.0,0.0,SP,83417M10,SOLAREDGE TECHNOLOGIES INC,2018,2014,19.0,0.0,0.0,19.0,0.0,0.0,1616.4603,Tiny,d0e2d095caa180d60be55482fad19d7e
3247,23119,SEDG,222.5,0.0,0.0,67.5,155.0,0.0,SP,83417M10,SOLAREDGE TECHNOLOGIES INC,2019,2014,19.0,0.0,0.0,19.0,0.0,0.0,4649.7108,Medium,de4a4a296b7e849b22b98de55e3d5240
3248,23238,ETSY,0.0,0.0,0.0,0.0,0.0,0.0,SP,29786A10,ETSY INC,2014,2014,629.537,0.0,0.0,0.0,0.0,629.537,,,38dd5d4190ce6e774a1ee36062274a83
3249,23238,ETSY,349.712,0.0,0.0,0.0,0.0,349.712,SP,29786A10,ETSY INC,2015,2014,629.537,0.0,0.0,0.0,0.0,629.537,929.7704,Tiny,b7e804849ea60b9c230d58c9279bf5d1
3250,23238,ETSY,335.591,0.0,0.0,2.5,157.951,175.14,SP,29786A10,ETSY INC,2016,2014,629.537,0.0,0.0,0.0,0.0,629.537,1366.1619,Tiny,29cb0a02c96a1390558cbd8c3ac58d91
