,Unnamed: 0,total_director_comp,year,mkvalt,size_category,signature_index,net_income,num_employees,debt_to_equity,assets_in_place,capex_by_assets,return_on_equity
8269,8269,1567.118,2019,9.93526518261968,Medium,b861fcc40f285fcc7b371b00b7b51988,,2.5649493574615367,23.58652884294765,0.0171289075744219,,
8270,8270,3166.349,2011,8.38600419609299,Small,5315234a1263224be540fd1c6f1154df,6.208590026096629,3.832979798087693,1.3112178088171105,0.1457979225684608,0.0109537299338999,0.0938621340887629
8271,8271,3166.349,2012,8.3280161896653,Small,2d8409b4a798eb482e21087d94ef3e62,6.423246963533519,3.770459441106359,1.4981934965877155,0.1234131447854732,0.0118913707215169,0.0989876265466816
8272,8272,3166.349,2013,8.196216279753264,Small,73c521dcaca5d58a7737c46b32fce00d,4.07753744390572,3.713572066704308,2.056854653828519,0.1157942102894855,0.0097495125243737,0.0088495575221238
8273,8273,3166.349,2014,8.027345974035438,Small,952b668d6ca56ed70d5990f9af9362b0,6.263398262591624,3.6888794541139363,1.2440794499618029,0.1293617021276595,0.0081702127659574,0.0893617021276595
8274,8274,3166.349,2016,8.945202263959297,Small,e515b58a7226ce0b5bb0887f3f675a38,,2.9444389791664403,2.287575150300601,0.1892715635476988,0.0088387686680889,-0.0984455958549222
8275,8275,3166.349,2017,9.1850297434533,Small,46b5e9a787203e36680297062ac96f74,5.488937726156687,2.8903717578961645,2.161985018726592,0.1225940183594906,0.0079952620669233,0.0716612377850162
8276,8276,3166.349,2018,8.948601511902588,Small,04048cbd23a393ececf5bb2edbc1c805,5.497168225293202,3.4657359027997265,1.9090909090909087,0.0592422251423565,0.0031756460797196,0.0267192290845378
8277,8277,3166.349,2019,9.532604289651507,Medium,e53751a0cde9de1f7b2c28c1b268c324,5.902633333401366,3.4339872044851463,1.6637982195845695,0.060734149054505,0.0090100111234705,0.0407119021134594
8278,8278,3054.129,2012,7.482592572623943,Small,6062517b88cd75a48fe76452807f0016,,1.8718021769015913,2.62848793916225,0.2427946169421583,0.0145466513715557,-0.0439586878026622
