,GVKEY_x,TICKER,AGE,TDC1,YEAR,BECAMECEO,STOCK_AWARDS_x,STOCK_AWARDS_y,ownershipRatio,ownershipPower,yearServed,prestiegePower,SIZE_CATEGORY_x,MKVALT_x
45,1209,APD,71.0,12958.113,2015,2014-07-01,6947.086,120.074,6.941969768280778,1,1.0,0,Big,27475.5012
46,1209,APD,72.0,11535.833,2016,2014-07-01,6839.951,120.081,6.834913668626223,1,2.0,0,Big,32676.5493
47,1209,APD,73.0,13959.766,2017,2014-07-01,9194.498,120.09,9.187726645462295,1,3.0,0,Big,33018.2821
48,1209,APD,74.0,13941.507,2018,2014-07-01,9788.563,150.162,9.781354141997348,1,4.0,0,Big,36670.1478
49,1209,APD,75.0,17031.957,2019,2014-07-01,12842.935,150.14,12.833476727651721,1,5.0,0,Big,48901.2719
50,1230,ALK,55.0,3051.7328,2010,2003-05-20,1120.197,35.968,3.6282506809870982,0,7.0,1,Medium,2036.5316
51,1230,ALK,56.0,2303.931,2011,2003-05-20,821.42,35.999,2.660529955335019,0,8.0,1,Medium,2663.8178
52,1230,ALK,51.0,4226.832,2012,2012-05-15,3160.012,46.0,10.235088730756647,1,0.0,0,Medium,3032.5449
53,1230,ALK,52.0,2753.597,2013,2012-05-15,1062.879,45.954,3.442601127798848,0,1.0,0,Medium,5043.894
54,1230,ALK,53.0,2947.282,2014,2012-05-15,975.541,74.908,3.1597186009075506,0,2.0,0,Medium,7857.3046
55,1230,ALK,54.0,3601.753,2015,2012-05-15,1621.307,74.964,5.251315819306024,0,3.0,0,Big,10077.8393
56,1230,ALK,55.0,3886.411,2016,2012-05-15,1817.951,89.962,5.888233903278778,1,4.0,0,Big,10942.8934
57,1230,ALK,56.0,5238.064,2017,2012-05-15,2762.366,67.482,8.947137263031063,1,5.0,0,Medium,9046.2141
58,1230,ALK,57.0,4374.845,2018,2012-05-15,1961.616,99.98,6.3535561939865834,1,6.0,1,Medium,7496.3549
59,1230,ALK,58.0,4718.444,2019,2012-05-15,2212.188,99.977,7.16514382512316,1,7.0,1,Medium,8333.25
60,1300,HON,57.0,15216.953,2010,2002-06-01,0.0,0.0,,0,8.0,1,Big,41624.28
61,1300,HON,58.0,35813.31,2011,2002-06-01,0.0,0.0,,0,9.0,1,Big,42104.945
62,1300,HON,59.0,16765.328,2012,2002-06-01,0.0,37.519,,0,10.0,1,Big,49684.316
63,1300,HON,60.0,25973.246,2013,2002-06-01,0.0,37.528,,0,11.0,1,Big,71615.806
64,1300,HON,61.0,23567.832,2014,2002-06-01,0.0,37.506,,0,12.0,1,Big,78157.424
65,1300,HON,62.0,33760.446,2015,2002-06-01,0.0,50.083,,0,13.0,1,Big,79790.328
66,1300,HON,63.0,17628.542,2016,2002-06-01,0.0,50.076,,0,14.0,1,Big,88138.68
67,1300,HON,51.0,19789.152,2017,2017-03-31,5254.0,50.006,inf,1,0.0,0,Huge,115158.024
68,1300,HON,52.0,18651.522,2018,2017-03-31,9561.215,50.116,inf,1,1.0,0,Big,96394.752
69,1300,HON,53.0,19776.997,2019,2017-03-31,8612.506,110.011,inf,1,2.0,0,Huge,125864.7
70,1327,SWKS,53.0,4346.753,2010,2000-04-01,1508.75,184.475,1.022326873560103,0,10.0,1,Medium,3726.0362
71,1327,SWKS,54.0,5935.947,2011,2000-04-01,2856.0,162.474,1.9352215747391246,0,11.0,1,Medium,3347.4926
72,1327,SWKS,55.0,3943.853,2012,2000-04-01,1717.2,142.535,1.1635722997696165,0,12.0,1,Medium,4530.4938
73,1327,SWKS,56.0,5800.648,2013,2000-04-01,2482.48,187.661,1.6821249491801058,0,13.0,1,Medium,4667.436
74,1327,SWKS,57.0,6912.623,2014,2000-04-01,2474.753,184.097,1.6768891448705787,0,14.0,1,Big,10983.06
75,1327,SWKS,58.0,10158.055,2015,2000-04-01,4603.19,182.606,3.1191150562406826,0,15.0,1,Big,16025.163
76,1327,SWKS,59.0,7015.382,2016,2000-04-01,3720.25,179.237,2.520836156660794,0,16.0,1,Big,14078.286
77,1327,SWKS,50.0,8701.859,2017,2016-05-11,5336.603,204.18,3.6160746713646836,0,1.0,0,Big,18657.89
78,1327,SWKS,51.0,9342.113,2018,2016-05-11,7150.399,201.611,4.845100284591409,0,2.0,0,Big,16091.954
79,1327,SWKS,52.0,13660.593,2019,2016-05-11,11658.937,188.949,7.9000792790351,1,3.0,0,Big,13480.425
80,1380,HES,56.0,13698.286,2010,1995-05-03,4216.097,149.875,2.8130755629691406,0,15.0,1,Big,25846.1037
81,1380,HES,57.0,13264.659,2011,1995-05-03,4219.584,149.139,2.815402168473728,0,16.0,1,Big,19310.6368
82,1380,HES,58.0,10034.623,2012,1995-05-03,8514.673,174.86,5.681182985821518,1,17.0,1,Big,18087.3229
83,1380,HES,59.0,13826.574,2013,1995-05-03,8511.308,174.973,5.678937781484571,1,18.0,1,Big,27001.062
84,1380,HES,60.0,14333.227,2014,1995-05-03,7819.982,175.002,5.2176693911592995,0,19.0,1,Big,21100.3397
85,1380,HES,61.0,12933.682,2015,1995-05-03,7600.04,175.052,5.070919099249375,0,20.0,1,Big,13867.5101
86,1380,HES,62.0,11705.332,2016,1995-05-03,5655.989,175.072,3.7738041701417844,0,21.0,1,Big,19716.2177
87,1380,HES,63.0,12764.872,2017,1995-05-03,5985.021,175.05,3.9933417848206836,0,22.0,1,Big,14955.6134
88,1380,HES,64.0,12572.44,2018,1995-05-03,4499.996,175.013,3.00249941618015,0,23.0,1,Big,11803.1175
89,1380,HES,65.0,12302.813,2019,1995-05-03,4499.973,175.043,3.002484070058382,0,24.0,1,Big,20374.0436
90,1440,AEP,63.0,8684.346,2010,2004-01-01,5321.15,123.0,3.6051151761517612,0,6.0,1,Big,17299.4359
91,1440,AEP,64.0,8709.567,2011,2004-01-01,5313.0,44.625,3.5995934959349594,0,7.0,1,Big,19970.2041
92,1440,AEP,52.0,7110.178,2012,2011-11-12,4600.008,45.5,3.1165365853658535,0,1.0,0,Big,20728.3102
93,1440,AEP,53.0,10456.847,2013,2011-11-12,6720.167,139.75,4.552958672086721,0,2.0,0,Big,22798.697
94,1440,AEP,54.0,11013.733,2014,2011-11-12,6720.019,146.25,4.552858401084011,0,3.0,0,Big,29716.4894
95,1440,AEP,55.0,11253.539,2015,2011-11-12,6719.981,151.875,4.552832655826558,0,4.0,0,Big,28613.6583
96,1440,AEP,56.0,11148.791,2016,2011-11-12,6720.027,157.5,4.552863821138211,0,5.0,0,Big,30958.1875
97,1440,AEP,57.0,11169.46,2017,2011-11-12,7983.42,157.5,5.408821138211382,1,6.0,1,Big,36196.8814
98,1440,AEP,58.0,11994.627,2018,2011-11-12,7564.313,157.5,5.124873306233062,0,7.0,1,Big,36865.206
99,1440,AEP,59.0,13962.285,2019,2011-11-12,8775.003,157.5,5.945123983739838,1,8.0,1,Big,46703.9122
100,1447,AXP,58.0,16252.851,2010,2001-01-01,2049.971,150.0,1.2424066666666667,0,9.0,1,Big,51375.24
101,1447,AXP,58.0,16252.851,2010,2001-01-01,2049.971,150.0,1.2424066666666667,0,9.0,1,Big,51375.24
102,1447,AXP,58.0,16252.851,2010,2001-01-01,2049.971,150.0,1.2424066666666667,0,9.0,1,Big,51375.24
103,1447,AXP,58.0,16252.851,2010,2001-01-01,2049.971,150.0,1.2424066666666667,0,9.0,1,Big,51375.24
104,1447,AXP,59.0,22490.402,2011,2001-01-01,15274.191,150.0,9.257085454545456,1,10.0,1,Big,54905.88
105,1447,AXP,59.0,22490.402,2011,2001-01-01,15274.191,150.0,9.257085454545456,1,10.0,1,Big,54905.88
106,1447,AXP,59.0,22490.402,2011,2001-01-01,15274.191,150.0,9.257085454545456,1,10.0,1,Big,54905.88
107,1447,AXP,59.0,22490.402,2011,2001-01-01,15274.191,150.0,9.257085454545456,1,10.0,1,Big,54905.88
108,1447,AXP,60.0,28012.789,2012,2001-01-01,18864.985,150.0,11.433324242424243,1,11.0,1,Big,63515.4
109,1447,AXP,60.0,28012.789,2012,2001-01-01,18864.985,150.0,11.433324242424243,1,11.0,1,Big,63515.4
110,1447,AXP,60.0,28012.789,2012,2001-01-01,18864.985,150.0,11.433324242424243,1,11.0,1,Big,63515.4
111,1447,AXP,60.0,28012.789,2012,2001-01-01,18864.985,150.0,11.433324242424243,1,11.0,1,Big,63515.4
112,1447,AXP,61.0,21711.762,2013,2001-01-01,10486.267,155.0,6.355313333333333,1,12.0,1,Big,96536.72
113,1447,AXP,61.0,21711.762,2013,2001-01-01,10486.267,155.0,6.355313333333333,1,12.0,1,Big,96536.72
114,1447,AXP,61.0,21711.762,2013,2001-01-01,10486.267,155.0,6.355313333333333,1,12.0,1,Big,96536.72
115,1447,AXP,61.0,21711.762,2013,2001-01-01,10486.267,155.0,6.355313333333333,1,12.0,1,Big,96536.72
116,1447,AXP,62.0,22378.158,2014,2001-01-01,12429.114,155.0,7.532796363636363,1,13.0,1,Big,95179.92
117,1447,AXP,62.0,22378.158,2014,2001-01-01,12429.114,155.0,7.532796363636363,1,13.0,1,Big,95179.92
118,1447,AXP,62.0,22378.158,2014,2001-01-01,12429.114,155.0,7.532796363636363,1,13.0,1,Big,95179.92
119,1447,AXP,62.0,22378.158,2014,2001-01-01,12429.114,155.0,7.532796363636363,1,13.0,1,Big,95179.92
120,1447,AXP,63.0,21687.566,2015,2001-01-01,16339.045,165.0,9.902451515151515,1,14.0,1,Big,67393.95
121,1447,AXP,63.0,21687.566,2015,2001-01-01,16339.045,165.0,9.902451515151515,1,14.0,1,Big,67393.95
122,1447,AXP,63.0,21687.566,2015,2001-01-01,16339.045,165.0,9.902451515151515,1,14.0,1,Big,67393.95
123,1447,AXP,63.0,21687.566,2015,2001-01-01,16339.045,165.0,9.902451515151515,1,14.0,1,Big,67393.95
124,1447,AXP,64.0,16944.835,2016,2001-01-01,12809.527,165.0,7.763349696969697,1,15.0,1,,
125,1447,AXP,64.0,16944.835,2016,2001-01-01,12809.527,165.0,7.763349696969697,1,15.0,1,,
126,1447,AXP,64.0,16944.835,2016,2001-01-01,12809.527,165.0,7.763349696969697,1,15.0,1,,
127,1447,AXP,64.0,16944.835,2016,2001-01-01,12809.527,165.0,7.763349696969697,1,15.0,1,,
128,1447,AXP,65.0,18112.424,2017,2001-01-01,12209.937,165.0,7.3999618181818185,1,16.0,1,,
129,1447,AXP,65.0,18112.424,2017,2001-01-01,12209.937,165.0,7.3999618181818185,1,16.0,1,,
130,1447,AXP,65.0,18112.424,2017,2001-01-01,12209.937,165.0,7.3999618181818185,1,16.0,1,,
131,1447,AXP,65.0,18112.424,2017,2001-01-01,12209.937,165.0,7.3999618181818185,1,16.0,1,,
132,1447,AXP,58.0,17340.684,2018,2018-02-01,5999.903,190.0,3.6363048484848486,0,0.0,0,,
133,1447,AXP,58.0,17340.684,2018,2018-02-01,5999.903,190.0,3.6363048484848486,0,0.0,0,,
134,1447,AXP,58.0,17340.684,2018,2018-02-01,5999.903,190.0,3.6363048484848486,0,0.0,0,,
135,1447,AXP,58.0,17340.684,2018,2018-02-01,5999.903,190.0,3.6363048484848486,0,0.0,0,,
136,1447,AXP,59.0,23712.017,2019,2018-02-01,10318.663,190.0,6.253735151515151,1,1.0,0,,
137,1447,AXP,59.0,23712.017,2019,2018-02-01,10318.663,190.0,6.253735151515151,1,1.0,0,,
138,1447,AXP,59.0,23712.017,2019,2018-02-01,10318.663,190.0,6.253735151515151,1,1.0,0,,
139,1447,AXP,59.0,23712.017,2019,2018-02-01,10318.663,190.0,6.253735151515151,1,1.0,0,,
140,1449,AFL,58.0,15872.272,2010,1990-01-01,3418.156,0.0,inf,1,20.0,1,Big,26502.9702
141,1449,AFL,58.0,15872.272,2010,1990-01-01,3418.156,0.0,inf,1,20.0,1,Big,26502.9702
142,1449,AFL,58.0,15872.272,2010,1990-01-01,3418.156,0.0,inf,1,20.0,1,Big,26502.9702
143,1449,AFL,58.0,15872.272,2010,1990-01-01,3418.156,0.0,inf,1,20.0,1,Big,26502.9702
144,1449,AFL,59.0,14195.758,2011,1990-01-01,3755.51,100.015,inf,1,21.0,1,Big,20172.5706
145,1449,AFL,59.0,14195.758,2011,1990-01-01,3755.51,100.015,inf,1,21.0,1,Big,20172.5706
146,1449,AFL,59.0,14195.758,2011,1990-01-01,3755.51,100.015,inf,1,21.0,1,Big,20172.5706
147,1449,AFL,59.0,14195.758,2011,1990-01-01,3755.51,100.015,inf,1,21.0,1,Big,20172.5706
148,1449,AFL,60.0,14155.231,2012,1990-01-01,4458.439,0.0,inf,1,22.0,1,Big,24848.7923
149,1449,AFL,60.0,14155.231,2012,1990-01-01,4458.439,0.0,inf,1,22.0,1,Big,24848.7923
150,1449,AFL,60.0,14155.231,2012,1990-01-01,4458.439,0.0,inf,1,22.0,1,Big,24848.7923
151,1449,AFL,60.0,14155.231,2012,1990-01-01,4458.439,0.0,inf,1,22.0,1,Big,24848.7923
152,1449,AFL,61.0,17263.975,2013,1990-01-01,10844.642,0.0,inf,1,23.0,1,Big,30688.7884
153,1449,AFL,61.0,17263.975,2013,1990-01-01,10844.642,0.0,inf,1,23.0,1,Big,30688.7884
154,1449,AFL,61.0,17263.975,2013,1990-01-01,10844.642,0.0,inf,1,23.0,1,Big,30688.7884
155,1449,AFL,61.0,17263.975,2013,1990-01-01,10844.642,0.0,inf,1,23.0,1,Big,30688.7884
156,1449,AFL,62.0,8642.194,2014,1990-01-01,2141.162,0.0,inf,1,24.0,1,Big,27028.9651
157,1449,AFL,62.0,8642.194,2014,1990-01-01,2141.162,0.0,inf,1,24.0,1,Big,27028.9651
158,1449,AFL,62.0,8642.194,2014,1990-01-01,2141.162,0.0,inf,1,24.0,1,Big,27028.9651
159,1449,AFL,62.0,8642.194,2014,1990-01-01,2141.162,0.0,inf,1,24.0,1,Big,27028.9651
160,1449,AFL,63.0,12830.37,2015,1990-01-01,4800.556,98.456,inf,1,25.0,1,Big,25420.362
161,1449,AFL,63.0,12830.37,2015,1990-01-01,4800.556,98.456,inf,1,25.0,1,Big,25420.362
162,1449,AFL,63.0,12830.37,2015,1990-01-01,4800.556,98.456,inf,1,25.0,1,Big,25420.362
163,1449,AFL,63.0,12830.37,2015,1990-01-01,4800.556,98.456,inf,1,25.0,1,Big,25420.362
164,1449,AFL,64.0,20412.011,2016,1990-01-01,13773.466,67.54,inf,1,26.0,1,Big,28244.376
165,1449,AFL,64.0,20412.011,2016,1990-01-01,13773.466,67.54,inf,1,26.0,1,Big,28244.376
166,1449,AFL,64.0,20412.011,2016,1990-01-01,13773.466,67.54,inf,1,26.0,1,Big,28244.376
167,1449,AFL,64.0,20412.011,2016,1990-01-01,13773.466,67.54,inf,1,26.0,1,Big,28244.376
168,1449,AFL,65.0,16343.075,2017,1990-01-01,8607.889,135.034,inf,1,27.0,1,Big,34274.1399
169,1449,AFL,65.0,16343.075,2017,1990-01-01,8607.889,135.034,inf,1,27.0,1,Big,34274.1399
170,1449,AFL,65.0,16343.075,2017,1990-01-01,8607.889,135.034,inf,1,27.0,1,Big,34274.1399
171,1449,AFL,65.0,16343.075,2017,1990-01-01,8607.889,135.034,inf,1,27.0,1,Big,34274.1399
172,1449,AFL,66.0,15368.527,2018,1990-01-01,8922.142,77.542,inf,1,28.0,1,Big,34410.8302
173,1449,AFL,66.0,15368.527,2018,1990-01-01,8922.142,77.542,inf,1,28.0,1,Big,34410.8302
174,1449,AFL,66.0,15368.527,2018,1990-01-01,8922.142,77.542,inf,1,28.0,1,Big,34410.8302
175,1449,AFL,66.0,15368.527,2018,1990-01-01,8922.142,77.542,inf,1,28.0,1,Big,34410.8302
176,1449,AFL,67.0,14108.852,2019,1990-01-01,8272.062,130.847,inf,1,29.0,1,,
177,1449,AFL,67.0,14108.852,2019,1990-01-01,8272.062,130.847,inf,1,29.0,1,,
178,1449,AFL,67.0,14108.852,2019,1990-01-01,8272.062,130.847,inf,1,29.0,1,,
179,1449,AFL,67.0,14108.852,2019,1990-01-01,8272.062,130.847,inf,1,29.0,1,,
180,1487,AIG,66.0,8405.388,2010,2009-08-10,5380.802,49.97,8.973387365752785,1,1.0,0,,
181,1487,AIG,66.0,8405.388,2010,2009-08-10,5380.802,49.97,8.973387365752785,1,1.0,0,,
182,1487,AIG,66.0,8405.388,2010,2009-08-10,5380.802,49.97,8.973387365752785,1,1.0,0,,
183,1487,AIG,66.0,8405.388,2010,2009-08-10,5380.802,49.97,8.973387365752785,1,1.0,0,,
184,1487,AIG,67.0,13955.131,2011,2009-08-10,10932.677,49.99,18.23206757387766,1,2.0,0,Big,44006.2472
185,1487,AIG,67.0,13955.131,2011,2009-08-10,10932.677,49.99,18.23206757387766,1,2.0,0,Big,44006.2472
186,1487,AIG,67.0,13955.131,2011,2009-08-10,10932.677,49.99,18.23206757387766,1,2.0,0,Big,44006.2472
187,1487,AIG,67.0,13955.131,2011,2009-08-10,10932.677,49.99,18.23206757387766,1,2.0,0,Big,44006.2472
188,1487,AIG,68.0,10540.105,2012,2009-08-10,7500.0,49.999,12.507504502701622,1,3.0,0,,
189,1487,AIG,68.0,10540.105,2012,2009-08-10,7500.0,49.999,12.507504502701622,1,3.0,0,,
190,1487,AIG,68.0,10540.105,2012,2009-08-10,7500.0,49.999,12.507504502701622,1,3.0,0,,
191,1487,AIG,68.0,10540.105,2012,2009-08-10,7500.0,49.999,12.507504502701622,1,3.0,0,,
192,1487,AIG,69.0,14774.439,2013,2009-08-10,6452.514,89.975,10.7606463878327,1,4.0,0,,
193,1487,AIG,69.0,14774.439,2013,2009-08-10,6452.514,89.975,10.7606463878327,1,4.0,0,,
194,1487,AIG,69.0,14774.439,2013,2009-08-10,6452.514,89.975,10.7606463878327,1,4.0,0,,
195,1487,AIG,69.0,14774.439,2013,2009-08-10,6452.514,89.975,10.7606463878327,1,4.0,0,,
196,1487,AIG,70.0,11363.14,2014,2009-08-10,6886.996,99.981,11.485217797345074,1,5.0,0,,
197,1487,AIG,70.0,11363.14,2014,2009-08-10,6886.996,99.981,11.485217797345074,1,5.0,0,,
198,1487,AIG,70.0,11363.14,2014,2009-08-10,6886.996,99.981,11.485217797345074,1,5.0,0,,
199,1487,AIG,70.0,11363.14,2014,2009-08-10,6886.996,99.981,11.485217797345074,1,5.0,0,,
200,1487,AIG,56.0,12438.216,2015,2014-09-01,8231.46,129.992,13.727336401841104,1,1.0,0,,
201,1487,AIG,56.0,12438.216,2015,2014-09-01,8231.46,129.992,13.727336401841104,1,1.0,0,,
202,1487,AIG,56.0,12438.216,2015,2014-09-01,8231.46,129.992,13.727336401841104,1,1.0,0,,
203,1487,AIG,56.0,12438.216,2015,2014-09-01,8231.46,129.992,13.727336401841104,1,1.0,0,,
204,1487,AIG,57.0,9567.544,2016,2014-09-01,7851.287,129.995,13.093334333933694,1,2.0,0,,
205,1487,AIG,57.0,9567.544,2016,2014-09-01,7851.287,129.995,13.093334333933694,1,2.0,0,,
206,1487,AIG,57.0,9567.544,2016,2014-09-01,7851.287,129.995,13.093334333933694,1,2.0,0,,
207,1487,AIG,57.0,9567.544,2016,2014-09-01,7851.287,129.995,13.093334333933694,1,2.0,0,,
208,1487,AIG,70.0,42755.012,2017,2017-05-14,11156.834,0.0,18.605886865452607,1,0.0,0,Big,53565.1011
209,1487,AIG,70.0,42755.012,2017,2017-05-14,11156.834,0.0,18.605886865452607,1,0.0,0,Big,53565.1011
210,1487,AIG,70.0,42755.012,2017,2017-05-14,11156.834,0.0,18.605886865452607,1,0.0,0,Big,53565.1011
211,1487,AIG,70.0,42755.012,2017,2017-05-14,11156.834,0.0,18.605886865452607,1,0.0,0,Big,53565.1011
212,1487,AIG,71.0,20854.669,2018,2017-05-14,11757.189,169.975,19.60707924754853,1,1.0,0,Big,34153.0607
213,1487,AIG,71.0,20854.669,2018,2017-05-14,11757.189,169.975,19.60707924754853,1,1.0,0,Big,34153.0607
214,1487,AIG,71.0,20854.669,2018,2017-05-14,11757.189,169.975,19.60707924754853,1,1.0,0,Big,34153.0607
215,1487,AIG,71.0,20854.669,2018,2017-05-14,11757.189,169.975,19.60707924754853,1,1.0,0,Big,34153.0607
216,1487,AIG,72.0,19191.331,2019,2017-05-14,8613.966,169.995,14.36522913748249,1,2.0,0,Big,44657.0487
217,1487,AIG,72.0,19191.331,2019,2017-05-14,8613.966,169.995,14.36522913748249,1,2.0,0,Big,44657.0487
218,1487,AIG,72.0,19191.331,2019,2017-05-14,8613.966,169.995,14.36522913748249,1,2.0,0,Big,44657.0487
219,1487,AIG,72.0,19191.331,2019,2017-05-14,8613.966,169.995,14.36522913748249,1,2.0,0,Big,44657.0487
220,1598,AME,61.0,7559.084,2010,1999-09-01,2419.443,54.647,5.859577528917134,1,11.0,1,Medium,6307.8283
221,1598,AME,62.0,6307.428,2011,1999-09-01,1664.328,44.74,4.030786817274717,0,12.0,1,Medium,6751.6612
222,1598,AME,63.0,6398.305,2012,1999-09-01,1822.69,58.363,4.41431906690175,0,13.0,1,Medium,9144.3502
223,1598,AME,64.0,5912.414,2013,1999-09-01,1708.001,56.349,4.136557165830314,0,14.0,1,Big,12904.466
224,1598,AME,65.0,6729.367,2014,1999-09-01,1841.486,58.443,4.45984054404898,0,15.0,1,Big,12701.4611
225,1598,AME,66.0,6952.536,2015,1999-09-01,1982.078,62.201,4.800336155619708,0,16.0,1,Big,12621.2489
226,1598,AME,51.0,4427.336,2016,2016-05-05,1476.892,59.17,3.5768411059229264,0,0.0,0,Big,11147.8194
227,1598,AME,53.0,8762.155,2018,2016-05-05,2758.68,141.759,6.681165597814504,1,2.0,0,Big,15375.4147
228,1598,AME,54.0,9841.038,2019,2016-05-05,4723.62,158.937,11.439995737507992,1,3.0,0,Big,22848.7384
229,1602,AMGN,62.0,21138.133,2010,2000-05-01,8306.025,99.974,6.923487606777761,1,10.0,1,Big,51166.8
230,1602,AMGN,63.0,18850.311,2011,2000-05-01,8994.0,97.981,7.496949206793766,1,11.0,1,Big,51085.476
231,1602,AMGN,49.0,13570.091,2012,2012-05-23,8571.724,99.938,7.1449610231993645,1,0.0,0,Big,65193.06
