signature_index,total_director_comp
8b9f0af388aa7da7769482e3d9f2f872,4074.493
5ca9707f0660f6cb7ef347bbc65687b4,2683.685
5ca9707f0660f6cb7ef347bbc65687b4,2683.685
5ca9707f0660f6cb7ef347bbc65687b4,2683.685
5ca9707f0660f6cb7ef347bbc65687b4,2683.685
c0da0bffd2c9d35f0348c44a7480d624,2683.685
c0da0bffd2c9d35f0348c44a7480d624,2683.685
c0da0bffd2c9d35f0348c44a7480d624,2683.685
c0da0bffd2c9d35f0348c44a7480d624,2683.685
37d58afbf1be95fd3229b7d9babffd8d,3042.023
a33b33736bbb73836f9d2ef0b9835e43,3042.023
565a5ed80f381d76a02988eca5e5c457,3042.023
6bf5b8429497f2a010b9d940a6fe2002,1780.0
52873a7559b3ad0bb96b0a37bcdaa562,1780.0
878253e94d0d57f63ddd370457732ce5,1780.0
d77845d2f266802e58cd61988d7435d1,5365.395
bc0658167b0a8a266cefa520c37a6d46,0.0
3acd2f3fb64ddd143f94016b676e5898,0.0
80f938619f2ab2e82373c6f23fa0d20c,0.0
28411f73b6c57c29037e8b03bc4dedcb,2235.445
28411f73b6c57c29037e8b03bc4dedcb,2235.445
28411f73b6c57c29037e8b03bc4dedcb,2235.445
28411f73b6c57c29037e8b03bc4dedcb,2235.445
68b974d9f1abc2b8303c3c5bf01cd6ad,2235.445
68b974d9f1abc2b8303c3c5bf01cd6ad,2235.445
68b974d9f1abc2b8303c3c5bf01cd6ad,2235.445
68b974d9f1abc2b8303c3c5bf01cd6ad,2235.445
b3db496316ef586610464823bf8c090b,2311.682
7829d2794b540910026e089e82a15ff5,2311.682
db3f193859e09462f531925b3b87715b,2311.682
5ce5609ae19b2e2c4a67d04764a8e1f5,1294.802
332b9640f339fb2c4eab0d2f8aab1656,1294.802
c8f82e1226b1a0b18cff20ccc35ff783,1294.802
5466c6079a4c73c083872ea70e06876a,4123.029
5466c6079a4c73c083872ea70e06876a,4123.029
5466c6079a4c73c083872ea70e06876a,4123.029
5466c6079a4c73c083872ea70e06876a,4123.029
fcef59e7d66cf61d5397475c1e6c5b2c,4123.029
fcef59e7d66cf61d5397475c1e6c5b2c,4123.029
fcef59e7d66cf61d5397475c1e6c5b2c,4123.029
fcef59e7d66cf61d5397475c1e6c5b2c,4123.029
bdb8cc17960bb4873d451763e77ad7fe,4123.029
bdb8cc17960bb4873d451763e77ad7fe,4123.029
bdb8cc17960bb4873d451763e77ad7fe,4123.029
bdb8cc17960bb4873d451763e77ad7fe,4123.029
c420cdc9e03ce125f09536f51f768e6b,4123.029
c420cdc9e03ce125f09536f51f768e6b,4123.029
c420cdc9e03ce125f09536f51f768e6b,4123.029
c420cdc9e03ce125f09536f51f768e6b,4123.029
