signature_index,total_director_comp
e7fc07e09c7d4c5b987632617ca1ea92,1469.915
458a5a3c4e7cbd9ab671fe5c8f4a4dce,1368.08
ceb4a8a41721266eb6258c9d523cc5f1,2838.252
8b949bf56c96c68058a61556eb2bf385,1281.529
8b949bf56c96c68058a61556eb2bf385,1281.529
8b949bf56c96c68058a61556eb2bf385,1281.529
8b949bf56c96c68058a61556eb2bf385,1281.529
bb50dea5b1aeddfb0a25ab96a030ab8d,1281.529
bb50dea5b1aeddfb0a25ab96a030ab8d,1281.529
bb50dea5b1aeddfb0a25ab96a030ab8d,1281.529
bb50dea5b1aeddfb0a25ab96a030ab8d,1281.529
07c95a0bc41370450bce2cdbcb33bedd,1281.529
07c95a0bc41370450bce2cdbcb33bedd,1281.529
07c95a0bc41370450bce2cdbcb33bedd,1281.529
07c95a0bc41370450bce2cdbcb33bedd,1281.529
0fcd47db92303e54a25e3187c3a28b6b,1281.529
0fcd47db92303e54a25e3187c3a28b6b,1281.529
0fcd47db92303e54a25e3187c3a28b6b,1281.529
0fcd47db92303e54a25e3187c3a28b6b,1281.529
6643c8bcd00b0bad89db2fa0e9edbb16,1494.417
d7b073c2b96dd323886cb858c20a7df0,1494.417
4323d15a0b81e624760bbf525c94cd73,737.335
88b0da4291d95203eaf7475ec70e117e,737.335
c780c6a1b9ad37093e5b52c1d2086170,1205.585
c780c6a1b9ad37093e5b52c1d2086170,1205.585
c780c6a1b9ad37093e5b52c1d2086170,1205.585
c780c6a1b9ad37093e5b52c1d2086170,1205.585
56524c09705920afb278f0e0260a36b5,1205.585
56524c09705920afb278f0e0260a36b5,1205.585
56524c09705920afb278f0e0260a36b5,1205.585
56524c09705920afb278f0e0260a36b5,1205.585
de12dffa13a504edbb8a9ee7e0be71c3,1018.809
3ae4c22fb84a65a3ba591a73f50c7e38,1447.59
f37cdf92c60f51bde9a6ec8281fc5aa0,1447.59
a93d6e61f1d6336a6f53cb3ec57e5a98,1975.968
a93d6e61f1d6336a6f53cb3ec57e5a98,1975.968
a93d6e61f1d6336a6f53cb3ec57e5a98,1975.968
a93d6e61f1d6336a6f53cb3ec57e5a98,1975.968
636e287ef3dbf22c25aa5fd945abbadc,1975.968
