Unnamed: 0,GVKEY,TICKER,TOTAL_SEC,OTHCOMP,NONEQ_INCENT,CASH_FEES,STOCK_AWARDS,OPTION_AWARDS,SPCODE,CUSIP,CONAME,YEAR,YEAR_y,total_director_comp,total_OTHCOMP,total_NONEQ_INCENT,total_CASH_FEES,total_STOCK_AWARDS,total_OPTION_AWARDS,MKVALT,size_category,signature_index
663,3980,DIS,240.79,103.394,0.0,54.167,83.229,0.0,SP,25468710,DISNEY (WALT) CO,2019,2010,2824.147,63.1,0.0,915.25,1285.737,560.06,234836.64,Large,d77661ebe4e0cd6bea0dd5c5df7d10f0
804,4503,XOM,538.63,0.42,0.0,59.89,478.32,0.0,SP,30231G10,EXXON MOBIL CORP,2010,2010,3502.192,4.62,0.0,989.89,2507.682,0.0,364064.48,Large,a7b252ae107968cc485aee6666242849
805,4503,XOM,285.958,0.42,0.0,100.0,185.538,0.0,SP,30231G10,EXXON MOBIL CORP,2011,2010,3502.192,4.62,0.0,989.89,2507.682,0.0,401253.84,Large,5c4dba9506193400492343729fc7787b
806,4503,XOM,326.133,0.42,0.0,110.0,215.713,0.0,SP,30231G10,EXXON MOBIL CORP,2012,2010,3502.192,4.62,0.0,989.89,2507.682,0.0,389648.1,Large,d1e660fcb50f3eecdbc37b367d889af6
807,4503,XOM,330.318,0.38,0.0,110.0,219.938,0.0,SP,30231G10,EXXON MOBIL CORP,2013,2010,3502.192,4.62,0.0,989.89,2507.682,0.0,438702.0,Large,14e57300467aaf8256d4f76a2e1f5b6c
808,4503,XOM,360.513,0.338,0.0,110.0,250.175,0.0,SP,30231G10,EXXON MOBIL CORP,2014,2010,3502.192,4.62,0.0,989.89,2507.682,0.0,388382.45,Large,e1dfea428b9d4d14777bf15dd1773305
809,4503,XOM,341.415,0.34,0.0,110.0,231.075,0.0,SP,30231G10,EXXON MOBIL CORP,2015,2010,3502.192,4.62,0.0,989.89,2507.682,0.0,323960.2,Large,0d239aca96482cf781f163027f72bac8
810,4503,XOM,303.239,0.239,0.0,110.0,193.0,0.0,SP,30231G10,EXXON MOBIL CORP,2016,2010,3502.192,4.62,0.0,989.89,2507.682,0.0,374398.48,Large,52cf3afc14244c7f68657384249e3c4e
811,4503,XOM,272.696,0.112,0.0,45.934,226.65,0.0,SP,30231G10,EXXON MOBIL CORP,2017,2010,3502.192,4.62,0.0,989.89,2507.682,0.0,354549.96,Large,a4ff235d3e9aff4b53954ccf833876a2
812,4503,XOM,807.167,0.239,0.0,100.528,706.4,0.0,SP,30231G10,EXXON MOBIL CORP,2018,2010,3502.192,4.62,0.0,989.89,2507.682,0.0,288921.03,Large,2bbdff1ace6afe9ed6f6088730ea460d
813,4503,XOM,281.696,0.283,0.0,110.0,171.413,0.0,SP,30231G10,EXXON MOBIL CORP,2019,2010,3502.192,4.62,0.0,989.89,2507.682,0.0,295448.52,Large,b3b180c516891a0c1f1633db034b362b
935,5047,GE,292.369,9.436,0.0,0.0,282.933,0.0,SP,36960430,GENERAL ELECTRIC CO,2012,2010,4741.353,635.646,0.0,829.0,3276.707,0.0,218414.0688,Large,995a3db7df15b8c68e91247c107e6f44
