Unnamed: 0,GVKEY,TICKER,CEOANN,SALARY,BONUS,STOCK_AWARDS,OPTION_AWARDS,OTHCOMP,TOTAL_CURR,AGE,TDC1,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,GENDER,CUSIP,NAICSDESC,SIC,MKVALT,size_category,signature_index
2367,12141,MSFT,CEO,1200.0,4320.0,12761.263,0.0,13.007,5520.0,48.0,18294.27,2015,2014-02-04,,,MALE,59491810,Software Publishers,7372,354392.05,Large,6c2af7afa5a34d0c4cfca53b62e10554
2368,12141,MSFT,CEO,1200.0,4464.0,12013.927,0.0,14.104,5664.0,49.0,17692.031,2016,2014-02-04,,,MALE,59491810,Software Publishers,7372,399535.36,Large,3374d07c435b872077f2fe0ed34c7c14
2369,12141,MSFT,CEO,1450.0,0.0,11434.557,0.0,97.189,1450.0,50.0,20014.152,2017,2014-02-04,,,MALE,59491810,Software Publishers,7372,531312.44,Large,00f619b006270e17706c97a8e86d7e25
2370,12141,MSFT,CEO,1500.0,0.0,16807.208,0.0,111.055,1500.0,51.0,25843.263,2018,2014-02-04,,,MALE,59491810,Software Publishers,7372,757028.97,Large,54302fc391281babcc0d8d1f082e4d52
2371,12141,MSFT,CEO,2333.333,0.0,29668.651,0.0,111.363,2333.333,52.0,42910.215,2019,2014-02-04,,,MALE,59491810,Software Publishers,7372,1023856.28,Large,dc761f6a49f5a9b65b20fe73a21d075c
2774,20779,CSCO,CEO,1325.0,0.0,18576.568,0.0,135.306,1325.0,53.0,20733.283,2019,2015-07-26,,,MALE,17275R10,Telephone Apparatus Manufacturing,3576,235450.0,Large,a45fe1b66694e20bd25b1c4acbee040b
3624,64768,AMZN,CEO,81.84,0.0,0.0,0.0,1600.0,81.84,51.0,1681.84,2015,1996-05-01,1994-06-01,2021-07-05,MALE,02313510,Electronic Shopping and Mail-Order Houses (eff thr,5961,318344.19,Large,721ac3e03efbdb173ea3cdd69c29de86
3625,64768,AMZN,CEO,81.84,0.0,0.0,0.0,1600.0,81.84,52.0,1681.84,2016,1996-05-01,1994-06-01,2021-07-05,MALE,02313510,Electronic Shopping and Mail-Order Houses (eff thr,5961,357687.99,Large,80462cf7e729b7f88191b4cf5dc7b78c
3626,64768,AMZN,CEO,81.84,0.0,0.0,0.0,1600.0,81.84,53.0,1681.84,2017,1996-05-01,1994-06-01,2021-07-05,MALE,02313510,Electronic Shopping and Mail-Order Houses (eff thr,5961,566023.48,Large,549ade3909aeb88cacfcbf3fd90864ec
3627,64768,AMZN,CEO,81.84,0.0,0.0,0.0,1600.0,81.84,54.0,1681.84,2018,1996-05-01,1994-06-01,2021-07-05,MALE,02313510,Electronic Shopping and Mail-Order Houses (eff thr,5961,737467.27,Large,046a3978b91311684755c2585ef5220f
3628,64768,AMZN,CEO,81.84,0.0,0.0,0.0,1600.0,81.84,55.0,1681.84,2019,1996-05-01,1994-06-01,2021-07-05,MALE,02313510,Electronic Shopping and Mail-Order Houses (eff thr,5961,920224.32,Large,ae0e0a0e8e09580515203c7a5ad6f675
4301,160225,MA,CEO,1250.0,0.0,8650.134,7450.079,235.701,1250.0,60.0,23249.977,2019,2010-07-01,,2021-01-01,MALE,57636Q10,"Financial Transactions Processing, Reserve, and Cl",6099,300680.13,Large,77ce9329dd1b2298c62ad4b16799c284
4303,160329,GOOGL,CEO,0.001,0.0,0.0,0.0,0.0,0.001,38.0,0.001,2011,1998-09-01,1998-09-01,2019-12-01,MALE,02079K30,"Data Processing, Hosting, and Related Services (ef",7370,209849.6805,Large,cb6f18ad6aa55ef378834a47c2dd1393
4304,160329,GOOGL,CEO,0.001,0.0,0.0,0.0,0.0,0.001,39.0,0.001,2012,1998-09-01,1998-09-01,2019-12-01,MALE,02079K30,"Data Processing, Hosting, and Related Services (ef",7370,233420.545,Large,19d1e6dbfb925d88cad3d997f9c12533
4305,160329,GOOGL,CEO,0.001,0.0,0.0,0.0,0.0,0.001,40.0,0.001,2013,1998-09-01,1998-09-01,2019-12-01,MALE,02079K30,"Data Processing, Hosting, and Related Services (ef",7370,376370.2807,Large,8f880d18ef952b8f332031e6de8c26fb
4306,160329,GOOGL,CEO,0.001,0.0,0.0,0.0,0.0,0.001,41.0,0.001,2014,1998-09-01,1998-09-01,2019-12-01,MALE,02079K30,"Data Processing, Hosting, and Related Services (ef",7370,359263.2864,Large,8ae2c3757b7d9aa324f4b105fc96c18e
4307,160329,GOOGL,CEO,0.001,0.0,0.0,0.0,0.0,0.001,42.0,0.001,2015,1998-09-01,1998-09-01,2019-12-01,MALE,02079K30,"Data Processing, Hosting, and Related Services (ef",7370,528168.4352,Large,50821e37902f3d6de0ef15be17735819
4308,160329,GOOGL,CEO,0.001,0.0,0.0,0.0,0.0,0.001,43.0,0.001,2016,1998-09-01,1998-09-01,2019-12-01,MALE,02079K30,"Data Processing, Hosting, and Related Services (ef",7370,540659.3335,Large,555c5c0fba003fb316016e7c5964badf
4309,160329,GOOGL,CEO,0.001,0.0,0.0,0.0,0.0,0.001,44.0,0.001,2017,1998-09-01,1998-09-01,2019-12-01,MALE,02079K30,"Data Processing, Hosting, and Related Services (ef",7370,729439.0252,Large,c1f62754dceac803be4bfb16c80efc6c
4310,160329,GOOGL,CEO,0.001,0.0,0.0,0.0,0.0,0.001,45.0,0.001,2018,1998-09-01,1998-09-01,2019-12-01,MALE,02079K30,"Data Processing, Hosting, and Related Services (ef",7370,723558.7085,Large,cca6f6a6e3469e2fe276e4f0f12ebdec
4311,160329,GOOGL,CEO,650.0,0.0,276612.072,0.0,3359.48,650.0,46.0,280621.551,2019,2019-12-01,,,MALE,02079K30,"Data Processing, Hosting, and Related Services (ef",7370,921138.3192,Large,760c77bab21c8e792f85808eea2456e4
4473,170617,META,CEO,0.001,0.0,0.0,0.0,6213.106,0.001,30.0,6213.107,2014,2004-07-01,,,MALE,30303M10,Web Search Portals and All Other Information Servi,7370,218221.94,Large,8e7fd98bcb916c3aa050a529b8994ff5
4474,170617,META,CEO,0.001,0.0,0.0,0.0,5037.84,0.001,31.0,5037.841,2015,2004-07-01,,,MALE,30303M10,Web Search Portals and All Other Information Servi,7370,297757.7,Large,50b85b7470f79b99f5e7cbda4a4b934f
4475,170617,META,CEO,0.001,0.0,0.0,0.0,9101.965,0.001,33.0,9101.966,2017,2004-07-01,,,MALE,30303M10,Web Search Portals and All Other Information Servi,7370,512792.76,Large,9e09ba27a63d2954416058d56760a6a2
4476,170617,META,CEO,0.001,0.0,0.0,0.0,22554.542,0.001,34.0,22554.543,2018,2004-07-01,,,MALE,30303M10,Web Search Portals and All Other Information Servi,7370,374130.86,Large,cd231bcb9e4f380613b5f8c189453e94
4477,170617,META,CEO,0.001,0.0,0.0,0.0,23415.972,0.001,35.0,23415.973,2019,2004-07-01,,,MALE,30303M10,Web Search Portals and All Other Information Servi,7370,585373.0,Large,84e07de553f884288bebd0a8787c69dd
4582,179534,V,CEO,1300.038,0.0,8693.984,3500.008,26.416,1300.038,60.0,19493.946,2018,2016-12-01,,2023-02-01,MALE,92826C83,"Financial Transactions Processing, Reserve, and Cl",6099,333174.81,Large,dec9491791aa03a53e63658d2ef9dfea
4583,179534,V,CEO,1400.059,0.0,14246.423,4312.489,36.8,1400.059,61.0,24265.771,2019,2016-12-01,,2023-02-01,MALE,92826C83,"Financial Transactions Processing, Reserve, and Cl",6099,372545.0203,Large,3657e8c3dc2d348559b88a5a83f76048
